kernel,family,capacity_target,ccz_share,oracle_exhaustive,makespan_global_oracle,makespan_uniform_oracle,makespan_best_simple,makespan_sim_descent,seconds_sim_descent,makespan_stage_dp_analytic,seconds_stage_dp_analytic,makespan_stage_dp_analytic_r5,seconds_stage_dp_analytic_r5,makespan_stage_dp_sim,seconds_stage_dp_sim,regret_stage_dp_analytic,regret_stage_dp_analytic_r5,regret_stage_dp_sim,regret_sim_descent,regret_best_simple
and_ladder_s2_l2,and_ladder,0.25,0.1,1,27,27,27,27,0.0335,27,0.0146,27,0.0163,27,0.038,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l2,and_ladder,0.25,0.25,1,27,27,27,27,0.0336,27,0.0144,27,0.0169,27,0.0439,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l2,and_ladder,0.25,0.5,1,27,27,27,27,0.0368,27,0.0144,27,0.0156,27,0.0467,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l2,and_ladder,0.25,0.75,1,27,27,27,27,0.0362,27,0.0141,27,0.0156,27,0.0461,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l2,and_ladder,0.25,0.9,1,27,27,27,27,0.0387,27,0.0137,27,0.0171,27,0.0449,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l2,and_ladder,0.5,0.1,1,24,27,27,24,0.0372,27,0.0138,24,0.0145,27,0.0354,1.125,1.0,1.125,1.0,1.125
and_ladder_s2_l2,and_ladder,0.5,0.25,1,24,27,27,24,0.0365,27,0.014,24,0.0151,29,0.035,1.125,1.0,1.2083,1.0,1.125
and_ladder_s2_l2,and_ladder,0.5,0.5,1,25,27,27,25,0.0365,27,0.0139,25,0.0154,27,0.0393,1.08,1.0,1.08,1.0,1.08
and_ladder_s2_l2,and_ladder,0.5,0.75,1,27,27,27,27,0.037,27,0.0136,27,0.0157,27,0.0466,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l2,and_ladder,0.5,0.9,1,27,27,27,27,0.0392,27,0.015,27,0.0155,27,0.048,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l2,and_ladder,1.0,0.1,1,22,27,24,22,0.0407,24,0.0082,24,0.011,24,0.0288,1.0909,1.0909,1.0909,1.0,1.0909
and_ladder_s2_l2,and_ladder,1.0,0.25,1,22,27,25,22,0.0378,25,0.0094,24,0.0119,24,0.0318,1.1364,1.0909,1.0909,1.0,1.1364
and_ladder_s2_l2,and_ladder,1.0,0.5,1,19,19,19,19,0.0325,19,0.0135,19,0.016,19,0.04,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l2,and_ladder,1.0,0.75,1,19,19,19,19,0.0321,19,0.0133,19,0.0155,19,0.0395,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l2,and_ladder,1.0,0.9,1,18,18,18,18,0.0416,18,0.006,18,0.0076,18,0.0222,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l2,and_ladder,2.0,0.1,1,22,26,24,22,0.0527,23,0.0116,23,0.0142,23,0.0352,1.0455,1.0455,1.0455,1.0,1.0909
and_ladder_s2_l2,and_ladder,2.0,0.25,1,19,19,19,19,0.0421,19,0.0121,19,0.0131,19,0.0387,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l2,and_ladder,2.0,0.5,1,18,18,18,18,0.0356,18,0.0142,18,0.0157,18,0.0459,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l2,and_ladder,2.0,0.75,1,17,17,17,17,0.0347,17,0.0143,17,0.0176,17,0.0436,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l2,and_ladder,2.0,0.9,1,17,17,17,17,0.0382,17,0.006,17,0.008,17,0.0208,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l3,and_ladder,0.25,0.1,1,33,39,37,33,0.0715,37,0.0629,37,0.0613,37,0.1894,1.1212,1.1212,1.1212,1.0,1.1212
and_ladder_s2_l3,and_ladder,0.25,0.25,1,33,39,37,33,0.074,37,0.0581,37,0.0606,37,0.1814,1.1212,1.1212,1.1212,1.0,1.1212
and_ladder_s2_l3,and_ladder,0.25,0.5,1,39,39,39,39,0.0727,39,0.0471,39,0.0489,39,0.192,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l3,and_ladder,0.25,0.75,1,39,39,39,39,0.0712,39,0.047,39,0.0506,39,0.1944,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l3,and_ladder,0.25,0.9,1,39,39,39,39,0.0765,39,0.0475,39,0.0493,39,0.1937,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l3,and_ladder,0.5,0.1,1,29,39,36,29,0.0666,33,0.0517,30,0.0558,33,0.1466,1.1379,1.0345,1.1379,1.0,1.2414
and_ladder_s2_l3,and_ladder,0.5,0.25,1,33,39,33,33,0.0649,33,0.0526,33,0.0558,33,0.1476,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l3,and_ladder,0.5,0.5,1,33,39,33,33,0.0618,33,0.0552,33,0.0561,33,0.149,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l3,and_ladder,0.5,0.75,1,39,39,39,39,0.0678,39,0.0473,39,0.0548,39,0.1919,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l3,and_ladder,0.5,0.9,1,39,39,39,39,0.0694,39,0.046,39,0.0489,39,0.1875,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l3,and_ladder,1.0,0.1,1,26,39,30,26,0.0731,28,0.0328,28,0.034,30,0.1262,1.0769,1.0769,1.1538,1.0,1.1538
and_ladder_s2_l3,and_ladder,1.0,0.25,1,27,39,30,30,0.0705,30,0.0519,29,0.0486,30,0.0998,1.1111,1.0741,1.1111,1.1111,1.1111
and_ladder_s2_l3,and_ladder,1.0,0.5,1,24,24,24,24,0.0567,26,0.0542,24,0.0597,26,0.1566,1.0833,1.0,1.0833,1.0,1.0
and_ladder_s2_l3,and_ladder,1.0,0.75,1,24,24,24,24,0.0596,24,0.0607,24,0.0697,24,0.1782,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l3,and_ladder,1.0,0.9,1,20,20,20,20,0.0735,20,0.0143,20,0.0164,20,0.0572,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l3,and_ladder,2.0,0.1,1,23,29,27,23,0.0857,27,0.0353,25,0.0379,26,0.1294,1.1739,1.087,1.1304,1.0,1.1739
and_ladder_s2_l3,and_ladder,2.0,0.25,1,22,24,24,22,0.0785,25,0.0401,24,0.0421,24,0.1464,1.1364,1.0909,1.0909,1.0,1.0909
and_ladder_s2_l3,and_ladder,2.0,0.5,1,20,20,20,20,0.0647,24,0.0535,24,0.0591,24,0.1686,1.2,1.2,1.2,1.0,1.0
and_ladder_s2_l3,and_ladder,2.0,0.75,1,19,19,19,19,0.0633,19,0.0586,19,0.061,19,0.1941,1.0,1.0,1.0,1.0,1.0
and_ladder_s2_l3,and_ladder,2.0,0.9,1,18,18,18,18,0.067,18,0.0166,18,0.0192,18,0.0493,1.0,1.0,1.0,1.0,1.0
grover_c16_i2,grover,0.25,0.1,1,311,423,387,387,0.7505,311,0.1273,311,0.1325,311,0.3691,1.0,1.0,1.0,1.2444,1.2444
grover_c16_i2,grover,0.25,0.25,1,311,423,387,387,0.7264,311,0.0811,311,0.0864,311,0.2516,1.0,1.0,1.0,1.2444,1.2444
grover_c16_i2,grover,0.25,0.5,1,423,423,423,423,0.946,423,0.0903,423,0.124,423,0.4279,1.0,1.0,1.0,1.0,1.0
grover_c16_i2,grover,0.25,0.75,1,423,423,423,423,0.9364,423,0.1036,423,0.0819,423,0.3269,1.0,1.0,1.0,1.0,1.0
grover_c16_i2,grover,0.25,0.9,1,423,423,423,423,1.005,423,0.1,423,0.1164,423,0.2929,1.0,1.0,1.0,1.0,1.0
grover_c16_i2,grover,0.5,0.1,1,281,281,281,281,0.6596,281,0.0656,281,0.0756,281,0.2536,1.0,1.0,1.0,1.0,1.0
grover_c16_i2,grover,0.5,0.25,1,281,281,281,281,0.6619,281,0.122,281,0.1193,281,0.315,1.0,1.0,1.0,1.0,1.0
grover_c16_i2,grover,0.5,0.5,1,302,302,302,302,0.854,303,0.0771,302,0.0861,303,0.2974,1.0033,1.0,1.0033,1.0,1.0
grover_c16_i2,grover,0.5,0.75,1,423,423,423,423,0.9715,423,0.1589,423,0.141,423,0.4306,1.0,1.0,1.0,1.0,1.0
grover_c16_i2,grover,0.5,0.9,1,423,423,423,423,0.9795,423,0.119,423,0.1178,423,0.4172,1.0,1.0,1.0,1.0,1.0
grover_c16_i2,grover,1.0,0.1,1,248,249,249,248,0.8023,248,0.051,248,0.0665,248,0.116,1.0,1.0,1.0,1.0,1.004
grover_c16_i2,grover,1.0,0.25,1,263,269,269,281,0.589,263,0.0758,263,0.089,263,0.2225,1.0,1.0,1.0,1.0684,1.0228
grover_c16_i2,grover,1.0,0.5,1,219,221,221,219,0.894,219,0.0966,219,0.1217,219,0.1294,1.0,1.0,1.0,1.0,1.0091
grover_c16_i2,grover,1.0,0.75,1,221,221,221,221,0.7083,228,0.0605,221,0.068,228,0.1067,1.0317,1.0,1.0317,1.0,1.0
grover_c16_i2,grover,1.0,0.9,1,187,187,187,187,1.6334,187,0.0468,187,0.0602,187,0.2592,1.0,1.0,1.0,1.0,1.0
grover_c16_i2,grover,2.0,0.1,1,219,243,243,219,0.7561,228,0.0688,228,0.0777,219,0.1797,1.0411,1.0411,1.0,1.0,1.1096
grover_c16_i2,grover,2.0,0.25,1,205,217,217,210,0.5271,206,0.1067,206,0.1123,206,0.1303,1.0049,1.0049,1.0049,1.0244,1.0585
grover_c16_i2,grover,2.0,0.5,1,187,187,187,187,0.4895,187,0.0418,187,0.0591,187,0.1317,1.0,1.0,1.0,1.0,1.0
grover_c16_i2,grover,2.0,0.75,1,169,181,181,169,0.613,169,0.0571,169,0.0861,169,0.0857,1.0,1.0,1.0,1.0,1.071
grover_c16_i2,grover,2.0,0.9,1,155,155,155,155,0.9435,166,0.058,155,0.0758,166,0.1112,1.071,1.0,1.071,1.0,1.0
grover_c32_i2,grover,0.25,0.1,1,459,459,459,459,0.8911,459,0.0732,459,0.0856,459,0.3107,1.0,1.0,1.0,1.0,1.0
grover_c32_i2,grover,0.25,0.25,1,459,459,459,459,0.9138,459,0.1105,459,0.1523,459,0.3557,1.0,1.0,1.0,1.0,1.0
grover_c32_i2,grover,0.25,0.5,1,561,615,585,585,1.2985,561,0.0989,561,0.1205,561,0.4724,1.0,1.0,1.0,1.0428,1.0428
grover_c32_i2,grover,0.25,0.75,1,561,615,585,585,1.3592,561,0.0989,561,0.12,561,0.3998,1.0,1.0,1.0,1.0428,1.0428
grover_c32_i2,grover,0.25,0.9,1,561,615,585,585,1.2943,561,0.1858,561,0.1378,561,0.4123,1.0,1.0,1.0,1.0428,1.0428
grover_c32_i2,grover,0.5,0.1,1,459,459,459,459,0.8126,459,0.0766,459,0.0926,459,0.2111,1.0,1.0,1.0,1.0,1.0
grover_c32_i2,grover,0.5,0.25,1,459,459,459,459,0.9145,459,0.0778,459,0.0897,459,0.2791,1.0,1.0,1.0,1.0,1.0
grover_c32_i2,grover,0.5,0.5,1,459,459,459,459,1.0197,459,0.111,459,0.132,459,0.3384,1.0,1.0,1.0,1.0,1.0
grover_c32_i2,grover,0.5,0.75,1,561,615,585,585,1.3271,561,0.082,561,0.1262,561,0.3336,1.0,1.0,1.0,1.0428,1.0428
grover_c32_i2,grover,0.5,0.9,1,561,615,585,585,1.2844,561,0.0834,561,0.1303,561,0.3101,1.0,1.0,1.0,1.0428,1.0428
grover_c32_i2,grover,1.0,0.1,1,342,388,342,342,1.4593,342,0.0566,342,0.0855,342,0.1288,1.0,1.0,1.0,1.0,1.0
grover_c32_i2,grover,1.0,0.25,1,375,445,375,375,1.3622,375,0.0799,375,0.0909,375,0.13,1.0,1.0,1.0,1.0,1.0
grover_c32_i2,grover,1.0,0.5,1,271,292,292,271,1.0361,271,0.0858,271,0.1107,271,0.124,1.0,1.0,1.0,1.0,1.0775
grover_c32_i2,grover,1.0,0.75,1,271,302,302,271,1.2579,271,0.1034,271,0.1322,271,0.1896,1.0,1.0,1.0,1.0,1.1144
grover_c32_i2,grover,1.0,0.9,1,237,237,237,237,2.1783,237,0.0669,237,0.0794,237,0.2685,1.0,1.0,1.0,1.0,1.0
grover_c32_i2,grover,2.0,0.1,1,279,279,279,279,1.0085,279,0.066,279,0.1094,279,0.1493,1.0,1.0,1.0,1.0,1.0
grover_c32_i2,grover,2.0,0.25,1,254,288,288,271,1.3093,254,0.0648,254,0.0779,254,0.0774,1.0,1.0,1.0,1.0669,1.1339
grover_c32_i2,grover,2.0,0.5,1,237,237,237,237,0.7901,243,0.0299,243,0.0335,243,0.0776,1.0253,1.0253,1.0253,1.0,1.0
grover_c32_i2,grover,2.0,0.75,1,200,209,209,200,0.9521,209,0.0546,209,0.054,209,0.0883,1.045,1.045,1.045,1.0,1.045
grover_c32_i2,grover,2.0,0.9,1,189,194,189,189,1.422,189,0.0494,189,0.0962,189,0.1797,1.0,1.0,1.0,1.0,1.0
grover_c8_i2,grover,0.25,0.1,1,285,327,291,291,0.6612,285,0.0655,285,0.0688,285,0.2166,1.0,1.0,1.0,1.0211,1.0211
grover_c8_i2,grover,0.25,0.25,1,285,327,291,291,0.634,285,0.0622,285,0.0704,285,0.218,1.0,1.0,1.0,1.0211,1.0211
grover_c8_i2,grover,0.25,0.5,1,327,327,327,327,0.9721,327,0.0813,327,0.0908,327,0.397,1.0,1.0,1.0,1.0,1.0
grover_c8_i2,grover,0.25,0.75,1,327,327,327,327,0.929,327,0.1248,327,0.1363,327,0.5224,1.0,1.0,1.0,1.0,1.0
grover_c8_i2,grover,0.25,0.9,1,327,327,327,327,0.9342,327,0.1257,327,0.1377,327,0.4953,1.0,1.0,1.0,1.0,1.0
grover_c8_i2,grover,0.5,0.1,1,209,229,229,209,0.5802,209,0.1058,209,0.0798,218,0.3621,1.0,1.0,1.0431,1.0,1.0957
grover_c8_i2,grover,0.5,0.25,1,209,230,230,209,0.6364,209,0.1588,209,0.1272,209,0.3575,1.0,1.0,1.0,1.0,1.1005
grover_c8_i2,grover,0.5,0.5,1,236,279,279,277,0.8401,236,0.122,236,0.134,236,0.4347,1.0,1.0,1.0,1.1737,1.1822
grover_c8_i2,grover,0.5,0.75,1,327,327,327,327,0.9821,327,0.1317,327,0.144,327,0.5365,1.0,1.0,1.0,1.0,1.0
grover_c8_i2,grover,0.5,0.9,1,327,327,327,327,0.9018,327,0.1286,327,0.1335,327,0.5619,1.0,1.0,1.0,1.0,1.0
grover_c8_i2,grover,1.0,0.1,1,209,229,229,209,0.5402,211,0.1228,209,0.1333,209,0.2922,1.0096,1.0,1.0,1.0,1.0957
grover_c8_i2,grover,1.0,0.25,1,209,229,229,209,0.5538,215,0.1064,215,0.1164,215,0.2586,1.0287,1.0287,1.0287,1.0,1.0957
grover_c8_i2,grover,1.0,0.5,1,173,173,173,173,0.5401,177,0.1125,177,0.132,177,0.1984,1.0231,1.0231,1.0231,1.0,1.0
grover_c8_i2,grover,1.0,0.75,1,173,173,173,173,0.5494,180,0.12,173,0.1329,180,0.2192,1.0405,1.0,1.0405,1.0,1.0
grover_c8_i2,grover,1.0,0.9,1,167,167,167,167,1.1035,167,0.0813,167,0.0881,167,0.3513,1.0,1.0,1.0,1.0,1.0
grover_c8_i2,grover,2.0,0.1,1,198,224,224,198,0.5964,198,0.0734,198,0.0959,198,0.1897,1.0,1.0,1.0,1.0,1.1313
grover_c8_i2,grover,2.0,0.25,1,173,173,173,173,0.4855,180,0.0819,177,0.0949,177,0.1432,1.0405,1.0231,1.0231,1.0,1.0
grover_c8_i2,grover,2.0,0.5,1,161,167,167,161,0.8804,167,0.035,167,0.0422,167,0.0902,1.0373,1.0373,1.0373,1.0,1.0373
grover_c8_i2,grover,2.0,0.75,1,153,165,165,153,0.7995,153,0.0429,153,0.0501,153,0.1029,1.0,1.0,1.0,1.0,1.0784
grover_c8_i2,grover,2.0,0.9,1,141,141,141,141,0.9728,152,0.0516,147,0.0706,141,0.156,1.078,1.0426,1.0,1.0,1.0
heterostage_l3,heterostage,0.25,0.1,1,279,279,279,279,0.6741,279,0.179,279,0.1821,279,0.5676,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,0.25,0.25,1,279,279,279,279,0.8505,279,0.1805,279,0.1793,279,0.6409,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,0.25,0.5,1,399,399,399,399,1.1123,399,0.1771,399,0.1846,399,1.1601,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,0.25,0.75,1,399,399,399,399,1.0815,399,0.1929,399,0.1845,399,0.7696,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,0.25,0.9,1,399,399,399,399,1.0832,399,0.1816,399,0.1832,399,0.7826,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,0.5,0.1,1,230,230,230,230,0.7359,230,0.1736,230,0.1801,230,0.4526,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,0.5,0.25,1,279,279,279,279,0.7061,279,0.1729,279,0.18,279,0.4924,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,0.5,0.5,1,279,279,279,279,0.7541,279,0.1782,279,0.1882,279,0.5042,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,0.5,0.75,1,399,399,399,399,1.0195,399,0.1776,399,0.1844,399,0.7681,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,0.5,0.9,1,399,399,399,399,1.075,399,0.1746,399,0.1998,399,0.7922,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,1.0,0.1,1,187,187,187,187,0.7425,187,0.1692,187,0.1827,187,0.4313,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,1.0,0.25,1,189,189,189,189,0.602,189,0.1691,189,0.1876,189,0.4396,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,1.0,0.5,1,144,144,144,144,0.6286,144,0.1704,144,0.1804,144,0.4417,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,1.0,0.75,1,156,156,156,156,0.8648,156,0.1704,156,0.1842,156,0.5046,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,1.0,0.9,1,139,139,139,139,1.1115,139,0.1769,139,0.1967,139,0.8145,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,2.0,0.1,1,131,131,131,131,0.6874,131,0.1744,131,0.1883,131,0.4296,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,2.0,0.25,1,99,99,99,99,0.6047,99,0.1708,99,0.1835,99,0.4064,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,2.0,0.5,1,112,112,112,112,0.5782,114,0.1689,112,0.1793,112,0.398,1.0179,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,2.0,0.75,1,99,99,99,99,0.7986,99,0.1699,99,0.1796,99,0.4274,1.0,1.0,1.0,1.0,1.0
heterostage_l3,heterostage,2.0,0.9,1,99,99,99,99,0.9641,99,0.1725,99,0.1874,99,0.6847,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,0.25,0.1,1,465,465,465,465,1.6798,465,0.8994,465,0.9083,465,2.9525,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,0.25,0.25,1,465,465,465,465,1.8269,465,0.9289,465,0.9628,465,3.078,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,0.25,0.5,1,465,465,465,465,2.0859,465,0.918,465,0.9128,465,4.0381,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,0.25,0.75,1,465,465,465,465,1.9285,465,0.8998,465,0.8975,465,3.9622,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,0.25,0.9,1,465,465,465,465,1.9761,465,0.9027,465,0.9551,465,4.1258,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,0.5,0.1,1,362,362,362,362,1.4717,362,0.8825,362,0.8926,362,2.3178,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,0.5,0.25,1,375,375,375,375,1.5718,375,0.8676,375,0.9119,375,2.4429,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,0.5,0.5,1,376,376,376,376,1.5459,376,0.8792,376,0.8975,376,2.6051,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,0.5,0.75,1,465,465,465,465,1.9802,465,0.9223,465,0.9361,465,4.0526,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,0.5,0.9,1,465,465,465,465,1.7626,465,0.9015,465,0.9182,465,4.0344,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,1.0,0.1,1,253,253,253,253,1.4733,253,0.8833,253,0.8944,253,2.1902,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,1.0,0.25,1,279,285,279,279,1.4749,279,0.8728,279,0.8879,279,2.1888,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,1.0,0.5,1,194,194,194,194,1.1673,194,0.8706,194,0.8804,194,2.1925,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,1.0,0.75,1,237,237,237,237,1.3137,237,0.8704,237,0.8795,237,2.5277,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,1.0,0.9,1,201,201,201,201,1.9543,201,0.9079,201,0.9082,201,3.9999,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,2.0,0.1,1,176,176,176,176,1.6815,178,0.8324,176,0.83,176,2.0838,1.0114,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,2.0,0.25,1,147,149,149,147,1.4401,147,0.8144,147,0.8138,147,1.9506,1.0,1.0,1.0,1.0,1.0136
heterostage_l4,heterostage,2.0,0.5,1,131,131,131,131,1.2061,131,0.8818,131,0.8805,131,2.0142,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,2.0,0.75,1,123,123,123,123,1.3482,123,0.8567,123,0.8759,123,2.1627,1.0,1.0,1.0,1.0,1.0
heterostage_l4,heterostage,2.0,0.9,1,124,124,124,124,1.8236,124,0.8784,124,0.8938,124,3.0005,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,0.25,0.1,1,363,363,363,363,0.7722,363,0.0455,363,0.0623,363,0.1454,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,0.25,0.25,1,363,363,363,363,0.7335,363,0.044,363,0.055,363,0.1213,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,0.25,0.5,1,399,399,399,399,0.9004,399,0.0304,399,0.0404,399,0.1743,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,0.25,0.75,1,399,399,399,399,0.9367,399,0.0465,399,0.0605,399,0.1763,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,0.25,0.9,1,399,399,399,399,0.8555,399,0.0426,399,0.0665,399,0.1922,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,0.5,0.1,1,273,273,273,273,0.6148,279,0.0731,273,0.0879,273,0.2006,1.022,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,0.5,0.25,1,285,285,285,285,0.8359,285,0.047,285,0.0577,285,0.1577,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,0.5,0.5,1,317,317,317,363,0.7371,317,0.0565,317,0.0711,317,0.1311,1.0,1.0,1.0,1.1451,1.0
mixed_w32_c16_l1,mixed,0.5,0.75,1,399,399,399,399,0.9516,399,0.0361,399,0.0412,399,0.1786,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,0.5,0.9,1,399,399,399,399,0.9628,399,0.0479,399,0.0639,399,0.1577,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,1.0,0.1,1,236,236,236,236,0.7686,236,0.0391,236,0.0538,236,0.1262,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,1.0,0.25,1,244,244,244,244,0.7751,244,0.0516,244,0.0702,244,0.1134,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,1.0,0.5,1,209,209,209,209,0.6996,218,0.0375,218,0.0427,212,0.0974,1.0431,1.0431,1.0144,1.0,1.0
mixed_w32_c16_l1,mixed,1.0,0.75,1,209,209,209,209,0.7275,212,0.0372,209,0.0516,212,0.0909,1.0144,1.0,1.0144,1.0,1.0
mixed_w32_c16_l1,mixed,1.0,0.9,1,183,183,183,183,1.2176,183,0.0439,183,0.0436,183,0.1307,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,2.0,0.1,1,224,224,224,224,0.853,224,0.0316,224,0.0477,224,0.0778,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,2.0,0.25,1,194,194,194,194,0.7374,194,0.0251,194,0.0371,194,0.0755,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,2.0,0.5,1,183,183,183,183,0.6178,183,0.0442,183,0.0486,183,0.0761,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,2.0,0.75,1,171,171,171,171,0.7801,171,0.0236,171,0.0269,171,0.0456,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l1,mixed,2.0,0.9,1,155,155,155,155,1.0714,155,0.0416,155,0.0311,155,0.0574,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l2,mixed,0.25,0.1,1,585,795,795,585,2.7594,585,0.3475,585,0.3611,585,1.1431,1.0,1.0,1.0,1.0,1.359
mixed_w32_c16_l2,mixed,0.25,0.25,1,585,795,795,585,2.6631,585,0.3543,585,0.3607,585,1.1665,1.0,1.0,1.0,1.0,1.359
mixed_w32_c16_l2,mixed,0.25,0.5,0,675,795,675,675,2.6822,675,0.2499,675,0.2652,675,1.1123,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l2,mixed,0.25,0.75,0,675,795,675,675,2.5777,675,0.249,675,0.2623,675,1.0632,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l2,mixed,0.25,0.9,0,675,795,675,675,2.8537,675,0.2473,675,0.2655,675,1.0712,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l2,mixed,0.5,0.1,1,479,486,486,479,2.7,479,0.3002,479,0.3237,479,0.8248,1.0,1.0,1.0,1.0,1.0146
mixed_w32_c16_l2,mixed,0.5,0.25,1,489,560,560,489,2.4551,489,0.3003,489,0.3044,489,0.7712,1.0,1.0,1.0,1.0,1.1452
mixed_w32_c16_l2,mixed,0.5,0.5,1,585,687,647,585,2.4535,585,0.365,585,0.3828,585,1.0265,1.0,1.0,1.0,1.0,1.106
mixed_w32_c16_l2,mixed,0.5,0.75,0,675,795,675,675,2.3707,675,0.2536,675,0.2571,675,1.0776,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l2,mixed,0.5,0.9,0,675,795,675,675,2.4677,675,0.2532,675,0.2771,675,1.0622,1.0,1.0,1.0,1.0,1.0
mixed_w32_c16_l2,mixed,1.0,0.1,1,363,385,385,363,2.1108,363,0.329,363,0.3484,363,0.8975,1.0,1.0,1.0,1.0,1.0606
mixed_w32_c16_l2,mixed,1.0,0.25,1,369,435,399,369,2.1029,369,0.4955,369,0.5123,369,1.2427,1.0,1.0,1.0,1.0,1.0813
mixed_w32_c16_l2,mixed,1.0,0.5,1,312,354,330,312,2.764,312,0.2865,312,0.29,312,0.7274,1.0,1.0,1.0,1.0,1.0577
mixed_w32_c16_l2,mixed,1.0,0.75,1,357,402,402,357,1.8175,357,0.3432,357,0.3696,357,1.1363,1.0,1.0,1.0,1.0,1.1261
