kernel,family,concurrency,decision_sites,assignment_space,capacity_target,ccz_share,t_rate,ccz_rate,capacity_achieved,imbalance,factory_tiles,supply_pressure,makespan_uniform_min_teq,makespan_min_weighted_count,makespan_uniform_oracle,makespan_two_term_descent,makespan_local_sim_greedy,makespan_share_aware_greedy,makespan_proportional_split,makespan_sim_descent,makespan_global_oracle,oracle_exhaustive,regret_uniform_min_teq,regret_min_weighted_count,regret_uniform_oracle,regret_two_term_descent,regret_local_sim_greedy,regret_share_aware_greedy,regret_proportional_split,regret_sim_descent,best_simple_baseline,makespan_best_simple,headroom_over_uniform_oracle,headroom_over_best_simple,oracle_heterogeneity,oracle_ccz_share_of_demand,uniform_ccz_share_of_demand,oracle_space_time,uniform_space_time,space_time_ratio,seconds_uniform_min_teq,seconds_min_weighted_count,seconds_uniform_oracle,seconds_two_term_descent,seconds_local_sim_greedy,seconds_share_aware_greedy,seconds_proportional_split,seconds_sim_descent,seconds_global_oracle
mixed_w32_c16_l1,mixed,1,3,120,0.5,0.5,0.2727,0.1667,0.6061,1.2222,105,1.2668,399,399,317,363,399,399,399,363,317,1,1.2587,1.2587,1.0,1.1451,1.2587,1.2587,1.2587,1.1451,uniform_oracle,317,0.0,0.0,0.0,0.6296,0.6296,64668,64668,1.0,0.4241,0.0075,0.6514,0.3918,0.0229,0.0236,0.0088,0.7371,0.4555
mixed_w32_c16_l1,mixed,1,3,120,0.5,0.75,0.0909,0.1667,0.4242,3.6667,83,1.4816,399,399,399,399,399,399,399,399,399,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,399,0.0,0.0,0.0,1.0,1.0,69426,69426,1.0,0.4755,0.0089,0.9153,0.468,0.0805,0.0844,0.0091,0.9516,0.7119
mixed_w32_c16_l1,mixed,1,3,120,0.5,0.9,0.0909,0.1667,0.4242,3.6667,83,1.4816,399,399,399,399,399,399,399,399,399,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,399,0.0,0.0,0.0,1.0,1.0,69426,69426,1.0,0.4426,0.0205,0.9198,0.4747,0.0375,0.0342,0.0089,0.9628,0.6828
mixed_w32_c16_l1,mixed,1,3,120,1.0,0.1,0.9091,0.1667,1.2424,2.7273,182,0.7056,399,300,236,314,256,256,330,236,236,1,1.6907,1.2712,1.0,1.3305,1.0847,1.0847,1.3983,1.0,uniform_oracle,236,0.0,0.0,0.0,0.375,0.375,66316,66316,1.0,0.503,0.0094,0.631,0.4196,0.0226,0.0282,0.0119,0.7686,0.3794
mixed_w32_c16_l1,mixed,1,3,120,1.0,0.25,0.7273,0.1667,1.0606,2.1818,160,0.8266,399,350,244,319,273,273,349,244,244,1,1.6352,1.4344,1.0,1.3074,1.1189,1.1189,1.4303,1.0,uniform_oracle,244,0.0,0.0,0.0,0.375,0.375,63196,63196,1.0,0.4509,0.0091,0.6257,0.4172,0.0272,0.021,0.0099,0.7751,0.3839
mixed_w32_c16_l1,mixed,1,3,120,1.0,0.5,0.5455,0.3333,1.2121,1.2222,210,0.6017,209,209,209,332,212,212,212,209,209,1,1.0,1.0,1.0,1.5885,1.0144,1.0144,1.0144,1.0,uniform_min_teq,209,0.0,0.0,0.0,1.0,1.0,64581,64581,1.0,0.4626,0.0078,0.6251,0.427,0.0215,0.0209,0.0091,0.6996,0.3838
mixed_w32_c16_l1,mixed,1,3,120,1.0,0.75,0.2727,0.3333,0.9394,2.4444,177,0.7763,209,209,209,229,212,212,212,209,209,1,1.0,1.0,1.0,1.0957,1.0144,1.0144,1.0144,1.0,uniform_min_teq,209,0.0,0.0,0.0,1.0,1.0,57684,57684,1.0,0.4548,0.008,0.6678,0.4199,0.0269,0.0227,0.0087,0.7275,0.4503
mixed_w32_c16_l1,mixed,1,3,120,1.0,0.9,0.0909,0.5,1.0909,11.0,227,0.6685,183,183,183,183,183,183,212,183,183,1,1.0,1.0,1.0,1.0,1.0,1.0,1.1585,1.0,uniform_min_teq,183,0.0,0.0,0.0,1.0,1.0,59658,59658,1.0,0.4579,0.008,0.9427,0.4787,0.0343,0.0338,0.0088,1.2176,0.7561
mixed_w32_c16_l1,mixed,1,3,120,2.0,0.1,1.8182,0.1667,2.1515,5.4545,292,0.4075,399,279,224,251,244,244,329,224,224,1,1.7812,1.2455,1.0,1.1205,1.0893,1.0893,1.4688,1.0,uniform_oracle,224,0.0,0.0,0.0,0.375,0.375,87584,87584,1.0,0.5132,0.0091,0.6451,0.4873,0.023,0.0232,0.0101,0.853,0.4119
mixed_w32_c16_l1,mixed,1,3,120,2.0,0.25,1.4545,0.3333,2.1212,2.1818,320,0.4041,209,281,194,229,212,212,329,194,194,1,1.0773,1.4485,1.0,1.1804,1.0928,1.0928,1.6959,1.0,uniform_oracle,194,0.0,0.0,0.0,0.6296,0.6296,81286,81286,1.0,0.4682,0.0093,0.6277,0.5079,0.0221,0.0218,0.011,0.7374,0.3671
mixed_w32_c16_l1,mixed,1,3,120,2.0,0.5,1.0,0.5,2.0,1.0,337,0.3646,183,183,183,251,183,183,330,183,183,1,1.0,1.0,1.0,1.3716,1.0,1.0,1.8033,1.0,uniform_min_teq,183,0.0,0.0,0.0,1.0,1.0,79788,79788,1.0,0.4715,0.0081,0.5849,0.3905,0.0211,0.018,0.0085,0.6178,0.317
mixed_w32_c16_l1,mixed,1,3,120,2.0,0.75,0.5455,0.6667,1.8788,2.4444,354,0.5795,183,183,171,209,183,183,212,171,171,1,1.0702,1.0702,1.0,1.2222,1.0702,1.0702,1.2398,1.0,uniform_oracle,171,0.0,0.0,0.0,1.0,1.0,79173,79173,1.0,0.3958,0.0065,0.5852,0.4519,0.021,0.0209,0.0086,0.7801,0.3452
mixed_w32_c16_l1,mixed,1,3,120,2.0,0.9,0.1818,0.8333,1.8485,9.1667,382,1.211,183,183,155,167,155,155,212,155,155,1,1.1806,1.1806,1.0,1.0774,1.0,1.0,1.3677,1.0,uniform_oracle,155,0.0,0.0,0.0,1.0,1.0,77810,77810,1.0,0.4443,0.0082,0.6624,0.4863,0.0286,0.0248,0.0078,1.0714,0.488
mixed_w32_c16_l2,mixed,2,6,14400,0.25,0.1,0.1818,0.1667,0.5152,1.8333,94,2.195,795,795,795,821,795,795,1239,585,585,1,1.359,1.359,1.359,1.4034,1.359,1.359,2.1179,1.0,uniform_min_teq,795,0.2642,0.2642,0.3333,0.6599,1.0,118170,168540,0.7011,0.8942,0.016,1.5316,1.0961,0.0512,0.0692,0.0142,2.7594,26.6137
mixed_w32_c16_l2,mixed,2,6,14400,0.25,0.25,0.1818,0.1667,0.5152,1.8333,94,2.195,795,795,795,821,795,795,1239,585,585,1,1.359,1.359,1.359,1.4034,1.359,1.359,2.1179,1.0,uniform_min_teq,795,0.2642,0.2642,0.3333,0.6599,1.0,118170,168540,0.7011,0.8722,0.0135,1.4586,1.1047,0.0478,0.0672,0.0136,2.6631,26.3796
mixed_w32_c16_l2,mixed,2,6,14400,0.25,0.5,0.0909,0.1667,0.4242,3.6667,83,2.7056,795,795,795,675,795,795,795,675,675,0,1.1778,1.1778,1.1778,1.0,1.1778,1.1778,1.1778,1.0,two_term_descent,675,0.1509,0.0,0.1667,0.8485,1.0,128925,159795,0.8068,1.0655,0.0177,2.0326,1.1829,0.0674,0.0697,0.0127,2.6822,12.4006
mixed_w32_c16_l2,mixed,2,6,14400,0.25,0.75,0.0909,0.1667,0.4242,3.6667,83,2.7056,795,795,795,675,795,795,795,675,675,0,1.1778,1.1778,1.1778,1.0,1.1778,1.1778,1.1778,1.0,two_term_descent,675,0.1509,0.0,0.1667,0.8485,1.0,128925,159795,0.8068,0.8311,0.0145,1.8084,1.116,0.0637,0.0677,0.0122,2.5777,11.4783
mixed_w32_c16_l2,mixed,2,6,14400,0.25,0.9,0.0909,0.1667,0.4242,3.6667,83,2.7056,795,795,795,675,795,795,795,675,675,0,1.1778,1.1778,1.1778,1.0,1.1778,1.1778,1.1778,1.0,two_term_descent,675,0.1509,0.0,0.1667,0.8485,1.0,128925,159795,0.8068,0.9731,0.0169,1.9088,1.0987,0.0595,0.0605,0.0116,2.8537,12.6959
mixed_w32_c16_l2,mixed,2,6,14400,0.5,0.1,0.4545,0.1667,0.7879,1.3636,127,1.417,795,666,486,752,486,795,503,479,479,1,1.6597,1.3904,1.0146,1.5699,1.0146,1.6597,1.0501,1.0,uniform_oracle,486,0.0144,0.0144,0.1667,0.3742,0.3827,107775,109350,0.9856,0.925,0.0177,1.3698,1.1855,0.0492,0.0518,0.0132,2.7,20.1045
mixed_w32_c16_l2,mixed,2,6,14400,0.5,0.25,0.3636,0.1667,0.697,1.0909,116,1.6018,795,692,560,601,560,795,626,489,489,1,1.6258,1.4151,1.1452,1.229,1.1452,1.6258,1.2802,1.0,uniform_oracle,560,0.1268,0.1268,0.3333,0.4969,0.3827,109536,119840,0.914,0.9584,0.0172,1.4975,1.1653,0.0435,0.0512,0.0131,2.4551,21.5053
mixed_w32_c16_l2,mixed,2,6,14400,0.5,0.5,0.2727,0.1667,0.6061,1.2222,105,1.8658,795,795,687,647,795,795,830,585,585,1,1.359,1.359,1.1744,1.106,1.359,1.359,1.4188,1.0,two_term_descent,647,0.1485,0.0958,0.3333,0.6599,0.6296,124605,153201,0.8133,0.836,0.0129,1.3833,1.046,0.0493,0.0549,0.0186,2.4535,20.7659
mixed_w32_c16_l2,mixed,2,6,14400,0.5,0.75,0.0909,0.1667,0.4242,3.6667,83,2.7056,795,795,795,675,795,795,795,675,675,0,1.1778,1.1778,1.1778,1.0,1.1778,1.1778,1.1778,1.0,two_term_descent,675,0.1509,0.0,0.1667,0.8485,1.0,128925,159795,0.8068,0.8034,0.0132,1.5187,0.9526,0.0513,0.0514,0.01,2.3707,10.1699
mixed_w32_c16_l2,mixed,2,6,14400,0.5,0.9,0.0909,0.1667,0.4242,3.6667,83,2.7056,795,795,795,675,795,795,795,675,675,0,1.1778,1.1778,1.1778,1.0,1.1778,1.1778,1.1778,1.0,two_term_descent,675,0.1509,0.0,0.1667,0.8485,1.0,128925,159795,0.8068,0.8066,0.014,1.6447,0.934,0.0509,0.0518,0.0133,2.4677,12.3274
mixed_w32_c16_l2,mixed,2,6,14400,1.0,0.1,0.9091,0.1667,1.2424,2.7273,182,0.8899,795,504,385,477,387,459,399,363,363,1,2.1901,1.3884,1.0606,1.314,1.0661,1.2645,1.0992,1.0,uniform_oracle,385,0.0571,0.0571,0.3333,0.2584,0.1667,101640,107800,0.9429,0.8576,0.0196,1.1684,1.2109,0.0409,0.0377,0.0114,2.1108,19.9384
mixed_w32_c16_l2,mixed,2,6,14400,1.0,0.25,0.7273,0.1667,1.0606,2.1818,160,1.1509,795,627,435,453,459,459,399,369,369,1,2.1545,1.6992,1.1789,1.2276,1.2439,1.2439,1.0813,1.0,proportional_split,399,0.1517,0.0752,0.1667,0.2655,0.375,95202,120930,0.7872,0.9632,0.0185,1.4223,1.1765,0.0419,0.0443,0.0166,2.1029,20.4484
mixed_w32_c16_l2,mixed,2,6,14400,1.0,0.5,0.5455,0.3333,1.2121,1.2222,210,0.99,402,402,354,330,402,402,433,312,312,1,1.2885,1.2885,1.1346,1.0577,1.2885,1.2885,1.3878,1.0,two_term_descent,330,0.1186,0.0545,0.3333,0.6296,0.6296,102336,116112,0.8814,0.8512,0.0146,1.2307,1.0914,0.0404,0.0474,0.0118,2.764,19.5159
mixed_w32_c16_l2,mixed,2,6,14400,1.0,0.75,0.2727,0.3333,0.9394,2.4444,177,1.304,402,402,402,464,402,402,830,357,357,1,1.1261,1.1261,1.1261,1.2997,1.1261,1.1261,2.3249,1.0,uniform_min_teq,402,0.1119,0.1119,0.1667,0.7959,1.0,105315,118590,0.8881,0.9869,0.0168,1.4571,1.0854,0.0356,0.0441,0.0203,1.8175,21.9117
mixed_w32_c16_l2,mixed,2,6,14400,1.0,0.9,0.0909,0.5,1.0909,11.0,227,1.1524,271,271,271,271,271,271,271,271,271,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,uniform_min_teq,271,0.0,0.0,0.0,1.0,1.0,93495,93495,1.0,1.0035,0.016,2.0287,1.4054,0.0562,0.0511,0.0092,2.9534,10.4132
mixed_w32_c16_l2,mixed,2,6,14400,2.0,0.1,1.8182,0.1667,2.1515,5.4545,292,0.6857,795,309,271,331,337,337,330,271,271,1,2.9336,1.1402,1.0,1.2214,1.2435,1.2435,1.2177,1.0,uniform_oracle,271,0.0,0.0,0.0,0.1546,0.1546,110026,110026,1.0,0.754,0.0139,1.0201,1.0756,0.035,0.0335,0.0115,1.9459,17.3241
mixed_w32_c16_l2,mixed,2,6,14400,2.0,0.25,1.4545,0.3333,2.1212,2.1818,320,0.6983,402,350,266,345,402,276,329,248,248,1,1.621,1.4113,1.0726,1.3911,1.621,1.1129,1.3266,1.0,uniform_oracle,266,0.0677,0.0677,0.1667,0.2655,0.375,107632,120764,0.8913,0.8643,0.0182,1.1326,0.9294,0.0323,0.0329,0.014,1.8323,17.1831
mixed_w32_c16_l2,mixed,2,6,14400,2.0,0.5,1.0,0.5,2.0,1.0,337,0.7678,271,271,220,275,271,271,330,240,220,1,1.2318,1.2318,1.0,1.25,1.2318,1.2318,1.5,1.0909,uniform_oracle,220,0.0,0.0,0.0,0.6296,0.6296,103620,103620,1.0,0.9519,0.0157,1.2264,1.0526,0.0346,0.0363,0.0115,2.3464,17.2011
mixed_w32_c16_l2,mixed,2,6,14400,2.0,0.75,0.5455,0.6667,1.8788,2.4444,354,0.7763,210,210,210,240,210,213,433,222,210,1,1.0,1.0,1.0,1.1429,1.0,1.0143,2.0619,1.0571,uniform_min_teq,210,0.0,0.0,0.0,1.0,1.0,102480,102480,1.0,0.9075,0.0138,1.0681,1.0187,0.0445,0.0449,0.0127,2.0264,20.2389
mixed_w32_c16_l2,mixed,2,6,14400,2.0,0.9,0.1818,0.8333,1.8485,9.1667,382,0.7891,184,184,184,184,300,213,213,184,184,1,1.0,1.0,1.0,1.0,1.6304,1.1576,1.1576,1.0,uniform_min_teq,184,0.0,0.0,0.0,1.0,1.0,94944,94944,1.0,0.9363,0.0153,1.5502,1.1991,0.0525,0.0651,0.0162,2.6034,25.5232
modexp_w16_s2,modexp,1,4,1296,0.25,0.1,0.1818,0.1667,0.5152,1.8333,94,1.2826,363,363,363,417,363,363,363,321,319,1,1.1379,1.1379,1.1379,1.3072,1.1379,1.1379,1.1379,1.0063,uniform_min_teq,363,0.1212,0.1212,0.5,0.6216,1.0,41470,47190,0.8788,0.0309,0.0089,0.0419,0.2994,0.0272,0.0278,0.0093,0.8413,5.3091
modexp_w16_s2,modexp,1,4,1296,0.25,0.25,0.1818,0.1667,0.5152,1.8333,94,1.2826,363,363,363,417,363,363,363,321,319,1,1.1379,1.1379,1.1379,1.3072,1.1379,1.1379,1.1379,1.0063,uniform_min_teq,363,0.1212,0.1212,0.5,0.6216,1.0,41470,47190,0.8788,0.0297,0.0085,0.04,0.2988,0.0281,0.0305,0.0091,0.8565,5.4613
modexp_w16_s2,modexp,1,4,1296,0.25,0.5,0.0909,0.1667,0.4242,3.6667,83,1.5041,363,363,363,461,363,363,363,336,336,1,1.0804,1.0804,1.0804,1.372,1.0804,1.0804,1.0804,1.0,uniform_min_teq,363,0.0744,0.0744,0.25,0.791,1.0,39984,43197,0.9256,0.0241,0.0085,0.0476,0.2233,0.0366,0.0363,0.0089,0.7751,6.6564
modexp_w16_s2,modexp,1,4,1296,0.25,0.75,0.0909,0.1667,0.4242,3.6667,83,1.5041,363,363,363,461,363,363,363,336,336,1,1.0804,1.0804,1.0804,1.372,1.0804,1.0804,1.0804,1.0,uniform_min_teq,363,0.0744,0.0744,0.25,0.791,1.0,39984,43197,0.9256,0.0262,0.0096,0.0485,0.2209,0.0338,0.0339,0.0082,0.8139,7.3053
modexp_w16_s2,modexp,1,4,1296,0.25,0.9,0.0909,0.1667,0.4242,3.6667,83,1.5041,363,363,363,461,363,363,363,336,336,1,1.0804,1.0804,1.0804,1.372,1.0804,1.0804,1.0804,1.0,uniform_min_teq,363,0.0744,0.0744,0.25,0.791,1.0,39984,43197,0.9256,0.0262,0.0088,0.0576,0.227,0.0363,0.0363,0.009,0.8361,7.3963
modexp_w16_s2,modexp,1,4,1296,0.5,0.1,0.4545,0.1667,0.7879,1.3636,127,0.8639,363,363,265,282,265,265,539,251,251,1,1.4462,1.4462,1.0558,1.1235,1.0558,1.0558,2.1474,1.0,uniform_oracle,265,0.0528,0.0528,0.25,0.4815,0.3636,40913,43195,0.9472,0.0254,0.0088,0.0412,0.2527,0.0243,0.0248,0.0105,0.6846,4.2201
modexp_w16_s2,modexp,1,4,1296,0.5,0.25,0.3636,0.1667,0.697,1.0909,116,0.9766,363,363,322,282,322,322,671,279,267,1,1.3596,1.3596,1.206,1.0562,1.206,1.206,2.5131,1.0449,two_term_descent,282,0.1708,0.0532,0.25,0.4815,0.3636,40584,48944,0.8292,0.0252,0.0086,0.0407,0.2722,0.0255,0.025,0.0111,0.7889,3.7685
modexp_w16_s2,modexp,1,4,1296,0.5,0.5,0.2727,0.1667,0.6061,1.2222,105,1.0902,363,363,363,377,363,363,363,294,279,1,1.3011,1.3011,1.3011,1.3513,1.3011,1.3011,1.3011,1.0538,uniform_min_teq,363,0.2314,0.2314,0.5,0.6216,1.0,39339,51183,0.7686,0.0211,0.007,0.0338,0.211,0.0258,0.0258,0.0089,0.8009,4.5277
modexp_w16_s2,modexp,1,4,1296,0.5,0.75,0.0909,0.1667,0.4242,3.6667,83,1.5041,363,363,363,461,363,363,363,336,336,1,1.0804,1.0804,1.0804,1.372,1.0804,1.0804,1.0804,1.0,uniform_min_teq,363,0.0744,0.0744,0.25,0.791,1.0,39984,43197,0.9256,0.0232,0.008,0.0448,0.2122,0.0369,0.0389,0.0094,0.8296,6.0357
