kernel,control,setting,capacity_target,ccz_share,t_rate,ccz_rate,buffer,latency,p_success,seed,makespan_uniform_oracle,makespan_best_simple,best_simple_baseline,makespan_global_oracle,oracle_exhaustive,headroom_over_uniform_oracle,headroom_over_best_simple,oracle_heterogeneity,oracle_ccz_share_of_demand
qft_q4_b10,buffer,B=128,0.5,0.5,0.2727,0.1667,128,0,1.0,0,723,483,proportional_split,449,1,0.379,0.0704,0.5,0.5
qft_q4_b10,buffer,B=2,0.5,0.5,0.2727,0.1667,2,0,1.0,0,723,501,proportional_split,501,0,0.3071,0.0,0.3333,0.6667
qft_q4_b10,buffer,B=32,0.5,0.5,0.2727,0.1667,32,0,1.0,0,723,483,proportional_split,449,1,0.379,0.0704,0.5,0.5
qft_q4_b10,buffer,B=8,0.5,0.5,0.2727,0.1667,8,0,1.0,0,723,483,proportional_split,483,1,0.332,0.0,0.3333,0.6667
qft_q4_b10,conversion,CCZ->2T only,0.25,0.25,0.1818,0.1667,32,0,1.0,0,490,490,uniform_oracle,490,1,0.0,0.0,0.0,0.0
qft_q4_b10,conversion,CCZ->2T only,0.25,0.5,0.0909,0.1667,32,0,1.0,0,578,578,uniform_oracle,578,1,0.0,0.0,0.0,0.0
qft_q4_b10,conversion,CCZ->2T only,0.25,0.75,0.0909,0.1667,32,0,1.0,0,578,578,uniform_oracle,578,1,0.0,0.0,0.0,0.0
qft_q4_b10,conversion,CCZ->2T only,0.5,0.25,0.3636,0.1667,32,0,1.0,0,383,383,min_weighted_count,383,1,0.0,0.0,0.0,0.0
qft_q4_b10,conversion,CCZ->2T only,0.5,0.5,0.2727,0.1667,32,0,1.0,0,431,431,uniform_oracle,431,1,0.0,0.0,0.0,0.0
qft_q4_b10,conversion,CCZ->2T only,0.5,0.75,0.0909,0.1667,32,0,1.0,0,578,578,uniform_oracle,578,1,0.0,0.0,0.0,0.0
qft_q4_b10,conversion,CCZ->2T only,1.0,0.25,0.7273,0.1667,32,0,1.0,0,297,297,min_weighted_count,285,1,0.0404,0.0404,0.1667,0.1667
qft_q4_b10,conversion,CCZ->2T only,1.0,0.5,0.5455,0.3333,32,0,1.0,0,291,271,share_aware_greedy,262,1,0.0997,0.0332,0.3333,0.3333
qft_q4_b10,conversion,CCZ->2T only,1.0,0.75,0.2727,0.3333,32,0,1.0,0,331,298,proportional_split,298,1,0.0997,0.0,0.3333,0.6667
qft_q4_b10,conversion,both directions,0.25,0.25,0.1818,0.1667,32,0,1.0,0,490,490,uniform_oracle,490,1,0.0,0.0,0.0,0.0
qft_q4_b10,conversion,both directions,0.25,0.5,0.0909,0.1667,32,0,1.0,0,578,578,uniform_oracle,578,1,0.0,0.0,0.0,0.0
qft_q4_b10,conversion,both directions,0.25,0.75,0.0909,0.1667,32,0,1.0,0,578,578,uniform_oracle,578,1,0.0,0.0,0.0,0.0
qft_q4_b10,conversion,both directions,0.5,0.25,0.3636,0.1667,32,0,1.0,0,383,383,min_weighted_count,383,1,0.0,0.0,0.0,0.0
qft_q4_b10,conversion,both directions,0.5,0.5,0.2727,0.1667,32,0,1.0,0,431,431,uniform_oracle,431,1,0.0,0.0,0.0,0.0
qft_q4_b10,conversion,both directions,0.5,0.75,0.0909,0.1667,32,0,1.0,0,578,578,uniform_oracle,578,1,0.0,0.0,0.0,0.0
qft_q4_b10,conversion,both directions,1.0,0.25,0.7273,0.1667,32,0,1.0,0,297,297,min_weighted_count,280,1,0.0572,0.0572,0.1667,0.1667
qft_q4_b10,conversion,both directions,1.0,0.5,0.5455,0.3333,32,0,1.0,0,291,269,proportional_split,262,1,0.0997,0.026,0.3333,0.3333
qft_q4_b10,conversion,both directions,1.0,0.75,0.2727,0.3333,32,0,1.0,0,331,298,proportional_split,298,1,0.0997,0.0,0.3333,0.6667
qft_q4_b10,failures,p=0.7 seed=0,0.5,0.5,0.1909,0.1167,32,0,0.7,0,981,639,proportional_split,636,1,0.3517,0.0047,0.5,0.5
qft_q4_b10,failures,p=0.7 seed=1,0.5,0.5,0.1909,0.1167,32,0,0.7,1,1113,687,proportional_split,676,1,0.3926,0.016,0.5,0.5
qft_q4_b10,failures,p=0.7 seed=2,0.5,0.5,0.1909,0.1167,32,0,0.7,2,1041,693,proportional_split,621,1,0.4035,0.1039,0.5,0.5
qft_q4_b10,failures,p=0.9 seed=0,0.5,0.5,0.2455,0.15,32,0,0.9,0,807,537,proportional_split,495,1,0.3866,0.0782,0.5,0.5
qft_q4_b10,failures,p=0.9 seed=1,0.5,0.5,0.2455,0.15,32,0,0.9,1,819,549,proportional_split,515,1,0.3712,0.0619,0.5,0.5
qft_q4_b10,failures,p=0.9 seed=2,0.5,0.5,0.2455,0.15,32,0,0.9,2,801,555,proportional_split,507,1,0.367,0.0865,0.5,0.5
qft_q4_b10,failures,p=1 seed=0,0.5,0.5,0.2727,0.1667,32,0,1.0,0,723,483,proportional_split,449,1,0.379,0.0704,0.5,0.5
qft_q4_b10,latency,L=0,0.5,0.5,0.2727,0.1667,32,0,1.0,0,723,483,proportional_split,449,1,0.379,0.0704,0.5,0.5
qft_q4_b10,latency,L=10,0.5,0.5,0.2727,0.1667,32,10,1.0,0,733,493,proportional_split,459,0,0.3738,0.069,0.5,0.5
qft_q4_b10,latency,L=200,0.5,0.5,0.2727,0.1667,32,200,1.0,0,923,683,proportional_split,649,1,0.2969,0.0498,0.5,0.5
qft_q4_b10,latency,L=50,0.5,0.5,0.2727,0.1667,32,50,1.0,0,773,533,proportional_split,499,1,0.3545,0.0638,0.5,0.5
qft_q4_b10_pooled,pooled,pooled into CCZ,0.25,1.0,0.0,0.1667,32,0,1.0,0,723,723,uniform_min_teq,723,1,0.0,0.0,0.0,1.0
qft_q4_b10_pooled,pooled,pooled into CCZ,0.25,1.0,0.0,0.1667,32,0,1.0,0,723,723,uniform_min_teq,723,1,0.0,0.0,0.0,1.0
qft_q4_b10_pooled,pooled,pooled into CCZ,0.25,1.0,0.0,0.1667,32,0,1.0,0,723,723,uniform_min_teq,723,1,0.0,0.0,0.0,1.0
qft_q4_b10_pooled,pooled,pooled into CCZ,0.5,1.0,0.0,0.3333,32,0,1.0,0,370,370,uniform_min_teq,370,1,0.0,0.0,0.0,1.0
qft_q4_b10_pooled,pooled,pooled into CCZ,0.5,1.0,0.0,0.3333,32,0,1.0,0,370,370,uniform_min_teq,370,1,0.0,0.0,0.0,1.0
qft_q4_b10_pooled,pooled,pooled into CCZ,0.5,1.0,0.0,0.3333,32,0,1.0,0,370,370,uniform_min_teq,370,1,0.0,0.0,0.0,1.0
qft_q4_b10_pooled,pooled,pooled into CCZ,1.0,1.0,0.0,0.5,32,0,1.0,0,271,271,uniform_min_teq,271,1,0.0,0.0,0.0,1.0
qft_q4_b10_pooled,pooled,pooled into CCZ,1.0,1.0,0.0,0.5,32,0,1.0,0,271,271,uniform_min_teq,271,1,0.0,0.0,0.0,1.0
qft_q4_b10_pooled,pooled,pooled into CCZ,1.0,1.0,0.0,0.5,32,0,1.0,0,271,271,uniform_min_teq,271,1,0.0,0.0,0.0,1.0
qft_q4_b10_pooled,pooled,pooled into T,0.25,0.0,0.2727,0.0,32,0,1.0,0,889,889,uniform_min_teq,889,1,0.0,0.0,0.0,0.0
qft_q4_b10_pooled,pooled,pooled into T,0.25,0.0,0.2727,0.0,32,0,1.0,0,889,889,uniform_min_teq,889,1,0.0,0.0,0.0,0.0
qft_q4_b10_pooled,pooled,pooled into T,0.25,0.0,0.2727,0.0,32,0,1.0,0,889,889,uniform_min_teq,889,1,0.0,0.0,0.0,0.0
qft_q4_b10_pooled,pooled,pooled into T,0.5,0.0,0.5455,0.0,32,0,1.0,0,461,461,uniform_min_teq,461,1,0.0,0.0,0.0,0.0
qft_q4_b10_pooled,pooled,pooled into T,0.5,0.0,0.5455,0.0,32,0,1.0,0,461,461,uniform_min_teq,461,1,0.0,0.0,0.0,0.0
qft_q4_b10_pooled,pooled,pooled into T,0.5,0.0,0.5455,0.0,32,0,1.0,0,461,461,uniform_min_teq,461,1,0.0,0.0,0.0,0.0
qft_q4_b10_pooled,pooled,pooled into T,1.0,0.0,1.0,0.0,32,0,1.0,0,300,300,uniform_min_teq,300,1,0.0,0.0,0.0,0.0
qft_q4_b10_pooled,pooled,pooled into T,1.0,0.0,1.0,0.0,32,0,1.0,0,300,300,uniform_min_teq,300,1,0.0,0.0,0.0,0.0
qft_q4_b10_pooled,pooled,pooled into T,1.0,0.0,1.0,0.0,32,0,1.0,0,300,300,uniform_min_teq,300,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10,baseline,two banks,0.25,0.25,0.1818,0.1667,32,0,1.0,0,483,363,two_term_descent,363,1,0.2484,0.0,0.25,0.75
trotter_t2_l2_b10,baseline,two banks,0.25,0.5,0.0909,0.1667,32,0,1.0,0,483,442,two_term_descent,442,1,0.0849,0.0,0.25,0.75
trotter_t2_l2_b10,baseline,two banks,0.25,0.75,0.0909,0.1667,32,0,1.0,0,483,442,two_term_descent,442,1,0.0849,0.0,0.25,0.75
trotter_t2_l2_b10,baseline,two banks,0.5,0.25,0.3636,0.1667,32,0,1.0,0,450,243,proportional_split,243,1,0.46,0.0,0.5,0.5
trotter_t2_l2_b10,baseline,two banks,0.5,0.5,0.2727,0.1667,32,0,1.0,0,483,302,proportional_split,302,1,0.3747,0.0,0.5,0.5
trotter_t2_l2_b10,baseline,two banks,0.5,0.75,0.0909,0.1667,32,0,1.0,0,483,442,two_term_descent,442,1,0.0849,0.0,0.25,0.75
trotter_t2_l2_b10,baseline,two banks,1.0,0.25,0.7273,0.1667,32,0,1.0,0,231,207,two_term_descent,205,1,0.1126,0.0097,0.25,0.25
trotter_t2_l2_b10,baseline,two banks,1.0,0.5,0.5455,0.3333,32,0,1.0,0,246,175,proportional_split,175,1,0.2886,0.0,0.5,0.5
trotter_t2_l2_b10,baseline,two banks,1.0,0.75,0.2727,0.3333,32,0,1.0,0,246,220,two_term_descent,210,1,0.1463,0.0455,0.25,0.75
trotter_t2_l2_b10,buffer,B=-1,0.5,0.5,0.2727,0.1667,-1,0,1.0,0,483,302,proportional_split,302,1,0.3747,0.0,0.5,0.5
trotter_t2_l2_b10,buffer,B=128,0.5,0.5,0.2727,0.1667,128,0,1.0,0,483,302,proportional_split,302,1,0.3747,0.0,0.5,0.5
trotter_t2_l2_b10,buffer,B=2,0.5,0.5,0.2727,0.1667,2,0,1.0,0,483,302,proportional_split,302,1,0.3747,0.0,0.5,0.5
trotter_t2_l2_b10,buffer,B=32,0.5,0.5,0.2727,0.1667,32,0,1.0,0,483,302,proportional_split,302,1,0.3747,0.0,0.5,0.5
trotter_t2_l2_b10,buffer,B=8,0.5,0.5,0.2727,0.1667,8,0,1.0,0,483,302,proportional_split,302,1,0.3747,0.0,0.5,0.5
trotter_t2_l2_b10,conversion,CCZ->2T only,0.25,0.25,0.1818,0.1667,32,0,1.0,0,317,317,uniform_oracle,317,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10,conversion,CCZ->2T only,0.25,0.5,0.0909,0.1667,32,0,1.0,0,382,382,uniform_oracle,382,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10,conversion,CCZ->2T only,0.25,0.75,0.0909,0.1667,32,0,1.0,0,382,382,uniform_oracle,382,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10,conversion,CCZ->2T only,0.5,0.25,0.3636,0.1667,32,0,1.0,0,239,239,min_weighted_count,239,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10,conversion,CCZ->2T only,0.5,0.5,0.2727,0.1667,32,0,1.0,0,273,273,uniform_oracle,273,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10,conversion,CCZ->2T only,0.5,0.75,0.0909,0.1667,32,0,1.0,0,382,382,uniform_oracle,382,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10,conversion,CCZ->2T only,1.0,0.25,0.7273,0.1667,32,0,1.0,0,184,184,min_weighted_count,183,1,0.0054,0.0054,0.25,0.25
trotter_t2_l2_b10,conversion,CCZ->2T only,1.0,0.5,0.5455,0.3333,32,0,1.0,0,190,175,proportional_split,175,1,0.0789,0.0,0.5,0.5
trotter_t2_l2_b10,conversion,CCZ->2T only,1.0,0.75,0.2727,0.3333,32,0,1.0,0,211,201,two_term_descent,200,1,0.0521,0.005,0.25,0.25
trotter_t2_l2_b10,conversion,both directions,0.25,0.25,0.1818,0.1667,32,0,1.0,0,317,317,uniform_oracle,317,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10,conversion,both directions,0.25,0.5,0.0909,0.1667,32,0,1.0,0,382,382,uniform_oracle,382,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10,conversion,both directions,0.25,0.75,0.0909,0.1667,32,0,1.0,0,382,382,uniform_oracle,382,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10,conversion,both directions,0.5,0.25,0.3636,0.1667,32,0,1.0,0,239,239,min_weighted_count,239,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10,conversion,both directions,0.5,0.5,0.2727,0.1667,32,0,1.0,0,273,273,uniform_oracle,273,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10,conversion,both directions,0.5,0.75,0.0909,0.1667,32,0,1.0,0,382,382,uniform_oracle,382,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10,conversion,both directions,1.0,0.25,0.7273,0.1667,32,0,1.0,0,184,184,min_weighted_count,179,1,0.0272,0.0272,0.25,0.25
trotter_t2_l2_b10,conversion,both directions,1.0,0.5,0.5455,0.3333,32,0,1.0,0,190,175,proportional_split,171,1,0.1,0.0229,0.25,0.75
trotter_t2_l2_b10,conversion,both directions,1.0,0.75,0.2727,0.3333,32,0,1.0,0,211,195,two_term_descent,195,1,0.0758,0.0,0.25,0.75
trotter_t2_l2_b10,failures,p=0.7 seed=0,0.5,0.5,0.1909,0.1167,32,0,0.7,0,639,420,proportional_split,420,1,0.3427,0.0,0.5,0.5
trotter_t2_l2_b10,failures,p=0.7 seed=1,0.5,0.5,0.1909,0.1167,32,0,0.7,1,687,445,proportional_split,445,1,0.3523,0.0,0.5,0.5
trotter_t2_l2_b10,failures,p=0.7 seed=2,0.5,0.5,0.1909,0.1167,32,0,0.7,2,693,394,proportional_split,394,1,0.4315,0.0,0.5,0.5
trotter_t2_l2_b10,failures,p=0.9 seed=0,0.5,0.5,0.2455,0.15,32,0,0.9,0,537,321,proportional_split,321,1,0.4022,0.0,0.5,0.5
trotter_t2_l2_b10,failures,p=0.9 seed=1,0.5,0.5,0.2455,0.15,32,0,0.9,1,549,350,proportional_split,350,1,0.3625,0.0,0.5,0.5
trotter_t2_l2_b10,failures,p=0.9 seed=2,0.5,0.5,0.2455,0.15,32,0,0.9,2,555,317,proportional_split,317,1,0.4288,0.0,0.5,0.5
trotter_t2_l2_b10,failures,p=1 seed=0,0.5,0.5,0.2727,0.1667,32,0,1.0,0,483,302,proportional_split,302,1,0.3747,0.0,0.5,0.5
trotter_t2_l2_b10,latency,L=0,0.5,0.5,0.2727,0.1667,32,0,1.0,0,483,302,proportional_split,302,1,0.3747,0.0,0.5,0.5
trotter_t2_l2_b10,latency,L=10,0.5,0.5,0.2727,0.1667,32,10,1.0,0,493,312,proportional_split,312,1,0.3671,0.0,0.5,0.5
trotter_t2_l2_b10,latency,L=200,0.5,0.5,0.2727,0.1667,32,200,1.0,0,683,502,proportional_split,502,1,0.265,0.0,0.5,0.5
trotter_t2_l2_b10,latency,L=50,0.5,0.5,0.2727,0.1667,32,50,1.0,0,533,352,proportional_split,352,1,0.3396,0.0,0.5,0.5
trotter_t2_l2_b10_pooled,pooled,pooled into CCZ,0.25,1.0,0.0,0.1667,32,0,1.0,0,483,483,uniform_min_teq,483,1,0.0,0.0,0.0,1.0
trotter_t2_l2_b10_pooled,pooled,pooled into CCZ,0.25,1.0,0.0,0.1667,32,0,1.0,0,483,483,uniform_min_teq,483,1,0.0,0.0,0.0,1.0
trotter_t2_l2_b10_pooled,pooled,pooled into CCZ,0.25,1.0,0.0,0.1667,32,0,1.0,0,483,483,uniform_min_teq,483,1,0.0,0.0,0.0,1.0
trotter_t2_l2_b10_pooled,pooled,pooled into CCZ,0.5,1.0,0.0,0.3333,32,0,1.0,0,246,246,uniform_min_teq,246,1,0.0,0.0,0.0,1.0
trotter_t2_l2_b10_pooled,pooled,pooled into CCZ,0.5,1.0,0.0,0.3333,32,0,1.0,0,246,246,uniform_min_teq,246,1,0.0,0.0,0.0,1.0
trotter_t2_l2_b10_pooled,pooled,pooled into CCZ,0.5,1.0,0.0,0.3333,32,0,1.0,0,246,246,uniform_min_teq,246,1,0.0,0.0,0.0,1.0
trotter_t2_l2_b10_pooled,pooled,pooled into CCZ,1.0,1.0,0.0,0.5,32,0,1.0,0,167,167,uniform_min_teq,167,1,0.0,0.0,0.0,1.0
trotter_t2_l2_b10_pooled,pooled,pooled into CCZ,1.0,1.0,0.0,0.5,32,0,1.0,0,167,167,uniform_min_teq,167,1,0.0,0.0,0.0,1.0
trotter_t2_l2_b10_pooled,pooled,pooled into CCZ,1.0,1.0,0.0,0.5,32,0,1.0,0,167,167,uniform_min_teq,167,1,0.0,0.0,0.0,1.0
trotter_t2_l2_b10_pooled,pooled,pooled into T,0.25,0.0,0.2727,0.0,32,0,1.0,0,596,596,uniform_min_teq,596,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10_pooled,pooled,pooled into T,0.25,0.0,0.2727,0.0,32,0,1.0,0,596,596,uniform_min_teq,596,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10_pooled,pooled,pooled into T,0.25,0.0,0.2727,0.0,32,0,1.0,0,596,596,uniform_min_teq,596,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10_pooled,pooled,pooled into T,0.5,0.0,0.5455,0.0,32,0,1.0,0,304,304,uniform_min_teq,304,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10_pooled,pooled,pooled into T,0.5,0.0,0.5455,0.0,32,0,1.0,0,304,304,uniform_min_teq,304,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10_pooled,pooled,pooled into T,0.5,0.0,0.5455,0.0,32,0,1.0,0,304,304,uniform_min_teq,304,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10_pooled,pooled,pooled into T,1.0,0.0,1.0,0.0,32,0,1.0,0,176,176,uniform_min_teq,176,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10_pooled,pooled,pooled into T,1.0,0.0,1.0,0.0,32,0,1.0,0,176,176,uniform_min_teq,176,1,0.0,0.0,0.0,0.0
trotter_t2_l2_b10_pooled,pooled,pooled into T,1.0,0.0,1.0,0.0,32,0,1.0,0,176,176,uniform_min_teq,176,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,baseline,two banks,0.25,0.25,0.1818,0.1667,32,0,1.0,0,723,483,proportional_split,483,1,0.332,0.0,0.3333,0.6667
trotter_t3_l2_b10,baseline,two banks,0.25,0.5,0.0909,0.1667,32,0,1.0,0,723,615,two_term_descent,603,1,0.166,0.0195,0.1667,0.8333
trotter_t3_l2_b10,baseline,two banks,0.25,0.75,0.0909,0.1667,32,0,1.0,0,723,615,two_term_descent,603,1,0.166,0.0195,0.1667,0.8333
trotter_t3_l2_b10,baseline,two banks,0.5,0.25,0.3636,0.1667,32,0,1.0,0,670,450,proportional_split,363,1,0.4582,0.1933,0.5,0.5
trotter_t3_l2_b10,baseline,two banks,0.5,0.5,0.2727,0.1667,32,0,1.0,0,723,483,proportional_split,449,1,0.379,0.0704,0.5,0.5
trotter_t3_l2_b10,baseline,two banks,0.5,0.75,0.0909,0.1667,32,0,1.0,0,723,615,two_term_descent,603,1,0.166,0.0195,0.1667,0.8333
trotter_t3_l2_b10,baseline,two banks,1.0,0.25,0.7273,0.1667,32,0,1.0,0,341,243,proportional_split,243,1,0.2874,0.0,0.3333,0.3333
trotter_t3_l2_b10,baseline,two banks,1.0,0.5,0.5455,0.3333,32,0,1.0,0,366,246,proportional_split,231,1,0.3689,0.061,0.5,0.5
trotter_t3_l2_b10,baseline,two banks,1.0,0.75,0.2727,0.3333,32,0,1.0,0,366,302,two_term_descent,302,1,0.1749,0.0,0.3333,0.6667
trotter_t3_l2_b10,buffer,B=-1,0.5,0.5,0.2727,0.1667,-1,0,1.0,0,723,483,proportional_split,449,1,0.379,0.0704,0.5,0.5
trotter_t3_l2_b10,buffer,B=128,0.5,0.5,0.2727,0.1667,128,0,1.0,0,723,483,proportional_split,449,1,0.379,0.0704,0.5,0.5
trotter_t3_l2_b10,buffer,B=2,0.5,0.5,0.2727,0.1667,2,0,1.0,0,723,483,proportional_split,483,1,0.332,0.0,0.3333,0.6667
trotter_t3_l2_b10,buffer,B=32,0.5,0.5,0.2727,0.1667,32,0,1.0,0,723,483,proportional_split,449,1,0.379,0.0704,0.5,0.5
trotter_t3_l2_b10,buffer,B=8,0.5,0.5,0.2727,0.1667,8,0,1.0,0,723,483,proportional_split,483,1,0.332,0.0,0.3333,0.6667
trotter_t3_l2_b10,conversion,CCZ->2T only,0.25,0.25,0.1818,0.1667,32,0,1.0,0,472,472,uniform_oracle,472,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,CCZ->2T only,0.25,0.5,0.0909,0.1667,32,0,1.0,0,574,574,uniform_oracle,574,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,CCZ->2T only,0.25,0.75,0.0909,0.1667,32,0,1.0,0,574,574,uniform_oracle,574,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,CCZ->2T only,0.5,0.25,0.3636,0.1667,32,0,1.0,0,352,352,min_weighted_count,352,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,CCZ->2T only,0.5,0.5,0.2727,0.1667,32,0,1.0,0,405,405,uniform_oracle,405,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,CCZ->2T only,0.5,0.75,0.0909,0.1667,32,0,1.0,0,574,574,uniform_oracle,574,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,CCZ->2T only,1.0,0.25,0.7273,0.1667,32,0,1.0,0,237,237,min_weighted_count,237,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,CCZ->2T only,1.0,0.5,0.5455,0.3333,32,0,1.0,0,223,223,uniform_oracle,214,1,0.0404,0.0404,0.5,0.5
trotter_t3_l2_b10,conversion,CCZ->2T only,1.0,0.75,0.2727,0.3333,32,0,1.0,0,266,266,uniform_oracle,266,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,both directions,0.25,0.25,0.1818,0.1667,32,0,1.0,0,472,472,uniform_oracle,472,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,both directions,0.25,0.5,0.0909,0.1667,32,0,1.0,0,574,574,uniform_oracle,574,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,both directions,0.25,0.75,0.0909,0.1667,32,0,1.0,0,574,574,uniform_oracle,574,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,both directions,0.5,0.25,0.3636,0.1667,32,0,1.0,0,352,352,min_weighted_count,352,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,both directions,0.5,0.5,0.2727,0.1667,32,0,1.0,0,405,405,uniform_oracle,405,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,both directions,0.5,0.75,0.0909,0.1667,32,0,1.0,0,574,574,uniform_oracle,574,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,both directions,1.0,0.25,0.7273,0.1667,32,0,1.0,0,237,237,min_weighted_count,237,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,conversion,both directions,1.0,0.5,0.5455,0.3333,32,0,1.0,0,223,223,uniform_oracle,216,1,0.0314,0.0314,0.1667,0.1667
trotter_t3_l2_b10,conversion,both directions,1.0,0.75,0.2727,0.3333,32,0,1.0,0,266,266,uniform_oracle,266,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10,failures,p=0.7 seed=0,0.5,0.5,0.1909,0.1167,32,0,0.7,0,981,639,proportional_split,636,1,0.3517,0.0047,0.5,0.5
trotter_t3_l2_b10,failures,p=0.7 seed=1,0.5,0.5,0.1909,0.1167,32,0,0.7,1,1113,687,proportional_split,676,1,0.3926,0.016,0.5,0.5
trotter_t3_l2_b10,failures,p=0.7 seed=2,0.5,0.5,0.1909,0.1167,32,0,0.7,2,1041,693,proportional_split,592,1,0.4313,0.1457,0.5,0.5
trotter_t3_l2_b10,failures,p=0.9 seed=0,0.5,0.5,0.2455,0.15,32,0,0.9,0,807,537,proportional_split,482,1,0.4027,0.1024,0.5,0.5
trotter_t3_l2_b10,failures,p=0.9 seed=1,0.5,0.5,0.2455,0.15,32,0,0.9,1,819,549,proportional_split,515,1,0.3712,0.0619,0.5,0.5
trotter_t3_l2_b10,failures,p=0.9 seed=2,0.5,0.5,0.2455,0.15,32,0,0.9,2,801,555,proportional_split,478,1,0.4032,0.1387,0.5,0.5
trotter_t3_l2_b10,failures,p=1 seed=0,0.5,0.5,0.2727,0.1667,32,0,1.0,0,723,483,proportional_split,449,1,0.379,0.0704,0.5,0.5
trotter_t3_l2_b10,latency,L=0,0.5,0.5,0.2727,0.1667,32,0,1.0,0,723,483,proportional_split,449,1,0.379,0.0704,0.5,0.5
trotter_t3_l2_b10,latency,L=10,0.5,0.5,0.2727,0.1667,32,10,1.0,0,733,493,proportional_split,459,1,0.3738,0.069,0.5,0.5
trotter_t3_l2_b10,latency,L=200,0.5,0.5,0.2727,0.1667,32,200,1.0,0,923,683,proportional_split,649,1,0.2969,0.0498,0.5,0.5
trotter_t3_l2_b10,latency,L=50,0.5,0.5,0.2727,0.1667,32,50,1.0,0,773,533,proportional_split,499,1,0.3545,0.0638,0.5,0.5
trotter_t3_l2_b10_pooled,pooled,pooled into CCZ,0.25,1.0,0.0,0.1667,32,0,1.0,0,723,723,uniform_min_teq,723,1,0.0,0.0,0.0,1.0
trotter_t3_l2_b10_pooled,pooled,pooled into CCZ,0.25,1.0,0.0,0.1667,32,0,1.0,0,723,723,uniform_min_teq,723,1,0.0,0.0,0.0,1.0
trotter_t3_l2_b10_pooled,pooled,pooled into CCZ,0.25,1.0,0.0,0.1667,32,0,1.0,0,723,723,uniform_min_teq,723,1,0.0,0.0,0.0,1.0
trotter_t3_l2_b10_pooled,pooled,pooled into CCZ,0.5,1.0,0.0,0.3333,32,0,1.0,0,366,366,uniform_min_teq,366,1,0.0,0.0,0.0,1.0
trotter_t3_l2_b10_pooled,pooled,pooled into CCZ,0.5,1.0,0.0,0.3333,32,0,1.0,0,366,366,uniform_min_teq,366,1,0.0,0.0,0.0,1.0
trotter_t3_l2_b10_pooled,pooled,pooled into CCZ,0.5,1.0,0.0,0.3333,32,0,1.0,0,366,366,uniform_min_teq,366,1,0.0,0.0,0.0,1.0
trotter_t3_l2_b10_pooled,pooled,pooled into CCZ,1.0,1.0,0.0,0.5,32,0,1.0,0,247,247,uniform_min_teq,247,1,0.0,0.0,0.0,1.0
trotter_t3_l2_b10_pooled,pooled,pooled into CCZ,1.0,1.0,0.0,0.5,32,0,1.0,0,247,247,uniform_min_teq,247,1,0.0,0.0,0.0,1.0
trotter_t3_l2_b10_pooled,pooled,pooled into CCZ,1.0,1.0,0.0,0.5,32,0,1.0,0,247,247,uniform_min_teq,247,1,0.0,0.0,0.0,1.0
trotter_t3_l2_b10_pooled,pooled,pooled into T,0.25,0.0,0.2727,0.0,32,0,1.0,0,889,889,uniform_min_teq,889,1,0.0,0.0,0.0,0.0
trotter_t3_l2_b10_pooled,pooled,pooled into T,0.25,0.0,0.2727,0.0,32,0,1.0,0,889,889,uniform_min_teq,889,1,0.0,0.0,0.0,0.0
