kernel,role,model,tiles,ccz_share,raw_setting,raw_period,raw_scale,raw_tiles,factory_tiles,t_rate,ccz_rate,raw_rate,capacity_teq,t_units,ccz_units,makespan_uniform_min_teq,makespan_min_weighted_count,makespan_uniform_oracle,makespan_two_term_descent,makespan_local_sim_greedy,makespan_share_aware_greedy,makespan_proportional_split,makespan_sim_descent,makespan_global_oracle,oracle_exhaustive,best_simple_baseline,makespan_best_simple,headroom_over_uniform_oracle,headroom_over_best_simple,oracle_heterogeneity,oracle_ccz_share_of_demand,regret_sim_descent
oracle_bank_c16_l4,null,C,400,0.5,free_area,2,1.0,0,426,1.6364,0.5,29.0,2.6364,18,3,127,127,127,89,127,127,89,89,89,1,two_term_descent,89,0.2992,0.0,0.5,0.3333,1.0
oracle_bank_c16_l4,null,C,400,0.5,free_scarce,2,0.5,0,426,0.8312,0.254,14.5,1.3392,18,3,130,130,130,136,130,130,136,101,101,1,uniform_min_teq,130,0.2231,0.2231,0.25,0.6,1.0
oracle_bank_c16_l4,null,C,400,0.5,scarce,2,0.5,2,378,0.7426,0.1702,12.5,1.0829,16,2,187,195,187,158,187,187,174,145,145,1,two_term_descent,158,0.2246,0.0823,0.25,0.6,1.0
oracle_bank_c16_l4,null,C,400,0.75,cheap,1,1.0,2,426,0.7273,0.6667,17.0,2.0606,8,4,97,97,97,97,97,97,97,92,92,1,uniform_min_teq,97,0.0515,0.0515,0.25,0.6,1.0
oracle_bank_c16_l4,null,C,400,0.75,default,2,1.0,2,376,0.7273,0.5,15.0,1.7273,8,3,130,130,130,100,130,130,135,100,100,1,two_term_descent,100,0.2308,0.0,0.25,0.6,1.0
oracle_bank_c16_l4,null,C,400,0.75,expensive,4,1.0,2,415,0.6364,0.5,13.75,1.6364,7,3,130,130,130,112,130,130,146,111,111,1,two_term_descent,112,0.1462,0.0089,0.25,0.6,1.0
oracle_bank_c16_l4,null,C,400,0.75,free_area,2,1.0,0,403,0.8182,0.6667,18.0,2.1515,9,4,100,100,100,89,100,100,120,87,87,1,two_term_descent,89,0.13,0.0225,0.5,0.6,1.0
oracle_bank_c16_l4,null,C,400,0.75,free_scarce,2,0.5,0,403,0.4182,0.3408,9.0,1.0998,9,4,112,112,112,145,112,112,148,112,112,1,uniform_min_teq,112,0.0,0.0,0.0,1.0,1.0
oracle_bank_c16_l4,null,C,400,0.75,scarce,2,0.5,2,426,0.3806,0.3489,8.5,1.0784,8,4,106,106,106,147,106,106,147,106,106,1,uniform_min_teq,106,0.0,0.0,0.0,1.0,1.0
oracle_bank_c16_l4,null,C,800,0.25,default,2,1.0,2,805,3.5455,0.3333,56.0,4.2121,39,2,186,95,95,80,95,95,89,80,80,1,two_term_descent,80,0.1579,0.0,0.25,0.1429,1.0
oracle_bank_c16_l4,null,C,800,0.5,default,2,1.0,2,788,2.5455,0.6667,44.0,3.8788,28,4,97,97,97,65,97,98,88,65,65,1,two_term_descent,65,0.3299,0.0,0.5,0.3333,1.0
oracle_bank_c16_l4,null,C,800,0.75,default,2,1.0,2,817,1.3636,1.1667,30.0,3.697,15,7,64,64,64,62,64,64,88,59,59,1,two_term_descent,62,0.0781,0.0484,0.25,0.6,1.0
