kernel,family,capacity_target,ccz_share,supply_pressure,imbalance,supply_ccz_share,uniform_mix_mismatch,uniform_waste,concurrency,decision_sites,stages,max_stage_width,serial_fraction,mean_variants_per_site,min_cross_resource_cost_ratio,families,headroom_over_best_simple,headroom_over_uniform,oracle_exhaustive,fails
oracle_bank_c16_l2,oracle_bank,0.25,0.25,2.377,1.8333,0.6471,0.3529,0.3636,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l2,oracle_bank,0.25,0.5,2.8863,3.6667,0.7858,0.2142,0.2273,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l2,oracle_bank,0.25,0.75,2.8863,3.6667,0.7858,0.2142,0.2273,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l2,oracle_bank,0.25,0.9,2.8863,3.6667,0.7858,0.2142,0.2273,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l2,oracle_bank,0.5,0.1,1.446,1.3636,0.4232,0.5768,0.5839,2,2,1,2,0.0,4.0,2.0,1,0.0,0.2186,1,0
oracle_bank_c16_l2,oracle_bank,0.5,0.25,1.6346,1.0909,0.4783,0.5217,0.5296,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0383,1,0
oracle_bank_c16_l2,oracle_bank,0.5,0.5,2.0204,1.2222,0.5501,0.4499,0.4591,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l2,oracle_bank,0.5,0.75,2.8863,3.6667,0.7858,0.2142,0.2273,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l2,oracle_bank,0.5,0.9,2.8863,3.6667,0.7858,0.2142,0.2273,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l2,oracle_bank,1.0,0.1,0.9169,2.7273,0.2683,0.2683,0.3293,2,2,1,2,0.0,4.0,2.0,1,0.0,0.3542,1,0
oracle_bank_c16_l2,oracle_bank,1.0,0.25,1.0741,2.1818,0.3143,0.3143,0.3608,2,2,1,2,0.0,4.0,2.0,1,0.0,0.4633,1,0
oracle_bank_c16_l2,oracle_bank,1.0,0.5,1.0102,1.2222,0.55,0.45,0.4844,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l2,oracle_bank,1.0,0.75,1.3035,2.4444,0.7097,0.2903,0.3346,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l2,oracle_bank,1.0,0.9,1.1224,11.0,0.9167,0.0833,0.1791,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l2,oracle_bank,2.0,0.1,1.992,5.4545,0.155,0.155,0.3115,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l2,oracle_bank,2.0,0.25,0.8659,2.1818,0.3143,0.3143,0.4045,2,2,1,2,0.0,4.0,2.0,1,0.0,0.3895,1,0
oracle_bank_c16_l2,oracle_bank,2.0,0.5,0.6122,1.0,0.5,0.5,0.5522,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l2,oracle_bank,2.0,0.75,0.6517,2.4444,0.7097,0.2903,0.3859,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l2,oracle_bank,2.0,0.9,1.623,9.1667,0.9016,0.0984,0.2787,2,2,1,2,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l4,oracle_bank,0.25,0.1,3.6858,1.8333,0.6471,0.3529,0.3583,4,4,1,4,0.0,4.0,2.0,1,0.0,0.0689,1,0
oracle_bank_c16_l4,oracle_bank,0.25,0.25,3.6858,1.8333,0.6471,0.3529,0.3583,4,4,1,4,0.0,4.0,2.0,1,0.0,0.0689,1,0
oracle_bank_c16_l4,oracle_bank,0.25,0.5,5.7726,3.6667,0.7858,0.2142,0.2209,4,4,1,4,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l4,oracle_bank,0.25,0.75,5.7726,3.6667,0.7858,0.2142,0.2209,4,4,1,4,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l4,oracle_bank,0.25,0.9,5.7726,3.6667,0.7858,0.2142,0.2209,4,4,1,4,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l4,oracle_bank,0.5,0.1,2.4099,1.3636,0.4232,0.5768,0.5804,4,4,1,4,0.0,4.0,2.0,1,0.0,0.2479,1,0
oracle_bank_c16_l4,oracle_bank,0.5,0.25,2.7243,1.0909,0.4783,0.5217,0.5257,4,4,1,4,0.0,4.0,2.0,1,0.0,0.2479,1,0
oracle_bank_c16_l4,oracle_bank,0.5,0.5,3.1329,1.2222,0.5501,0.4499,0.4546,4,4,1,4,0.0,4.0,2.0,1,0.0,0.2479,1,0
oracle_bank_c16_l4,oracle_bank,0.5,0.75,5.7726,3.6667,0.7858,0.2142,0.2209,4,4,1,4,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l4,oracle_bank,0.5,0.9,5.7726,3.6667,0.7858,0.2142,0.2209,4,4,1,4,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l4,oracle_bank,1.0,0.1,1.8339,2.7273,0.2683,0.2683,0.3001,4,4,1,4,0.0,4.0,2.0,1,0.0,0.337,1,0
oracle_bank_c16_l4,oracle_bank,1.0,0.25,2.1483,2.1818,0.3143,0.3143,0.3384,4,4,1,4,0.0,4.0,2.0,1,0.0,0.4649,1,0
oracle_bank_c16_l4,oracle_bank,1.0,0.5,1.5665,1.2222,0.55,0.45,0.4677,4,4,1,4,0.0,4.0,2.0,1,0.0,0.2419,1,0
oracle_bank_c16_l4,oracle_bank,1.0,0.75,2.607,2.4444,0.7097,0.2903,0.3131,4,4,1,4,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l4,oracle_bank,1.0,0.9,2.2449,11.0,0.9167,0.0833,0.1339,4,4,1,4,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l4,oracle_bank,2.0,0.1,1.2355,5.4545,0.155,0.155,0.2307,4,4,1,4,0.0,4.0,2.0,1,0.0,0.2276,1,0
oracle_bank_c16_l4,oracle_bank,2.0,0.25,1.0741,2.1818,0.3143,0.3143,0.3643,4,4,1,4,0.0,4.0,2.0,1,0.0,0.4607,1,0
oracle_bank_c16_l4,oracle_bank,2.0,0.5,0.9494,1.0,0.5,0.5,0.5276,4,4,1,4,0.0,4.0,2.0,1,0.0,0.2362,1,0
oracle_bank_c16_l4,oracle_bank,2.0,0.75,1.3035,2.4444,0.7097,0.2903,0.3416,4,4,1,4,0.0,4.0,2.0,1,0.0,0.0,1,0
oracle_bank_c16_l4,oracle_bank,2.0,0.9,1.3249,9.1667,0.9016,0.0984,0.1782,4,4,1,4,0.0,4.0,2.0,1,0.0,0.0,1,0
phase_est_w32_r1,phase_estimation,0.25,0.1,2.1878,1.8333,0.6471,0.3529,0.3562,2,4,2,2,0.0,5.5,1.0,2,0.1951,0.1951,1,1
phase_est_w32_r1,phase_estimation,0.25,0.25,2.1878,1.8333,0.6471,0.3529,0.3562,2,4,2,2,0.0,5.5,1.0,2,0.1951,0.1951,1,1
phase_est_w32_r1,phase_estimation,0.25,0.5,2.6567,3.6667,0.7858,0.2142,0.2182,2,4,2,2,0.0,5.5,1.0,2,0.0,0.1951,1,0
phase_est_w32_r1,phase_estimation,0.25,0.75,2.6567,3.6667,0.7858,0.2142,0.2182,2,4,2,2,0.0,5.5,1.0,2,0.0,0.1951,1,0
phase_est_w32_r1,phase_estimation,0.25,0.9,2.6567,3.6667,0.7858,0.2142,0.2182,2,4,2,2,0.0,5.5,1.0,2,0.0,0.1951,1,0
phase_est_w32_r1,phase_estimation,0.5,0.1,1.588,1.3636,0.4232,0.1223,0.2297,2,4,2,2,0.0,5.5,1.0,2,0.0243,0.1678,1,0
phase_est_w32_r1,phase_estimation,0.5,0.25,1.5912,1.0909,0.4783,0.0672,0.1293,2,4,2,2,0.0,5.5,1.0,2,0.069,0.069,1,1
phase_est_w32_r1,phase_estimation,0.5,0.5,1.8299,1.2222,0.5501,0.0046,0.1575,2,4,2,2,0.0,5.5,1.0,2,0.2166,0.2166,1,1
phase_est_w32_r1,phase_estimation,0.5,0.75,2.6567,3.6667,0.7858,0.2142,0.2182,2,4,2,2,0.0,5.5,1.0,2,0.0,0.1951,1,0
phase_est_w32_r1,phase_estimation,0.5,0.9,2.6567,3.6667,0.7858,0.2142,0.2182,2,4,2,2,0.0,5.5,1.0,2,0.0,0.1951,1,0
phase_est_w32_r1,phase_estimation,1.0,0.1,0.8811,2.7273,0.2683,0.0259,0.2384,2,4,2,2,0.0,5.5,1.0,2,0.0,0.0215,1,0
phase_est_w32_r1,phase_estimation,1.0,0.25,1.1797,2.1818,0.3143,0.0719,0.1297,2,4,2,2,0.0,5.5,1.0,2,0.0,0.0,1,0
phase_est_w32_r1,phase_estimation,1.0,0.5,0.9149,1.2222,0.55,0.0578,0.4115,2,4,2,2,0.0,5.5,1.0,2,0.1853,0.1853,1,1
phase_est_w32_r1,phase_estimation,1.0,0.75,1.1998,2.4444,0.7097,0.2903,0.3039,2,4,2,2,0.0,5.5,1.0,2,0.0,0.1154,1,0
phase_est_w32_r1,phase_estimation,1.0,0.9,1.1615,11.0,0.9167,0.0833,0.1137,2,4,2,2,0.0,5.5,1.0,2,0.0,0.0,1,0
phase_est_w32_r1,phase_estimation,2.0,0.1,0.6836,5.4545,0.155,0.0889,0.3727,2,4,2,2,0.0,5.5,1.0,2,0.0,0.0,1,0
phase_est_w32_r1,phase_estimation,2.0,0.25,0.5898,2.1818,0.3143,0.0719,0.4264,2,4,2,2,0.0,5.5,1.0,2,0.0,0.0,1,0
phase_est_w32_r1,phase_estimation,2.0,0.5,0.6126,1.0,0.5,0.0455,0.34,2,4,2,2,0.0,5.5,1.0,2,0.02,0.02,1,0
phase_est_w32_r1,phase_estimation,2.0,0.75,0.6744,2.4444,0.7097,0.2903,0.338,2,4,2,2,0.0,5.5,1.0,2,0.0,0.0,1,0
phase_est_w32_r1,phase_estimation,2.0,0.9,0.6855,9.1667,0.9016,0.0984,0.327,2,4,2,2,0.0,5.5,1.0,2,0.0,0.0,1,0
qft_q4_b10,qft,0.25,0.1,2.0081,1.8333,0.6471,0.3529,0.3557,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0,0.2932,1,0
qft_q4_b10,qft,0.25,0.25,2.0081,1.8333,0.6471,0.3529,0.3557,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0,0.2932,1,0
qft_q4_b10,qft,0.25,0.5,2.6685,3.6667,0.7858,0.2142,0.2177,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0,0.1494,0,0
qft_q4_b10,qft,0.25,0.75,2.6685,3.6667,0.7858,0.2142,0.2177,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0,0.1494,0,0
qft_q4_b10,qft,0.25,0.9,2.6685,3.6667,0.7858,0.2142,0.2177,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0,0.1494,0,0
qft_q4_b10,qft,0.5,0.1,1.2088,1.3636,0.4232,0.4232,0.4338,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0,0.3271,1,0
qft_q4_b10,qft,0.5,0.25,1.4843,1.0909,0.4783,0.4783,0.4861,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.1022,0.397,1,1
qft_q4_b10,qft,0.5,0.5,1.5714,1.2222,0.5501,0.4499,0.4523,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0704,0.379,1,1
qft_q4_b10,qft,0.5,0.75,2.6685,3.6667,0.7858,0.2142,0.2177,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0,0.1494,0,0
qft_q4_b10,qft,0.5,0.9,2.6685,3.6667,0.7858,0.2142,0.2177,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0,0.1494,0,0
qft_q4_b10,qft,1.0,0.1,0.8326,2.7273,0.2683,0.2683,0.3868,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0814,0.1397,1,1
qft_q4_b10,qft,1.0,0.25,0.9754,2.1818,0.3143,0.3143,0.3885,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0895,0.2027,1,1
qft_q4_b10,qft,1.0,0.5,0.8534,1.2222,0.55,0.45,0.4649,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0,0.2595,1,0
qft_q4_b10,qft,1.0,0.75,1.2051,2.4444,0.7097,0.2903,0.3094,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0606,0.1622,1,1
qft_q4_b10,qft,1.0,0.9,1.1458,11.0,0.9167,0.0833,0.1882,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0,0.0,0,0
qft_q4_b10,qft,2.0,0.1,0.4808,5.4545,0.155,0.155,0.571,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0,0.0769,1,0
qft_q4_b10,qft,2.0,0.25,0.5337,2.1818,0.3143,0.3143,0.5681,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0,0.1527,1,0
qft_q4_b10,qft,2.0,0.5,0.73,1.0,0.5,0.5,0.5572,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.1544,0.1919,1,1
qft_q4_b10,qft,2.0,0.75,0.7771,2.4444,0.7097,0.2903,0.4323,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.08,0.08,1,1
qft_q4_b10,qft,2.0,0.9,0.8776,9.1667,0.9016,0.0984,0.3727,3,6,3,3,0.3333333333333333,5.0,1.0,1,0.0,0.058,0,0
qft_q5_b10,qft,0.25,0.1,2.4572,1.8333,0.6471,0.3529,0.3546,4,10,4,4,0.25,5.0,1.0,1,0.0,0.2993,0,0
qft_q5_b10,qft,0.25,0.25,2.4572,1.8333,0.6471,0.3529,0.3546,4,10,4,4,0.25,5.0,1.0,1,0.0,0.2993,0,0
qft_q5_b10,qft,0.25,0.5,3.1853,3.6667,0.7858,0.2142,0.2164,4,10,4,4,0.25,5.0,1.0,1,0.0,0.1247,0,0
qft_q5_b10,qft,0.25,0.75,3.1853,3.6667,0.7858,0.2142,0.2164,4,10,4,4,0.25,5.0,1.0,1,0.0,0.1247,0,0
qft_q5_b10,qft,0.25,0.9,3.1853,3.6667,0.7858,0.2142,0.2164,4,10,4,4,0.25,5.0,1.0,1,0.0,0.1247,0,0
qft_q5_b10,qft,0.5,0.1,1.511,1.3636,0.4232,0.4232,0.4296,4,10,4,4,0.25,5.0,1.0,1,0.0,0.3629,0,0
qft_q5_b10,qft,0.5,0.25,1.8162,1.0909,0.4783,0.4783,0.483,4,10,4,4,0.25,5.0,1.0,1,0.0687,0.4378,0,1
qft_q5_b10,qft,0.5,0.5,2.0886,1.2222,0.5501,0.4499,0.4514,4,10,4,4,0.25,5.0,1.0,1,0.0,0.399,0,0
qft_q5_b10,qft,0.5,0.75,3.1853,3.6667,0.7858,0.2142,0.2164,4,10,4,4,0.25,5.0,1.0,1,0.0,0.1247,0,0
qft_q5_b10,qft,0.5,0.9,3.1853,3.6667,0.7858,0.2142,0.2164,4,10,4,4,0.25,5.0,1.0,1,0.0,0.1247,0,0
qft_q5_b10,qft,1.0,0.1,1.0188,2.7273,0.2683,0.2683,0.3443,4,10,4,4,0.25,5.0,1.0,1,0.1253,0.2037,0,1
qft_q5_b10,qft,1.0,0.25,1.1224,2.1818,0.3143,0.3143,0.3608,4,10,4,4,0.25,5.0,1.0,1,0.0,0.2305,0,0
qft_q5_b10,qft,1.0,0.5,1.0443,1.2222,0.55,0.45,0.459,4,10,4,4,0.25,5.0,1.0,1,0.0,0.3541,0,0
qft_q5_b10,qft,1.0,0.75,1.4385,2.4444,0.7097,0.2903,0.3019,4,10,4,4,0.25,5.0,1.0,1,0.0448,0.1967,0,0
qft_q5_b10,qft,1.0,0.9,1.4323,11.0,0.9167,0.0833,0.1493,4,10,4,4,0.25,5.0,1.0,1,0.0,0.0,0,0
qft_q5_b10,qft,2.0,0.1,0.5883,5.4545,0.155,0.155,0.4719,4,10,4,4,0.25,5.0,1.0,1,0.0568,0.0568,0,1
qft_q5_b10,qft,2.0,0.25,0.6371,2.1818,0.3143,0.3143,0.4958,4,10,4,4,0.25,5.0,1.0,1,0.0838,0.1818,0,1
qft_q5_b10,qft,2.0,0.5,0.7958,1.0,0.5,0.5,0.536,4,10,4,4,0.25,5.0,1.0,1,0.1308,0.3063,0,1
qft_q5_b10,qft,2.0,0.75,0.8471,2.4444,0.7097,0.2903,0.3829,4,10,4,4,0.25,5.0,1.0,1,0.0571,0.1391,0,1
qft_q5_b10,qft,2.0,0.9,1.0021,9.1667,0.9016,0.0984,0.2858,4,10,4,4,0.25,5.0,1.0,1,0.0,0.0396,0,0
trotter_t2_l2_b10,trotter,0.25,0.1,2.0986,1.8333,0.6471,0.3529,0.357,2,4,2,2,0.0,5.0,1.0,1,0.0,0.2484,1,0
trotter_t2_l2_b10,trotter,0.25,0.25,2.0986,1.8333,0.6471,0.3529,0.357,2,4,2,2,0.0,5.0,1.0,1,0.0,0.2484,1,0
trotter_t2_l2_b10,trotter,0.25,0.5,2.5483,3.6667,0.7858,0.2142,0.2193,2,4,2,2,0.0,5.0,1.0,1,0.0,0.0849,1,0
trotter_t2_l2_b10,trotter,0.25,0.75,2.5483,3.6667,0.7858,0.2142,0.2193,2,4,2,2,0.0,5.0,1.0,1,0.0,0.0849,1,0
trotter_t2_l2_b10,trotter,0.25,0.9,2.5483,3.6667,0.7858,0.2142,0.2193,2,4,2,2,0.0,5.0,1.0,1,0.0,0.0849,1,0
trotter_t2_l2_b10,trotter,0.5,0.1,1.2088,1.3636,0.4232,0.4232,0.439,2,4,2,2,0.0,5.0,1.0,1,0.0,0.3287,1,0
trotter_t2_l2_b10,trotter,0.5,0.25,1.3665,1.0909,0.4783,0.4783,0.4899,2,4,2,2,0.0,5.0,1.0,1,0.0,0.46,1,0
trotter_t2_l2_b10,trotter,0.5,0.5,1.5714,1.2222,0.5501,0.4499,0.4535,2,4,2,2,0.0,5.0,1.0,1,0.0,0.3747,1,0
trotter_t2_l2_b10,trotter,0.5,0.75,2.5483,3.6667,0.7858,0.2142,0.2193,2,4,2,2,0.0,5.0,1.0,1,0.0,0.0849,1,0
trotter_t2_l2_b10,trotter,0.5,0.9,2.5483,3.6667,0.7858,0.2142,0.2193,2,4,2,2,0.0,5.0,1.0,1,0.0,0.0849,1,0
trotter_t2_l2_b10,trotter,1.0,0.1,0.7666,2.7273,0.2683,0.2683,0.3114,2,4,2,2,0.0,5.0,1.0,1,0.0214,0.0214,1,0
trotter_t2_l2_b10,trotter,1.0,0.25,0.898,2.1818,0.3143,0.3143,0.347,2,4,2,2,0.0,5.0,1.0,1,0.0097,0.1126,1,0
trotter_t2_l2_b10,trotter,1.0,0.5,0.7857,1.2222,0.55,0.45,0.4634,2,4,2,2,0.0,5.0,1.0,1,0.0,0.2886,1,0
trotter_t2_l2_b10,trotter,1.0,0.75,1.1508,2.4444,0.7097,0.2903,0.3076,2,4,2,2,0.0,5.0,1.0,1,0.0455,0.1463,1,0
trotter_t2_l2_b10,trotter,1.0,0.9,1.1458,11.0,0.9167,0.0833,0.1217,2,4,2,2,0.0,5.0,1.0,1,0.0,0.0,1,0
trotter_t2_l2_b10,trotter,2.0,0.1,0.4427,5.4545,0.155,0.155,0.5751,2,4,2,2,0.0,5.0,1.0,1,0.0,0.0,1,0
trotter_t2_l2_b10,trotter,2.0,0.25,0.5097,2.1818,0.3143,0.3143,0.569,2,4,2,2,0.0,5.0,1.0,1,0.1143,0.1143,1,1
trotter_t2_l2_b10,trotter,2.0,0.5,0.5405,1.0,0.5,0.5,0.521,2,4,2,2,0.0,5.0,1.0,1,0.0719,0.0719,1,1
trotter_t2_l2_b10,trotter,2.0,0.75,0.6653,2.4444,0.7097,0.2903,0.35,2,4,2,2,0.0,5.0,1.0,1,0.0,0.0,1,0
trotter_t2_l2_b10,trotter,2.0,0.9,0.6762,9.1667,0.9016,0.0984,0.3392,2,4,2,2,0.0,5.0,1.0,1,0.0,0.0,1,0
trotter_t3_l2_b10,trotter,0.25,0.1,2.7731,1.8333,0.6471,0.3529,0.3557,3,6,2,3,0.0,5.0,1.0,1,0.0,0.332,1,0
trotter_t3_l2_b10,trotter,0.25,0.25,2.7731,1.8333,0.6471,0.3529,0.3557,3,6,2,3,0.0,5.0,1.0,1,0.0,0.332,1,0
trotter_t3_l2_b10,trotter,0.25,0.5,3.8224,3.6667,0.7858,0.2142,0.2177,3,6,2,3,0.0,5.0,1.0,1,0.0195,0.166,1,0
trotter_t3_l2_b10,trotter,0.25,0.75,3.8224,3.6667,0.7858,0.2142,0.2177,3,6,2,3,0.0,5.0,1.0,1,0.0195,0.166,1,0
trotter_t3_l2_b10,trotter,0.25,0.9,3.8224,3.6667,0.7858,0.2142,0.2177,3,6,2,3,0.0,5.0,1.0,1,0.0195,0.166,1,0
trotter_t3_l2_b10,trotter,0.5,0.1,1.8132,1.3636,0.4232,0.4232,0.4338,3,6,2,3,0.0,5.0,1.0,1,0.0,0.3271,1,0
trotter_t3_l2_b10,trotter,0.5,0.25,2.0497,1.0909,0.4783,0.4783,0.4861,3,6,2,3,0.0,5.0,1.0,1,0.1933,0.4582,1,1
trotter_t3_l2_b10,trotter,0.5,0.5,2.3571,1.2222,0.5501,0.4499,0.4523,3,6,2,3,0.0,5.0,1.0,1,0.0704,0.379,1,1
trotter_t3_l2_b10,trotter,0.5,0.75,3.8224,3.6667,0.7858,0.2142,0.2177,3,6,2,3,0.0,5.0,1.0,1,0.0195,0.166,1,0
trotter_t3_l2_b10,trotter,0.5,0.9,3.8224,3.6667,0.7858,0.2142,0.2177,3,6,2,3,0.0,5.0,1.0,1,0.0195,0.166,1,0
trotter_t3_l2_b10,trotter,1.0,0.1,1.1498,2.7273,0.2683,0.2683,0.2976,3,6,2,3,0.0,5.0,1.0,1,0.0,0.16,1,0
trotter_t3_l2_b10,trotter,1.0,0.25,1.3469,2.1818,0.3143,0.3143,0.3365,3,6,2,3,0.0,5.0,1.0,1,0.0,0.2874,1,0
trotter_t3_l2_b10,trotter,1.0,0.5,1.1786,1.2222,0.55,0.45,0.459,3,6,2,3,0.0,5.0,1.0,1,0.061,0.3689,1,1
trotter_t3_l2_b10,trotter,1.0,0.75,1.5207,2.4444,0.7097,0.2903,0.3019,3,6,2,3,0.0,5.0,1.0,1,0.0,0.1749,1,0
trotter_t3_l2_b10,trotter,1.0,0.9,1.7188,11.0,0.9167,0.0833,0.1093,3,6,2,3,0.0,5.0,1.0,1,0.0,0.0,1,0
trotter_t3_l2_b10,trotter,2.0,0.1,0.664,5.4545,0.155,0.155,0.3662,3,6,2,3,0.0,5.0,1.0,1,0.0,0.0,1,0
trotter_t3_l2_b10,trotter,2.0,0.25,0.6735,2.1818,0.3143,0.3143,0.3643,3,6,2,3,0.0,5.0,1.0,1,0.0,0.0169,1,0
trotter_t3_l2_b10,trotter,2.0,0.5,0.8108,1.0,0.5,0.5,0.5142,3,6,2,3,0.0,5.0,1.0,1,0.0457,0.3239,1,0
trotter_t3_l2_b10,trotter,2.0,0.75,0.8631,2.4444,0.7097,0.2903,0.3169,3,6,2,3,0.0,5.0,1.0,1,0.0,0.1604,1,0
trotter_t3_l2_b10,trotter,2.0,0.9,1.0143,9.1667,0.9016,0.0984,0.1401,3,6,2,3,0.0,5.0,1.0,1,0.0,0.0,1,0
trotter_t4_l2_b10,trotter,0.25,0.1,3.6975,1.8333,0.6471,0.3529,0.355,4,8,2,4,0.0,5.0,1.0,1,0.0775,0.3074,0,1
trotter_t4_l2_b10,trotter,0.25,0.25,3.6975,1.8333,0.6471,0.3529,0.355,4,8,2,4,0.0,5.0,1.0,1,0.0775,0.3074,0,1
trotter_t4_l2_b10,trotter,0.25,0.5,5.0965,3.6667,0.7858,0.2142,0.2168,4,8,2,4,0.0,5.0,1.0,1,0.0,0.1246,0,0
trotter_t4_l2_b10,trotter,0.25,0.75,5.0965,3.6667,0.7858,0.2142,0.2168,4,8,2,4,0.0,5.0,1.0,1,0.0,0.1246,0,0
trotter_t4_l2_b10,trotter,0.25,0.9,5.0965,3.6667,0.7858,0.2142,0.2168,4,8,2,4,0.0,5.0,1.0,1,0.0,0.1246,0,0
trotter_t4_l2_b10,trotter,0.5,0.1,2.4176,1.3636,0.4232,0.4232,0.4312,4,8,2,4,0.0,5.0,1.0,1,0.0683,0.3697,0,1
trotter_t4_l2_b10,trotter,0.5,0.25,2.7329,1.0909,0.4783,0.4783,0.4841,4,8,2,4,0.0,5.0,1.0,1,0.0,0.4573,0,0
trotter_t4_l2_b10,trotter,0.5,0.5,3.1429,1.2222,0.5501,0.4499,0.4517,4,8,2,4,0.0,5.0,1.0,1,0.0,0.3811,0,0
trotter_t4_l2_b10,trotter,0.5,0.75,5.0965,3.6667,0.7858,0.2142,0.2168,4,8,2,4,0.0,5.0,1.0,1,0.0,0.1246,0,0
trotter_t4_l2_b10,trotter,0.5,0.9,5.0965,3.6667,0.7858,0.2142,0.2168,4,8,2,4,0.0,5.0,1.0,1,0.0,0.1246,0,0
trotter_t4_l2_b10,trotter,1.0,0.1,1.5331,2.7273,0.2683,0.2683,0.2905,4,8,2,4,0.0,5.0,1.0,1,0.0,0.2424,0,0
trotter_t4_l2_b10,trotter,1.0,0.25,1.7959,2.1818,0.3143,0.3143,0.3311,4,8,2,4,0.0,5.0,1.0,1,0.0,0.2439,0,0
trotter_t4_l2_b10,trotter,1.0,0.5,1.5714,1.2222,0.55,0.45,0.4568,4,8,2,4,0.0,5.0,1.0,1,0.0,0.3745,0,0
trotter_t4_l2_b10,trotter,1.0,0.75,2.0276,2.4444,0.7097,0.2903,0.299,4,8,2,4,0.0,5.0,1.0,1,0.0,0.2469,0,0
trotter_t4_l2_b10,trotter,1.0,0.9,2.2917,11.0,0.9167,0.0833,0.1029,4,8,2,4,0.0,5.0,1.0,1,0.0,0.0,0,0
trotter_t4_l2_b10,trotter,2.0,0.1,0.8853,5.4545,0.155,0.155,0.2089,4,8,2,4,0.0,5.0,1.0,1,0.0213,0.0213,0,0
trotter_t4_l2_b10,trotter,2.0,0.25,0.898,2.1818,0.3143,0.3143,0.3497,4,8,2,4,0.0,5.0,1.0,1,0.0,0.2328,0,0
trotter_t4_l2_b10,trotter,2.0,0.5,0.9524,1.0,0.5,0.5,0.5107,4,8,2,4,0.0,5.0,1.0,1,0.0,0.4618,0,0
trotter_t4_l2_b10,trotter,2.0,0.75,1.0138,2.4444,0.7097,0.2903,0.3105,4,8,2,4,0.0,5.0,1.0,1,0.0,0.2429,0,0
trotter_t4_l2_b10,trotter,2.0,0.9,1.3525,9.1667,0.9016,0.0984,0.13,4,8,2,4,0.0,5.0,1.0,1,0.0,0.0,0,0
