family,kernel,concurrency,size,decision_sites,assignment_space,symmetric_space,capacity_target,ccz_share,makespan_uniform_oracle,makespan_best_simple,best_simple_baseline,makespan_sim_descent,makespan_global_oracle,oracle_exhaustive,headroom_over_uniform_oracle,headroom_over_best_simple,sim_descent_regret,oracle_heterogeneity,oracle_ccz_share_of_demand,seconds_uniform_oracle,seconds_sim_descent,seconds_global_oracle
trotter,trotter_t8_l1_b10,8,10,8,390625,495,1.0,0.25,451,341,two_term_descent,341,341,1,0.2439,0.0,1.0,0.25,0.25,0.0822,2.9307,4.1024
trotter,trotter_t8_l1_b10,8,10,8,390625,495,1.0,0.5,486,304,two_term_descent,304,304,1,0.3745,0.0,1.0,0.5,0.5,0.0746,2.7528,3.8288
trotter,trotter_t8_l1_b10,8,10,8,390625,495,1.0,0.75,486,366,two_term_descent,366,366,1,0.2469,0.0,1.0,0.25,0.75,0.0778,2.5541,4.8268
trotter,trotter_t12_l1_b10,12,10,12,244140625,1820,0.25,0.25,1443,963,two_term_descent,963,963,1,0.3326,0.0,1.0,0.3333,0.6667,0.1389,9.0202,31.9591
trotter,trotter_t12_l1_b10,12,10,12,244140625,1820,0.25,0.5,1443,1203,two_term_descent,1203,1203,1,0.1663,0.0,1.0,0.1667,0.8333,0.1785,10.1346,41.0006
trotter,trotter_t12_l1_b10,12,10,12,244140625,1820,0.25,0.75,1443,1203,two_term_descent,1203,1203,1,0.1663,0.0,1.0,0.1667,0.8333,0.1481,8.2122,37.2537
trotter,trotter_t12_l1_b10,12,10,12,244140625,1820,0.5,0.25,1330,723,two_term_descent,723,723,1,0.4564,0.0,1.0,0.5,0.5,0.1114,8.1837,26.6839
trotter,trotter_t12_l1_b10,12,10,12,244140625,1820,0.5,0.5,1443,843,two_term_descent,843,843,1,0.4158,0.0,1.0,0.4167,0.5833,0.1314,8.7506,24.628
trotter,trotter_t12_l1_b10,12,10,12,244140625,1820,0.5,0.75,1443,1203,two_term_descent,1203,1203,1,0.1663,0.0,1.0,0.1667,0.8333,0.1675,9.6428,41.3423
trotter,trotter_t12_l1_b10,12,10,12,244140625,1820,1.0,0.25,671,483,two_term_descent,483,483,1,0.2802,0.0,1.0,0.3333,0.3333,0.1217,7.0213,22.8295
trotter,trotter_t12_l1_b10,12,10,12,244140625,1820,1.0,0.5,726,426,two_term_descent,426,426,1,0.4132,0.0,1.0,0.4167,0.5833,0.107,7.6848,22.1967
trotter,trotter_t12_l1_b10,12,10,12,244140625,1820,1.0,0.75,726,546,two_term_descent,546,546,1,0.2479,0.0,1.0,0.25,0.75,0.1271,6.787,26.8783
trotter,trotter_t16_l1_b10,16,10,16,152587890625,4845,0.25,0.25,1923,1323,two_term_descent,1323,1323,0,0.312,0.0,1.0,0.3125,0.6875,0.2289,16.4453,20.8667
trotter,trotter_t16_l1_b10,16,10,16,152587890625,4845,0.25,0.5,1923,1563,two_term_descent,1563,1563,0,0.1872,0.0,1.0,0.1875,0.8125,0.2294,16.4729,24.3502
trotter,trotter_t16_l1_b10,16,10,16,152587890625,4845,0.25,0.75,1923,1563,two_term_descent,1563,1563,0,0.1872,0.0,1.0,0.1875,0.8125,0.2713,16.8984,20.4041
trotter,trotter_t16_l1_b10,16,10,16,152587890625,4845,0.5,0.25,1770,963,two_term_descent,963,963,0,0.4559,0.0,1.0,0.5,0.5,0.1451,16.1388,25.3901
trotter,trotter_t16_l1_b10,16,10,16,152587890625,4845,0.5,0.5,1923,1083,two_term_descent,1083,1083,0,0.4368,0.0,1.0,0.4375,0.5625,0.1557,17.0035,23.1963
trotter,trotter_t16_l1_b10,16,10,16,152587890625,4845,0.5,0.75,1923,1563,two_term_descent,1563,1563,0,0.1872,0.0,1.0,0.1875,0.8125,0.2408,16.4527,22.1533
trotter,trotter_t16_l1_b10,16,10,16,152587890625,4845,1.0,0.25,891,616,two_term_descent,616,616,1,0.3086,0.0,1.0,0.3125,0.3125,0.1728,14.123,89.0995
trotter,trotter_t16_l1_b10,16,10,16,152587890625,4845,1.0,0.5,966,546,two_term_descent,546,546,1,0.4348,0.0,1.0,0.4375,0.5625,0.1392,15.3927,89.1421
trotter,trotter_t16_l1_b10,16,10,16,152587890625,4845,1.0,0.75,966,726,two_term_descent,726,726,0,0.2484,0.0,1.0,0.25,0.75,0.2009,15.3869,20.1915
trotter_size,trotter_t4_l1_b4,4,4,4,625,70,0.25,0.25,195,147,two_term_descent,147,147,1,0.2462,0.0,1.0,0.25,0.75,0.0248,0.3615,0.1636
trotter_size,trotter_t4_l1_b4,4,4,4,625,70,0.25,0.5,195,178,two_term_descent,178,178,1,0.0872,0.0,1.0,0.25,0.75,0.0236,0.437,0.2192
trotter_size,trotter_t4_l1_b4,4,4,4,625,70,0.25,0.75,195,178,two_term_descent,178,178,1,0.0872,0.0,1.0,0.25,0.75,0.0229,0.4214,0.224
trotter_size,trotter_t4_l1_b4,4,4,4,625,70,0.5,0.25,186,99,two_term_descent,99,99,1,0.4677,0.0,1.0,0.5,0.5,0.0177,0.3148,0.1421
trotter_size,trotter_t4_l1_b4,4,4,4,625,70,0.5,0.5,195,126,two_term_descent,126,126,1,0.3538,0.0,1.0,0.5,0.5,0.0183,0.3261,0.1626
trotter_size,trotter_t4_l1_b4,4,4,4,625,70,0.5,0.75,195,178,two_term_descent,178,178,1,0.0872,0.0,1.0,0.25,0.75,0.0244,0.4456,0.2287
trotter_size,trotter_t4_l1_b4,4,4,4,625,70,1.0,0.25,99,77,two_term_descent,77,77,1,0.2222,0.0,1.0,0.25,0.25,0.0211,0.2337,0.1093
trotter_size,trotter_t4_l1_b4,4,4,4,625,70,1.0,0.5,102,69,two_term_descent,69,69,1,0.3235,0.0,1.0,0.5,0.5,0.0161,0.2839,0.1365
trotter_size,trotter_t4_l1_b4,4,4,4,625,70,1.0,0.75,102,78,two_term_descent,78,78,1,0.2353,0.0,1.0,0.25,0.75,0.0183,0.3845,0.1523
trotter_size,trotter_t4_l1_b8,4,8,4,625,70,0.25,0.25,387,291,two_term_descent,291,291,1,0.2481,0.0,1.0,0.25,0.75,0.0406,0.6602,0.3316
trotter_size,trotter_t4_l1_b8,4,8,4,625,70,0.25,0.5,387,354,two_term_descent,354,354,1,0.0853,0.0,1.0,0.25,0.75,0.0437,0.8532,0.4026
trotter_size,trotter_t4_l1_b8,4,8,4,625,70,0.25,0.75,387,354,two_term_descent,354,354,1,0.0853,0.0,1.0,0.25,0.75,0.0362,0.7447,0.4369
trotter_size,trotter_t4_l1_b8,4,8,4,625,70,0.5,0.25,362,195,two_term_descent,195,195,1,0.4613,0.0,1.0,0.5,0.5,0.0386,0.5599,0.2543
trotter_size,trotter_t4_l1_b8,4,8,4,625,70,0.5,0.5,387,244,two_term_descent,244,244,1,0.3695,0.0,1.0,0.5,0.5,0.0344,0.6285,0.2764
trotter_size,trotter_t4_l1_b8,4,8,4,625,70,0.5,0.75,387,354,two_term_descent,354,354,1,0.0853,0.0,1.0,0.25,0.75,0.0456,0.7821,0.3956
trotter_size,trotter_t4_l1_b8,4,8,4,625,70,1.0,0.25,187,143,two_term_descent,143,143,1,0.2353,0.0,1.0,0.25,0.25,0.0304,0.4932,0.2291
trotter_size,trotter_t4_l1_b8,4,8,4,625,70,1.0,0.5,198,128,two_term_descent,128,128,1,0.3535,0.0,1.0,0.5,0.5,0.0276,0.5418,0.2356
trotter_size,trotter_t4_l1_b8,4,8,4,625,70,1.0,0.75,198,150,two_term_descent,150,150,1,0.2424,0.0,1.0,0.25,0.75,0.0322,0.5955,0.2681
trotter_size,trotter_t4_l1_b16,4,16,4,625,70,0.25,0.25,771,579,two_term_descent,579,579,1,0.249,0.0,1.0,0.25,0.75,0.0815,1.2454,0.643
trotter_size,trotter_t4_l1_b16,4,16,4,625,70,0.25,0.5,771,706,two_term_descent,706,706,1,0.0843,0.0,1.0,0.25,0.75,0.0941,1.4223,0.7221
trotter_size,trotter_t4_l1_b16,4,16,4,625,70,0.25,0.75,771,706,two_term_descent,706,706,1,0.0843,0.0,1.0,0.25,0.75,0.0836,1.3092,0.7634
trotter_size,trotter_t4_l1_b16,4,16,4,625,70,0.5,0.25,714,387,two_term_descent,387,387,1,0.458,0.0,1.0,0.5,0.5,0.065,1.0913,0.4977
trotter_size,trotter_t4_l1_b16,4,16,4,625,70,0.5,0.5,771,478,two_term_descent,478,478,1,0.38,0.0,1.0,0.5,0.5,0.0518,0.9989,0.4499
trotter_size,trotter_t4_l1_b16,4,16,4,625,70,0.5,0.75,771,706,two_term_descent,706,706,1,0.0843,0.0,1.0,0.25,0.75,0.0743,1.2864,0.6599
trotter_size,trotter_t4_l1_b16,4,16,4,625,70,1.0,0.25,363,275,two_term_descent,275,275,1,0.2424,0.0,1.0,0.25,0.25,0.0529,0.8273,0.365
trotter_size,trotter_t4_l1_b16,4,16,4,625,70,1.0,0.5,390,245,two_term_descent,245,245,1,0.3718,0.0,1.0,0.5,0.5,0.0494,0.8798,0.3723
trotter_size,trotter_t4_l1_b16,4,16,4,625,70,1.0,0.75,390,294,two_term_descent,294,294,1,0.2462,0.0,1.0,0.25,0.75,0.0544,1.0384,0.4764
trotter_size,trotter_t4_l1_b32,4,32,4,625,70,0.25,0.25,1539,1155,two_term_descent,1155,1155,1,0.2495,0.0,1.0,0.25,0.75,0.1393,2.3981,1.1904
trotter_size,trotter_t4_l1_b32,4,32,4,625,70,0.25,0.5,1539,1410,two_term_descent,1410,1410,1,0.0838,0.0,1.0,0.25,0.75,0.1729,3.1559,1.7663
trotter_size,trotter_t4_l1_b32,4,32,4,625,70,0.25,0.75,1539,1410,two_term_descent,1410,1410,1,0.0838,0.0,1.0,0.25,0.75,0.191,3.2154,1.6456
trotter_size,trotter_t4_l1_b32,4,32,4,625,70,0.5,0.25,1418,771,two_term_descent,771,771,1,0.4563,0.0,1.0,0.5,0.5,0.1395,2.4208,1.0376
trotter_size,trotter_t4_l1_b32,4,32,4,625,70,0.5,0.5,1539,948,two_term_descent,948,948,1,0.384,0.0,1.0,0.5,0.5,0.1377,2.8508,1.1933
trotter_size,trotter_t4_l1_b32,4,32,4,625,70,0.5,0.75,1539,1410,two_term_descent,1410,1410,1,0.0838,0.0,1.0,0.25,0.75,0.1797,3.2749,1.5944
trotter_size,trotter_t4_l1_b32,4,32,4,625,70,1.0,0.25,715,539,two_term_descent,539,539,1,0.2462,0.0,1.0,0.25,0.25,0.1206,1.9446,0.8623
trotter_size,trotter_t4_l1_b32,4,32,4,625,70,1.0,0.5,774,480,two_term_descent,480,480,1,0.3798,0.0,1.0,0.5,0.5,0.1262,2.5195,1.0147
trotter_size,trotter_t4_l1_b32,4,32,4,625,70,1.0,0.75,774,582,two_term_descent,582,582,1,0.2481,0.0,1.0,0.25,0.75,0.15,2.5738,1.1225
