lambda_A,lambda_C,lambda_B,policy,match_rate,match_rate_nontrivial,mean_regret,median_regret,p95_regret,mean_regret_nontrivial,median_regret_nontrivial,p95_regret_nontrivial
0.005,0.03,0.02,random,0.8214285714285714,0.5411522633744856,0.06555114345622558,0.0,0.40249999999999986,0.19167825425617502,0.0,0.864736842105263
0.005,0.03,0.02,regime_aware,0.9635989010989011,0.897119341563786,0.010385816193539697,0.0,0.0,0.030929523411098354,0.0,0.25
0.005,0.03,0.05,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.1182218377201357,0.0,0.6621621621621621,0.32374035925513067,0.18181818181818188,0.8685714285714285
0.005,0.03,0.05,always_increase_B,0.9100274725274725,0.7366255144032922,0.09985360677748467,0.0,0.864736842105263,0.2973989504723377,0.0,1.57
0.005,0.03,0.05,always_increase_C,0.9951923076923077,0.9917695473251029,8.724926947587616e-05,0.0,0.0,7.620357275077285e-05,0.0,0.0
0.005,0.03,0.05,always_smooth,0.9127747252747253,0.7448559670781894,0.04365392865814322,0.0,0.23798780487804883,0.12903119050986622,0.0,0.8013095238095238
0.005,0.03,0.05,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.03,0.05,random,0.8365384615384616,0.5905349794238683,0.07129248968074889,0.0,0.3882317073170731,0.20649845421813015,0.0,1.0561842105263155
0.005,0.03,0.05,regime_aware,0.9635989010989011,0.897119341563786,0.0263336183913419,0.0,0.0,0.07870730118887613,0.0,0.6700000000000002
0.005,0.05,0.0,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.11727607196714335,0.0,0.6368421052631579,0.3209069540362893,0.183568677792041,0.8285714285714285
0.005,0.05,0.0,always_increase_B,0.9471153846153846,0.8477366255144033,0.031188060804712096,0.0,0.05789473684210522,0.09168488681728244,0.0,0.5904761904761904
0.005,0.05,0.0,always_increase_C,0.9608516483516484,0.8888888888888888,0.001957417582417584,0.0,0.0,0.00555555555555556,0.0,0.050000000000000044
0.005,0.05,0.0,always_smooth,0.9100274725274725,0.7366255144032922,0.042708162905150865,0.0,0.2479452054794522,0.12619778529102493,0.0,0.7603658536585365
0.005,0.05,0.0,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.05,0.0,random,0.8248626373626373,0.5617283950617284,0.060959202908488955,0.0,0.36986301369863006,0.17617595272852737,0.0,0.7890243902439025
0.005,0.05,0.0,regime_aware,0.9869505494505495,0.9670781893004116,0.0008823581328550304,0.0,0.0,0.002334801319829062,0.0,0.0
0.005,0.05,0.002,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.11604722402266626,0.0,0.6368421052631579,0.3172254671902839,0.18181818181818188,0.8285714285714285
0.005,0.05,0.002,always_increase_B,0.9347527472527473,0.8106995884773662,0.032668004069026216,0.0,0.11789473684210527,0.09611862630872557,0.0,0.6231463414634146
0.005,0.05,0.002,always_increase_C,0.9711538461538461,0.9197530864197531,0.0007285696379404958,0.0,0.0,0.001874068709550127,0.0,0.018000000000000016
0.005,0.05,0.002,always_smooth,0.9120879120879121,0.742798353909465,0.04147931496067377,0.0,0.21789473684210536,0.12251629844501949,0.0,0.7603658536585365
0.005,0.05,0.002,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.05,0.002,random,0.8207417582417582,0.5452674897119342,0.050834577850965755,0.0,0.2902439024390242,0.14573110917773202,0.0,0.7402597402597402
0.005,0.05,0.002,regime_aware,0.9773351648351648,0.9382716049382716,0.0007166970015647562,0.0,0.0,0.0018384996590088167,0.0,0.006000000000000005
0.005,0.05,0.005,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.11566205113299328,0.0,0.6368421052631579,0.31607153359488505,0.18181818181818188,0.8285714285714285
0.005,0.05,0.005,always_increase_B,0.9175824175824175,0.7592592592592593,0.03634601799254005,0.0,0.1880952380952381,0.10713753221949955,0.0,0.6791463414634147
0.005,0.05,0.005,always_increase_C,0.9869505494505495,0.9670781893004116,0.0003433967482675222,0.0,0.0,0.0007201351141512596,0.0,0.0
0.005,0.05,0.005,always_smooth,0.9134615384615384,0.7469135802469136,0.0410941420710008,0.0,0.21789473684210536,0.12136236484962062,0.0,0.7603658536585365
0.005,0.05,0.005,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.05,0.005,random,0.820054945054945,0.5473251028806584,0.059743271815312915,0.0,0.31986301369863,0.17028412210238314,0.0,0.794736842105263
0.005,0.05,0.005,regime_aware,0.967032967032967,0.9074074074074074,0.0019263043316720024,0.0,0.0,0.005462343841387727,0.0,0.04787671232876711
0.005,0.05,0.01,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.11556067562493968,0.0,0.6368421052631579,0.315767824253885,0.18181818181818188,0.8285714285714285
0.005,0.05,0.01,always_increase_B,0.9127747252747253,0.7448559670781894,0.04301662050646449,0.0,0.26249999999999996,0.12712188872212088,0.0,0.7591463414634145
0.005,0.05,0.01,always_increase_C,0.9910714285714286,0.9794238683127572,0.00024202124021393184,0.0,0.0,0.000416425773151203,0.0,0.0
0.005,0.05,0.01,always_smooth,0.9141483516483516,0.7489711934156379,0.04099276656294721,0.0,0.21789473684210536,0.12105865550862058,0.0,0.7603658536585365
0.005,0.05,0.01,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.05,0.01,random,0.8269230769230769,0.5473251028806584,0.06178251654333128,0.0,0.34726027397260273,0.1778434625855556,0.0,0.778815789473684
0.005,0.05,0.01,regime_aware,0.9656593406593407,0.9032921810699589,0.004482895856585445,0.0,0.0,0.013121597463350633,0.0,0.10623287671232862
0.005,0.05,0.02,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.11553314933518248,0.0,0.6368421052631579,0.3156853586615259,0.18181818181818188,0.8285714285714285
0.005,0.05,0.02,always_increase_B,0.9107142857142857,0.7386831275720165,0.05653305026066332,0.0,0.42999999999999994,0.16761555481700463,0.0,0.844736842105263
0.005,0.05,0.02,always_increase_C,0.9917582417582418,0.9814814814814815,0.00021449495045672222,0.0,0.0,0.00033396018079215523,0.0,0.0
0.005,0.05,0.02,always_smooth,0.915521978021978,0.7530864197530864,0.04096524027319,0.0,0.21789473684210536,0.12097618991626152,0.0,0.7603658536585365
0.005,0.05,0.02,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.05,0.02,random,0.8282967032967034,0.5555555555555556,0.06299115608258297,0.0,0.36986301369863006,0.182971054560813,0.0,0.8004761904761903
0.005,0.05,0.02,regime_aware,0.9656593406593407,0.9032921810699589,0.009771303632762301,0.0,0.0,0.02896505779691751,0.0,0.22999999999999998
0.005,0.05,0.05,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.11552628120331436,0.0,0.6368421052631579,0.3156647825298387,0.18181818181818188,0.8285714285714285
0.005,0.05,0.05,always_increase_B,0.9100274725274725,0.7366255144032922,0.09715805026066333,0.0,0.844736842105263,0.2893233737470458,0.0,1.55
0.005,0.05,0.05,always_increase_C,0.992445054945055,0.9835390946502057,0.00020762681858859037,0.0,0.0,0.0003133840491049124,0.0,0.0
0.005,0.05,0.05,always_smooth,0.915521978021978,0.7530864197530864,0.04095837214132187,0.0,0.21789473684210536,0.12095561378457428,0.0,0.7603658536585365
0.005,0.05,0.05,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.05,0.05,random,0.8365384615384616,0.6069958847736625,0.06011838815258687,0.0,0.34726027397260273,0.1720743299422835,0.0,0.8572368421052632
0.005,0.05,0.05,regime_aware,0.9649725274725275,0.9012345679012346,0.02571223769869637,0.0,0.0,0.07672225944300805,0.0,0.6500000000000001
0.005,0.1,0.0,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.11230932818461008,0.0,0.5789473684210527,0.30602716196351487,0.183568677792041,0.75
0.005,0.1,0.0,always_increase_B,0.9498626373626373,0.8559670781893004,0.026221317022178833,0.0,0.0,0.07680509474450792,0.0,0.4904761904761905
0.005,0.1,0.0,always_increase_C,0.9581043956043956,0.8806584362139918,0.004030508964719495,0.0,0.0,0.011457656486896261,0.0,0.10000000000000009
0.005,0.1,0.0,always_smooth,0.9100274725274725,0.7366255144032922,0.0377414191226176,0.0,0.21059523809523806,0.11131799321825041,0.0,0.6144047619047617
0.005,0.1,0.0,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.1,0.0,random,0.8282967032967034,0.5699588477366255,0.05634299587208665,0.0,0.3166891891891892,0.16263024386100214,0.0,0.7978125
0.005,0.1,0.0,regime_aware,0.9842032967032966,0.9588477366255144,0.0011010539107613345,0.0,0.0,0.002681346695614203,0.0,0.0
0.005,0.1,0.002,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.11086178446222669,0.0,0.5769230769230769,0.3016904877664156,0.18181818181818188,0.75
0.005,0.1,0.002,always_increase_B,0.945054945054945,0.8415637860082305,0.027482564508586656,0.0,0.02189473684210541,0.08058364688485727,0.0,0.5224761904761905
0.005,0.1,0.002,always_increase_C,0.9608516483516484,0.8888888888888888,0.0025829652423361017,0.0,0.0,0.007120982289797045,0.0,0.06800000000000006
0.005,0.1,0.002,always_smooth,0.9120879120879121,0.742798353909465,0.03629387540023422,0.0,0.1797894736842105,0.10698131902115118,0.0,0.6144047619047617
0.005,0.1,0.002,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.1,0.002,random,0.8179945054945055,0.5452674897119342,0.05237201617429742,0.0,0.28210526315789464,0.1488571006622587,0.0,0.7119047619047618
0.005,0.1,0.002,regime_aware,0.9876373626373627,0.9691358024691358,0.0007166970015647562,0.0,0.0,0.0015298576837001745,0.0,0.0
0.005,0.1,0.005,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.10967136672650078,0.0,0.5769230769230769,0.2981241333976565,0.176687181663837,0.75
0.005,0.1,0.005,always_increase_B,0.926510989010989,0.7860082304526749,0.030355333586047552,0.0,0.10195121951219521,0.08919013202227098,0.0,0.5704761904761906
0.005,0.1,0.005,always_increase_C,0.9732142857142857,0.9259259259259259,0.0013925475066101846,0.0,0.0,0.0035546279210379185,0.0,0.030000000000000027
0.005,0.1,0.005,always_smooth,0.9189560439560439,0.7633744855967078,0.03510345766450829,0.0,0.1644736842105261,0.10341496465239206,0.0,0.6144047619047617
0.005,0.1,0.005,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.1,0.005,random,0.8289835164835165,0.5761316872427984,0.05476875223635544,0.0,0.2734210526315788,0.15653242036214815,0.0,0.760909090909091
0.005,0.1,0.005,regime_aware,0.9773351648351648,0.9382716049382716,0.0011210594856190586,0.0,0.0,0.002741281092718825,0.0,0.02676829268292691
0.005,0.1,0.01,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.10923110313284859,0.0,0.5769230769230769,0.2968051544010359,0.17268171344784244,0.75
0.005,0.1,0.01,always_increase_B,0.9162087912087912,0.7551440329218106,0.03668704801437337,0.0,0.2092307692307691,0.10815921886927178,0.0,0.6504761904761904
0.005,0.1,0.01,always_increase_C,0.9814560439560439,0.9506172839506173,0.0009522839129579822,0.0,0.0,0.0022356489244173285,0.0,0.0
0.005,0.1,0.01,always_smooth,0.9203296703296703,0.7674897119341564,0.03466319407085609,0.0,0.1644736842105261,0.10209598565577148,0.0,0.6144047619047617
0.005,0.1,0.01,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.1,0.01,random,0.8358516483516484,0.5802469135802469,0.051620549576855586,0.0,0.30763157894736826,0.1489813882762311,0.0,0.75
0.005,0.1,0.01,regime_aware,0.9690934065934066,0.9135802469135802,0.0033387629249338894,0.0,0.0,0.009385265059061199,0.0,0.05623287671232857
0.005,0.1,0.02,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.10914687219337058,0.0,0.5769230769230769,0.29655280821198243,0.17268171344784244,0.75
0.005,0.1,0.02,always_increase_B,0.9107142857142857,0.7386831275720165,0.05014677311885141,0.0,0.37809523809523804,0.14848300436746115,0.0,0.7504761904761903
0.005,0.1,0.02,always_increase_C,0.9821428571428571,0.9526748971193416,0.0008680529734799781,0.0,0.0,0.0019833027353638845,0.0,0.0
0.005,0.1,0.02,always_smooth,0.9251373626373627,0.7818930041152263,0.034578963131378086,0.0,0.1644736842105261,0.10184363946671803,0.0,0.6144047619047617
0.005,0.1,0.02,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.1,0.02,random,0.8262362637362637,0.5493827160493827,0.05721640250838023,0.0,0.3604761904761904,0.16451283134266045,0.0,0.7285714285714286
0.005,0.1,0.02,regime_aware,0.9697802197802198,0.9156378600823045,0.00857046605138995,0.0,0.0,0.025058844795933684,0.0,0.17999999999999994
0.005,0.1,0.05,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.10911112668887506,0.0,0.5769230769230769,0.2964457187993375,0.17268171344784244,0.75
0.005,0.1,0.05,always_increase_B,0.9100274725274725,0.7366255144032922,0.09074289574622403,0.0,0.794736842105263,0.2701043100165446,0.0,1.4619512195121953
0.005,0.1,0.05,always_increase_C,0.9821428571428571,0.9526748971193416,0.0008323074689844736,0.0,0.0,0.0018762133227189163,0.0,0.0
0.005,0.1,0.05,always_smooth,0.9258241758241759,0.7839506172839507,0.03454321762688258,0.0,0.1644736842105261,0.10173655005407305,0.0,0.6144047619047617
0.005,0.1,0.05,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.1,0.05,random,0.8337912087912088,0.5905349794238683,0.0646571872142705,0.0,0.4078947368421053,0.18629165513908708,0.0,0.9239473684210526
0.005,0.1,0.05,regime_aware,0.9690934065934066,0.9135802469135802,0.024482522744696648,0.0,0.0,0.07272953316106649,0.0,0.6000000000000001
0.005,0.2,0.0,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.10418462916023224,0.0,0.4588461538461537,0.2816864998657903,0.18237250554323725,0.75
0.005,0.2,0.0,always_increase_B,0.9601648351648352,0.8868312757201646,0.018096617997801004,0.0,0.0,0.052464432646783375,0.0,0.29047619047619055
0.005,0.2,0.0,always_increase_C,0.945054945054945,0.8415637860082305,0.009985480270011983,0.0,0.13804878048780478,0.028680780397402156,0.0,0.19999999999999996
0.005,0.2,0.0,always_smooth,0.9100274725274725,0.7366255144032922,0.029616720098239773,0.0,0.16539473684210537,0.08697733112052586,0.0,0.4904761904761905
0.005,0.2,0.0,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.2,0.0,random,0.8434065934065934,0.6090534979423868,0.044010465076754886,0.0,0.26972602739726037,0.12515345211657408,0.0,0.6032894736842107
0.005,0.2,0.0,regime_aware,0.9711538461538461,0.9197530864197531,0.0033472340072626195,0.0,0.0,0.008793359495009001,0.0,0.07904761904761903
0.005,0.2,0.002,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.10222363835861231,0.0,0.4588461538461537,0.2758115973819248,0.16883116883116878,0.75
0.005,0.2,0.002,always_increase_B,0.9581043956043956,0.8806584362139918,0.01884441840497227,0.0,0.0,0.05470475650036642,0.0,0.3224761904761906
0.005,0.2,0.002,always_increase_C,0.945054945054945,0.8415637860082305,0.008024489468392036,0.0,0.07804878048780473,0.022805877913536637,0.0,0.17199999999999993
0.005,0.2,0.002,always_smooth,0.9120879120879121,0.742798353909465,0.027655729296619826,0.0,0.13545205479452038,0.08110242863666035,0.0,0.4904761904761905
0.005,0.2,0.002,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.2,0.002,random,0.8372252747252747,0.5843621399176955,0.04103796434879214,0.0,0.22077922077922074,0.11481559435544342,0.0,0.5285714285714287
0.005,0.2,0.002,regime_aware,0.9718406593406593,0.9218106995884774,0.0024494300188294877,0.0,0.0,0.0061036421963286715,0.0,0.06605263157894736
0.005,0.2,0.005,always_capacity_aware,0.5212912087912088,0.059670781893004114,0.0998460831700353,0.0,0.41894736842105273,0.26868871599392447,0.16883116883116878,0.75
0.005,0.2,0.005,always_increase_B,0.9423076923076923,0.8333333333333334,0.02053005002958207,0.0,0.03047945205479463,0.059754714618539005,0.0,0.3704761904761906
0.005,0.2,0.005,always_increase_C,0.9478021978021978,0.8497942386831275,0.005646934279815026,0.0,0.009756097560975618,0.015682996525536376,0.0,0.1299999999999999
0.005,0.2,0.005,always_smooth,0.9217032967032966,0.7716049382716049,0.02527817410804281,0.0,0.09578947368421042,0.07397954724866009,0.0,0.4904761904761905
0.005,0.2,0.005,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.2,0.005,random,0.8083791208791209,0.5267489711934157,0.04943432957020465,0.0,0.30285714285714294,0.1380281839353421,0.0,0.7273376623376624
0.005,0.2,0.005,regime_aware,0.9711538461538461,0.9197530864197531,0.0016666550500326967,0.0,0.0,0.0037585385861061862,0.0,0.035479452054794525
0.005,0.2,0.01,always_capacity_aware,0.521978021978022,0.06172839506172839,0.09835277539377392,0.0,0.3769230769230769,0.2642149379646312,0.16216216216216206,0.75
0.005,0.2,0.01,always_increase_B,0.9230769230769231,0.7757201646090535,0.025808720275298725,0.0,0.11809523809523825,0.0755690024328671,0.0,0.4504761904761905
0.005,0.2,0.01,always_increase_C,0.9574175824175825,0.8786008230452675,0.004153626503553661,0.0,0.0,0.01120921849624307,0.0,0.0979878048780487
0.005,0.2,0.01,always_smooth,0.929945054945055,0.7962962962962963,0.02378486633178145,0.0,0.052560975609756255,0.06950576921936677,0.0,0.4904761904761905
0.005,0.2,0.01,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.2,0.01,random,0.8365384615384616,0.5946502057613169,0.040423381030519484,0.0,0.21621621621621623,0.11403121853800798,0.0,0.6593421052631583
0.005,0.2,0.01,regime_aware,0.9684065934065934,0.911522633744856,0.002831314306738365,0.0,0.0,0.007247723519775842,0.0,0.0508536585365853
0.005,0.2,0.02,always_capacity_aware,0.521978021978022,0.06172839506172839,0.097995242819017,0.0,0.3769230769230769,0.26314381156782857,0.16216216216216206,0.75
0.005,0.2,0.02,always_increase_B,0.9107142857142857,0.7386831275720165,0.03899514374449784,0.0,0.30370967741935484,0.11507400772330724,0.0,0.5316129032258066
0.005,0.2,0.02,always_increase_C,0.9608516483516484,0.8888888888888888,0.003796093928796734,0.0,0.0,0.01013809209944042,0.0,0.09443548387096778
0.005,0.2,0.02,always_smooth,0.9388736263736264,0.823045267489712,0.023427333757024525,0.0,0.03809523809523818,0.06843464282256413,0.0,0.4904761904761905
0.005,0.2,0.02,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.2,0.02,random,0.8365384615384616,0.5823045267489712,0.0437217345955926,0.0,0.24273972602739713,0.1257469297268784,0.0,0.6422619047619049
0.005,0.2,0.02,regime_aware,0.9642857142857143,0.8991769547325102,0.007789715797915503,0.0,0.0,0.02210252304889912,0.0,0.1200000000000001
0.005,0.2,0.05,always_capacity_aware,0.521978021978022,0.06172839506172839,0.09795949731452148,0.0,0.3769230769230769,0.2630367221551836,0.16216216216216206,0.75
0.005,0.2,0.05,always_increase_B,0.9100274725274725,0.7366255144032922,0.07959126637187047,0.0,0.7380952380952384,0.2366953133723907,0.0,1.3129032258064521
0.005,0.2,0.05,always_increase_C,0.9608516483516484,0.8888888888888888,0.0037603484243012293,0.0,0.0,0.010031002686795453,0.0,0.09443548387096778
0.005,0.2,0.05,always_smooth,0.9395604395604396,0.8251028806584362,0.02339158825252902,0.0,0.03809523809523818,0.06832755340991915,0.0,0.4904761904761905
0.005,0.2,0.05,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,0.2,0.05,random,0.8221153846153846,0.5617283950617284,0.05608097860733249,0.0,0.32432432432432434,0.15911552137414262,0.0,0.8409210526315789
0.005,0.2,0.05,regime_aware,0.9635989010989011,0.897119341563786,0.0237017724912222,0.0,0.0,0.06977321141403194,0.0,0.5632894736842107
0.01,0.0,0.0,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12235848954956093,0.0,0.6621621621621621,0.33613329148484905,0.183568677792041,0.9390243902439024
0.01,0.0,0.0,always_increase_B,0.9471153846153846,0.8477366255144033,0.03636604592934356,0.0,0.1578947368421053,0.10719753361041705,0.0,0.7109756097560975
0.01,0.0,0.0,always_increase_C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,always_smooth,0.9100274725274725,0.7366255144032922,0.04877987241653433,0.0,0.26923076923076916,0.14438792736628073,0.0,0.894736842105263
0.01,0.0,0.0,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.0,random,0.8365384615384616,0.5720164609053497,0.061868031693610805,0.0,0.36986301369863006,0.18030723066614754,0.0,0.8682926829268294
0.01,0.0,0.0,regime_aware,0.989010989010989,0.9670781893004116,0.0008014445610097135,0.0,0.0,0.0024010355572636685,0.0,0.0
0.01,0.0,0.002,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12235848954956093,0.0,0.6621621621621621,0.33613329148484905,0.183568677792041,0.9390243902439024
0.01,0.0,0.002,always_increase_B,0.9100274725274725,0.7366255144032922,0.03907483713813477,0.0,0.20589473684210535,0.1153127599478656,0.0,0.7509756097560976
0.01,0.0,0.002,always_increase_C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.002,always_smooth,0.9100274725274725,0.7366255144032922,0.04877987241653433,0.0,0.26923076923076916,0.14438792736628073,0.0,0.894736842105263
0.01,0.0,0.002,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.002,random,0.8434065934065934,0.602880658436214,0.06471456393565383,0.0,0.3421052631578947,0.18627574934200145,0.0,0.9222077922077923
0.01,0.0,0.002,regime_aware,0.9629120879120879,0.8888888888888888,0.0018646313741965278,0.0,0.0,0.005586220742448857,0.0,0.04800000000000004
0.01,0.0,0.005,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12235848954956093,0.0,0.6621621621621621,0.33613329148484905,0.183568677792041,0.9390243902439024
0.01,0.0,0.005,always_increase_B,0.9100274725274725,0.7366255144032922,0.04313802395132159,0.0,0.23809523809523814,0.12748559945403845,0.0,0.8109756097560976
0.01,0.0,0.005,always_increase_C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.005,always_smooth,0.9100274725274725,0.7366255144032922,0.04877987241653433,0.0,0.26923076923076916,0.14438792736628073,0.0,0.894736842105263
0.01,0.0,0.005,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.005,random,0.8214285714285714,0.5390946502057613,0.06748388405388575,0.0,0.36986301369863006,0.19475154321661636,0.0,0.894736842105263
0.01,0.0,0.005,regime_aware,0.9629120879120879,0.8888888888888888,0.003459411593976747,0.0,0.0,0.010363998520226634,0.0,0.09986301369863004
0.01,0.0,0.01,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12235848954956093,0.0,0.6621621621621621,0.33613329148484905,0.183568677792041,0.9390243902439024
0.01,0.0,0.01,always_increase_B,0.9100274725274725,0.7366255144032922,0.04991000197329961,0.0,0.3092307692307692,0.14777366529765984,0.0,0.894736842105263
0.01,0.0,0.01,always_increase_C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.01,always_smooth,0.9100274725274725,0.7366255144032922,0.04877987241653433,0.0,0.26923076923076916,0.14438792736628073,0.0,0.894736842105263
0.01,0.0,0.01,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.01,random,0.8296703296703297,0.5679012345679012,0.06536793026461253,0.0,0.375,0.18971621382836965,0.0,0.8699999999999999
0.01,0.0,0.01,regime_aware,0.9629120879120879,0.8888888888888888,0.0061173786269437804,0.0,0.0,0.0183269614831896,0.0,0.15999999999999992
0.01,0.0,0.02,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12235848954956093,0.0,0.6621621621621621,0.33613329148484905,0.183568677792041,0.9390243902439024
0.01,0.0,0.02,always_increase_B,0.9100274725274725,0.7366255144032922,0.06345395801725565,0.0,0.48,0.18834979698490265,0.0,0.9304761904761905
0.01,0.0,0.02,always_increase_C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.02,always_smooth,0.9100274725274725,0.7366255144032922,0.04877987241653433,0.0,0.26923076923076916,0.14438792736628073,0.0,0.894736842105263
0.01,0.0,0.02,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.02,random,0.8379120879120879,0.602880658436214,0.06473501643138571,0.0,0.36986301369863006,0.18661284988923807,0.0,0.9134210526315789
0.01,0.0,0.02,regime_aware,0.9629120879120879,0.8888888888888888,0.011433312692877846,0.0,0.0,0.03425288740911552,0.0,0.28
0.01,0.0,0.05,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12235848954956093,0.0,0.6621621621621621,0.33613329148484905,0.183568677792041,0.9390243902439024
0.01,0.0,0.05,always_increase_B,0.9100274725274725,0.7366255144032922,0.10408582614912378,0.0,0.894736842105263,0.31007819204663106,0.0,1.6
0.01,0.0,0.05,always_increase_C,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.05,always_smooth,0.9100274725274725,0.7366255144032922,0.04877987241653433,0.0,0.26923076923076916,0.14438792736628073,0.0,0.894736842105263
0.01,0.0,0.05,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,0.05,random,0.8248626373626373,0.5576131687242798,0.07559131353198915,0.0,0.4326923076923077,0.21902442264639604,0.0,1.094736842105263
0.01,0.0,0.05,regime_aware,0.9629120879120879,0.8888888888888888,0.027381114890680045,0.0,0.0,0.0820306651868933,0.0,0.7000000000000002
0.01,0.01,0.0,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.1213420060330774,0.0,0.6621621621621621,0.3330880239951371,0.183568677792041,0.9090243902439024
0.01,0.01,0.0,always_increase_B,0.9471153846153846,0.8477366255144033,0.03534956241286004,0.0,0.1378947368421053,0.10415226612070512,0.0,0.6809756097560975
0.01,0.01,0.0,always_increase_C,0.9608516483516484,0.8888888888888888,0.00039148351648351685,0.0,0.0,0.0011111111111111122,0.0,0.010000000000000009
0.01,0.01,0.0,always_smooth,0.9100274725274725,0.7366255144032922,0.047763388900050815,0.0,0.2689041095890412,0.1413426598765688,0.0,0.8745121951219512
0.01,0.01,0.0,oracle_resource_aware,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.01,0.0,random,0.823489010989011,0.565843621399177,0.06229047277513004,0.0,0.3734146341463416,0.17884133626166243,0.0,0.8594805194805195
0.01,0.01,0.0,regime_aware,0.9869505494505495,0.9670781893004116,0.0008220489566141091,0.0,0.0,0.0024010355572636685,0.0,0.0
0.01,0.01,0.002,always_capacity_aware,0.5192307692307693,0.053497942386831275,0.12098074229681367,0.0,0.6621621621621621,0.33200571946838814,0.18301435406698563,0.9090243902439024
0.01,0.01,0.002,always_increase_B,0.9134615384615384,0.7469135802469136,0.037697089885387516,0.0,0.18789473684210534,0.11118518793140471,0.0,0.7209756097560975
0.01,0.01,0.002,always_increase_C,0.9945054945054945,0.9897119341563786,3.0219780219780246e-05,0.0,0.0,2.8806584362139944e-05,0.0,0.0
