program,kernel,regime,rate,model,description,makespan,reference,regret,reference_exhaustive,prediction_error_mean,prediction_error_max,selected_best_candidate
oracle_bank_c32_l4,oracle_bank,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,4963,4963,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,4963,4963,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,4963,4963,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate0.1,0.1,t_count_only,T-count and average supply rate,4963,4963,1.0,1,0.0014,0.0014,1
oracle_bank_c32_l4,oracle_bank,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),2488,2488,1.0,1,0.9612,0.9863,1
oracle_bank_c32_l4,oracle_bank,rate0.2,0.2,deps_plus_count,dependencies + T-count,2488,2488,1.0,1,0.0008,0.0008,1
oracle_bank_c32_l4,oracle_bank,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,2488,2488,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,2488,2488,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,2488,2488,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate0.2,0.2,t_count_only,T-count and average supply rate,2488,2488,1.0,1,0.0008,0.0008,1
oracle_bank_c32_l4,oracle_bank,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),1003,1003,1.0,1,0.9038,0.9661,1
oracle_bank_c32_l4,oracle_bank,rate0.5,0.5,deps_plus_count,dependencies + T-count,1003,1003,1.0,1,0.001,0.001,1
oracle_bank_c32_l4,oracle_bank,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,1003,1003,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,1003,1003,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,1003,1003,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate0.5,0.5,t_count_only,T-count and average supply rate,1003,1003,1.0,1,0.001,0.001,1
oracle_bank_c32_l4,oracle_bank,rate1,1.0,deps_only,dependencies only (what T-depth sees),508,508,1.0,1,0.81,0.9331,1
oracle_bank_c32_l4,oracle_bank,rate1,1.0,deps_plus_count,dependencies + T-count,508,508,1.0,1,0.0039,0.0039,1
oracle_bank_c32_l4,oracle_bank,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,508,508,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate1,1.0,sccp,dependencies + arrival timing + buffer,508,508,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,508,508,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate1,1.0,t_count_only,T-count and average supply rate,508,508,1.0,1,0.0039,0.0039,1
oracle_bank_c32_l4,oracle_bank,rate2,2.0,deps_only,dependencies only (what T-depth sees),260,260,1.0,1,0.6288,0.8692,1
oracle_bank_c32_l4,oracle_bank,rate2,2.0,deps_plus_count,dependencies + T-count,260,260,1.0,1,0.0077,0.0077,1
oracle_bank_c32_l4,oracle_bank,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,260,260,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate2,2.0,sccp,dependencies + arrival timing + buffer,260,260,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,260,260,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate2,2.0,t_count_only,T-count and average supply rate,260,260,1.0,1,0.0077,0.0077,1
oracle_bank_c32_l4,oracle_bank,rate4,4.0,deps_only,dependencies only (what T-depth sees),138,138,1.0,1,0.3979,0.7536,1
oracle_bank_c32_l4,oracle_bank,rate4,4.0,deps_plus_count,dependencies + T-count,138,138,1.0,1,0.0356,0.0422,1
oracle_bank_c32_l4,oracle_bank,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,138,138,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate4,4.0,sccp,dependencies + arrival timing + buffer,138,138,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,138,138,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate4,4.0,t_count_only,T-count and average supply rate,138,138,1.0,1,0.1109,0.1928,0
oracle_bank_c32_l4,oracle_bank,rate8,8.0,deps_only,dependencies only (what T-depth sees),80,80,1.0,1,0.3057,0.575,1
oracle_bank_c32_l4,oracle_bank,rate8,8.0,deps_plus_count,dependencies + T-count,80,80,1.0,1,0.0682,0.1,1
oracle_bank_c32_l4,oracle_bank,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,80,80,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate8,8.0,sccp,dependencies + arrival timing + buffer,80,80,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,80,80,1.0,1,0.0,0.0,1
oracle_bank_c32_l4,oracle_bank,rate8,8.0,t_count_only,T-count and average supply rate,80,80,1.0,1,0.3318,0.5636,0
oracle_bank_c8_l4,oracle_bank,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),1123,1123,1.0,1,0.9728,0.9804,1
oracle_bank_c8_l4,oracle_bank,rate0.1,0.1,deps_plus_count,dependencies + T-count,1123,1123,1.0,1,0.0062,0.0062,1
oracle_bank_c8_l4,oracle_bank,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,1123,1123,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,1123,1123,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,1123,1123,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate0.1,0.1,t_count_only,T-count and average supply rate,1123,1123,1.0,1,0.0062,0.0062,1
oracle_bank_c8_l4,oracle_bank,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),568,568,1.0,1,0.9463,0.9613,1
oracle_bank_c8_l4,oracle_bank,rate0.2,0.2,deps_plus_count,dependencies + T-count,568,568,1.0,1,0.0035,0.0035,1
oracle_bank_c8_l4,oracle_bank,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,568,568,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,568,568,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,568,568,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate0.2,0.2,t_count_only,T-count and average supply rate,568,568,1.0,1,0.0035,0.0035,1
oracle_bank_c8_l4,oracle_bank,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),235,235,1.0,1,0.8702,0.9064,1
oracle_bank_c8_l4,oracle_bank,rate0.5,0.5,deps_plus_count,dependencies + T-count,235,235,1.0,1,0.0043,0.0043,1
oracle_bank_c8_l4,oracle_bank,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,235,235,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,235,235,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,235,235,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate0.5,0.5,t_count_only,T-count and average supply rate,235,235,1.0,1,0.0043,0.0043,1
oracle_bank_c8_l4,oracle_bank,rate1,1.0,deps_only,dependencies only (what T-depth sees),124,124,1.0,1,0.754,0.8226,1
oracle_bank_c8_l4,oracle_bank,rate1,1.0,deps_plus_count,dependencies + T-count,124,124,1.0,1,0.0161,0.0161,1
oracle_bank_c8_l4,oracle_bank,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,124,124,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate1,1.0,sccp,dependencies + arrival timing + buffer,124,124,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,124,124,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate1,1.0,t_count_only,T-count and average supply rate,124,124,1.0,1,0.0161,0.0161,1
oracle_bank_c8_l4,oracle_bank,rate2,2.0,deps_only,dependencies only (what T-depth sees),68,68,1.0,1,0.5515,0.6765,1
oracle_bank_c8_l4,oracle_bank,rate2,2.0,deps_plus_count,dependencies + T-count,68,68,1.0,1,0.0294,0.0294,1
oracle_bank_c8_l4,oracle_bank,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,68,68,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate2,2.0,sccp,dependencies + arrival timing + buffer,68,68,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,68,68,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate2,2.0,t_count_only,T-count and average supply rate,68,68,1.0,1,0.0294,0.0294,1
oracle_bank_c8_l4,oracle_bank,rate4,4.0,deps_only,dependencies only (what T-depth sees),42,42,1.0,1,0.3142,0.4762,1
oracle_bank_c8_l4,oracle_bank,rate4,4.0,deps_plus_count,dependencies + T-count,42,42,1.0,1,0.1237,0.1522,1
oracle_bank_c8_l4,oracle_bank,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,42,42,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate4,4.0,sccp,dependencies + arrival timing + buffer,42,42,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,42,42,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate4,4.0,t_count_only,T-count and average supply rate,42,42,1.0,1,0.1346,0.1739,0
oracle_bank_c8_l4,oracle_bank,rate8,8.0,deps_only,dependencies only (what T-depth sees),32,32,1.0,1,0.2229,0.3125,1
oracle_bank_c8_l4,oracle_bank,rate8,8.0,deps_plus_count,dependencies + T-count,32,32,1.0,1,0.1917,0.25,1
oracle_bank_c8_l4,oracle_bank,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,32,32,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate8,8.0,sccp,dependencies + arrival timing + buffer,32,32,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,32,32,1.0,1,0.0,0.0,1
oracle_bank_c8_l4,oracle_bank,rate8,8.0,t_count_only,T-count and average supply rate,32,32,1.0,1,0.3583,0.4667,0
qft_q5_t32,qft,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),6402,3202,1.9994,0,0.9655,0.9925,0
qft_q5_t32,qft,rate0.1,0.1,deps_plus_count,dependencies + T-count,3202,3202,1.0,0,0.0018,0.0025,1
qft_q5_t32,qft,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,3202,3202,1.0,0,0.0,0.0,1
qft_q5_t32,qft,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,3202,3202,1.0,0,0.0,0.0,1
qft_q5_t32,qft,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,3202,3202,1.0,0,0.0,0.0,1
qft_q5_t32,qft,rate0.1,0.1,t_count_only,T-count and average supply rate,3202,3202,1.0,0,0.0018,0.0025,1
qft_q5_t32,qft,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),3207,1607,1.9956,0,0.9312,0.985,0
qft_q5_t32,qft,rate0.2,0.2,deps_plus_count,dependencies + T-count,1607,1607,1.0,0,0.0013,0.0019,1
qft_q5_t32,qft,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,1607,1607,1.0,0,0.0,0.0,1
qft_q5_t32,qft,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,1607,1607,1.0,0,0.0,0.0,1
qft_q5_t32,qft,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,1607,1607,1.0,0,0.0,0.0,1
qft_q5_t32,qft,rate0.2,0.2,t_count_only,T-count and average supply rate,1607,1607,1.0,0,0.0013,0.0019,1
qft_q5_t32,qft,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),1290,654,1.9725,0,0.8301,0.9628,0
qft_q5_t32,qft,rate0.5,0.5,deps_plus_count,dependencies + T-count,654,654,1.0,0,0.0012,0.0061,1
qft_q5_t32,qft,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,654,654,1.0,0,0.0,0.0,1
qft_q5_t32,qft,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,654,654,1.0,0,0.0,0.0,1
qft_q5_t32,qft,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,654,654,1.0,0,0.0,0.0,1
qft_q5_t32,qft,rate0.5,0.5,t_count_only,T-count and average supply rate,654,654,1.0,0,0.0012,0.0061,1
qft_q5_t32,qft,rate1,1.0,deps_only,dependencies only (what T-depth sees),651,347,1.8761,0,0.683,0.9263,0
qft_q5_t32,qft,rate1,1.0,deps_plus_count,dependencies + T-count,371,347,1.0692,0,0.0256,0.1105,1
qft_q5_t32,qft,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,347,347,1.0,0,0.0,0.0,1
qft_q5_t32,qft,rate1,1.0,sccp,dependencies + arrival timing + buffer,347,347,1.0,0,0.0,0.0,1
qft_q5_t32,qft,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,347,347,1.0,0,0.0,0.0,1
qft_q5_t32,qft,rate1,1.0,t_count_only,T-count and average supply rate,371,347,1.0692,0,0.0256,0.1105,1
qft_q5_t32,qft,rate2,2.0,deps_only,dependencies only (what T-depth sees),331,203,1.6305,0,0.4914,0.855,0
qft_q5_t32,qft,rate2,2.0,deps_plus_count,dependencies + T-count,209,203,1.0296,0,0.0345,0.1213,1
qft_q5_t32,qft,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,209,203,1.0296,0,0.0,0.0,1
qft_q5_t32,qft,rate2,2.0,sccp,dependencies + arrival timing + buffer,209,203,1.0296,0,0.0,0.0,1
qft_q5_t32,qft,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,209,203,1.0296,0,0.0,0.0,1
qft_q5_t32,qft,rate2,2.0,t_count_only,T-count and average supply rate,279,203,1.3744,0,0.1076,0.3907,0
qft_q5_t32,qft,rate4,4.0,deps_only,dependencies only (what T-depth sees),171,129,1.3256,0,0.3146,0.7193,0
qft_q5_t32,qft,rate4,4.0,deps_plus_count,dependencies + T-count,156,129,1.2093,0,0.0474,0.1391,1
qft_q5_t32,qft,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,156,129,1.2093,0,0.0,0.0,1
qft_q5_t32,qft,rate4,4.0,sccp,dependencies + arrival timing + buffer,137,129,1.062,0,0.0,0.0,1
qft_q5_t32,qft,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,137,129,1.062,0,0.0,0.0,1
qft_q5_t32,qft,rate4,4.0,t_count_only,T-count and average supply rate,278,129,2.155,0,0.2505,0.6763,0
qft_q5_t32,qft,rate8,8.0,deps_only,dependencies only (what T-depth sees),99,88,1.125,0,0.1788,0.5152,0
qft_q5_t32,qft,rate8,8.0,deps_plus_count,dependencies + T-count,106,88,1.2045,0,0.0776,0.1837,1
qft_q5_t32,qft,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,106,88,1.2045,0,0.0122,0.0404,0
qft_q5_t32,qft,rate8,8.0,sccp,dependencies + arrival timing + buffer,88,88,1.0,0,0.0122,0.0404,0
qft_q5_t32,qft,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,88,88,1.0,0,0.0122,0.0404,0
qft_q5_t32,qft,rate8,8.0,t_count_only,T-count and average supply rate,278,88,3.1591,0,0.4354,0.8201,0
qft_q6_t32,qft,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),9602,4802,1.9996,0,0.9712,0.9938,0
qft_q6_t32,qft,rate0.1,0.1,deps_plus_count,dependencies + T-count,4802,4802,1.0,0,0.0012,0.0017,1
qft_q6_t32,qft,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,4802,4802,1.0,0,0.0,0.0,1
qft_q6_t32,qft,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,4802,4802,1.0,0,0.0,0.0,1
qft_q6_t32,qft,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,4802,4802,1.0,0,0.0,0.0,1
qft_q6_t32,qft,rate0.1,0.1,t_count_only,T-count and average supply rate,4802,4802,1.0,0,0.0012,0.0017,1
qft_q6_t32,qft,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),4807,2407,1.9971,0,0.9426,0.9875,0
qft_q6_t32,qft,rate0.2,0.2,deps_plus_count,dependencies + T-count,2407,2407,1.0,0,0.0009,0.0012,1
qft_q6_t32,qft,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,2407,2407,1.0,0,0.0,0.0,1
qft_q6_t32,qft,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,2407,2407,1.0,0,0.0,0.0,1
qft_q6_t32,qft,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,2407,2407,1.0,0,0.0,0.0,1
qft_q6_t32,qft,rate0.2,0.2,t_count_only,T-count and average supply rate,2407,2407,1.0,0,0.0009,0.0012,1
qft_q6_t32,qft,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),1930,974,1.9815,0,0.8576,0.9689,0
qft_q6_t32,qft,rate0.5,0.5,deps_plus_count,dependencies + T-count,974,974,1.0,0,0.0008,0.0041,1
qft_q6_t32,qft,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,974,974,1.0,0,0.0004,0.0021,1
qft_q6_t32,qft,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,974,974,1.0,0,0.0004,0.0021,1
qft_q6_t32,qft,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,974,974,1.0,0,0.0004,0.0021,1
qft_q6_t32,qft,rate0.5,0.5,t_count_only,T-count and average supply rate,974,974,1.0,0,0.0008,0.0041,1
qft_q6_t32,qft,rate1,1.0,deps_only,dependencies only (what T-depth sees),971,507,1.9152,0,0.7286,0.9382,0
qft_q6_t32,qft,rate1,1.0,deps_plus_count,dependencies + T-count,531,507,1.0473,0,0.0178,0.0772,1
qft_q6_t32,qft,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,507,507,1.0,0,0.0008,0.0038,1
qft_q6_t32,qft,rate1,1.0,sccp,dependencies + arrival timing + buffer,507,507,1.0,0,0.0008,0.0038,1
qft_q6_t32,qft,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,507,507,1.0,0,0.0008,0.0038,1
qft_q6_t32,qft,rate1,1.0,t_count_only,T-count and average supply rate,531,507,1.0473,0,0.0178,0.0772,1
qft_q6_t32,qft,rate2,2.0,deps_only,dependencies only (what T-depth sees),491,283,1.735,0,0.542,0.8778,0
qft_q6_t32,qft,rate2,2.0,deps_plus_count,dependencies + T-count,293,283,1.0353,0,0.0333,0.0855,1
qft_q6_t32,qft,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,293,283,1.0353,0,0.0011,0.0029,1
qft_q6_t32,qft,rate2,2.0,sccp,dependencies + arrival timing + buffer,293,283,1.0353,0,0.0011,0.0029,1
qft_q6_t32,qft,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,293,283,1.0353,0,0.0011,0.0029,1
qft_q6_t32,qft,rate2,2.0,t_count_only,T-count and average supply rate,363,283,1.2827,0,0.0829,0.3113,0
qft_q6_t32,qft,rate4,4.0,deps_only,dependencies only (what T-depth sees),251,181,1.3867,0,0.3579,0.761,0
qft_q6_t32,qft,rate4,4.0,deps_plus_count,dependencies + T-count,205,181,1.1326,0,0.0435,0.0995,1
qft_q6_t32,qft,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,203,181,1.1215,0,0.0009,0.0047,1
qft_q6_t32,qft,rate4,4.0,sccp,dependencies + arrival timing + buffer,204,181,1.1271,0,0.0009,0.0047,1
qft_q6_t32,qft,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,194,181,1.0718,0,0.0009,0.0047,1
qft_q6_t32,qft,rate4,4.0,t_count_only,T-count and average supply rate,347,181,1.9171,0,0.2152,0.6254,0
qft_q6_t32,qft,rate8,8.0,deps_only,dependencies only (what T-depth sees),141,122,1.1557,0,0.2082,0.5745,0
qft_q6_t32,qft,rate8,8.0,deps_plus_count,dependencies + T-count,164,122,1.3443,0,0.0719,0.1481,1
qft_q6_t32,qft,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,164,122,1.3443,0,0.0144,0.0426,1
qft_q6_t32,qft,rate8,8.0,sccp,dependencies + arrival timing + buffer,133,122,1.0902,0,0.0144,0.0426,1
qft_q6_t32,qft,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,133,122,1.0902,0,0.0144,0.0426,1
qft_q6_t32,qft,rate8,8.0,t_count_only,T-count and average supply rate,346,122,2.8361,0,0.3992,0.7977,0
reduction_tree_mult_w16_r4,multiplier,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),3483,1803,1.9318,1,0.9633,0.9788,0
reduction_tree_mult_w16_r4,multiplier,rate0.1,0.1,deps_plus_count,dependencies + T-count,1803,1803,1.0,1,0.0024,0.0039,1
reduction_tree_mult_w16_r4,multiplier,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,1803,1803,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,1803,1803,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,1803,1803,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate0.1,0.1,t_count_only,T-count and average supply rate,1803,1803,1.0,1,0.0024,0.0039,1
reduction_tree_mult_w16_r4,multiplier,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),1748,908,1.9251,1,0.927,0.9577,0
reduction_tree_mult_w16_r4,multiplier,rate0.2,0.2,deps_plus_count,dependencies + T-count,908,908,1.0,1,0.0014,0.0022,1
reduction_tree_mult_w16_r4,multiplier,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,908,908,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,908,908,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,908,908,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate0.2,0.2,t_count_only,T-count and average supply rate,908,908,1.0,1,0.0014,0.0022,1
reduction_tree_mult_w16_r4,multiplier,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),707,371,1.9057,1,0.8203,0.8953,0
reduction_tree_mult_w16_r4,multiplier,rate0.5,0.5,deps_plus_count,dependencies + T-count,371,371,1.0,1,0.0017,0.0027,1
reduction_tree_mult_w16_r4,multiplier,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,371,371,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,371,371,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,371,371,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate0.5,0.5,t_count_only,T-count and average supply rate,371,371,1.0,1,0.0017,0.0027,1
reduction_tree_mult_w16_r4,multiplier,rate1,1.0,deps_only,dependencies only (what T-depth sees),360,211,1.7062,1,0.6647,0.7944,0
reduction_tree_mult_w16_r4,multiplier,rate1,1.0,deps_plus_count,dependencies + T-count,211,211,1.0,1,0.0243,0.0995,1
reduction_tree_mult_w16_r4,multiplier,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,211,211,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate1,1.0,sccp,dependencies + arrival timing + buffer,211,211,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,211,211,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate1,1.0,t_count_only,T-count and average supply rate,211,211,1.0,1,0.0243,0.0995,1
reduction_tree_mult_w16_r4,multiplier,rate2,2.0,deps_only,dependencies only (what T-depth sees),186,135,1.3778,1,0.4493,0.6022,0
reduction_tree_mult_w16_r4,multiplier,rate2,2.0,deps_plus_count,dependencies + T-count,135,135,1.0,1,0.0171,0.0424,1
reduction_tree_mult_w16_r4,multiplier,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,135,135,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate2,2.0,sccp,dependencies + arrival timing + buffer,135,135,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,135,135,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate2,2.0,t_count_only,T-count and average supply rate,165,135,1.2222,1,0.0874,0.3939,1
reduction_tree_mult_w16_r4,multiplier,rate4,4.0,deps_only,dependencies only (what T-depth sees),108,108,1.0,1,0.2198,0.3148,1
reduction_tree_mult_w16_r4,multiplier,rate4,4.0,deps_plus_count,dependencies + T-count,108,108,1.0,1,0.1229,0.178,0
reduction_tree_mult_w16_r4,multiplier,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,108,108,1.0,1,0.0123,0.0354,1
reduction_tree_mult_w16_r4,multiplier,rate4,4.0,sccp,dependencies + arrival timing + buffer,108,108,1.0,1,0.0123,0.0354,1
reduction_tree_mult_w16_r4,multiplier,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,108,108,1.0,1,0.0123,0.0354,1
reduction_tree_mult_w16_r4,multiplier,rate4,4.0,t_count_only,T-count and average supply rate,164,108,1.5185,1,0.2485,0.6646,0
reduction_tree_mult_w16_r4,multiplier,rate8,8.0,deps_only,dependencies only (what T-depth sees),81,81,1.0,1,0.0814,0.1236,1
reduction_tree_mult_w16_r4,multiplier,rate8,8.0,deps_plus_count,dependencies + T-count,81,81,1.0,1,0.0814,0.1236,1
reduction_tree_mult_w16_r4,multiplier,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,81,81,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate8,8.0,sccp,dependencies + arrival timing + buffer,81,81,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,81,81,1.0,1,0.0,0.0,1
reduction_tree_mult_w16_r4,multiplier,rate8,8.0,t_count_only,T-count and average supply rate,164,81,2.0247,1,0.4917,0.8018,0
