program,kernel,regime,rate,model,description,makespan,reference,regret,reference_exhaustive,prediction_error_mean,prediction_error_max,selected_best_candidate
reduction_tree_mult_w64_r8,multiplier,rate2,2.0,sccp,dependencies + arrival timing + buffer,1076,1076,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,1076,1076,1.0,0,0.0,0.0,1
reduction_tree_mult_w64_r8,multiplier,rate2,2.0,t_count_only,T-count and average supply rate,1154,1076,1.0725,0,0.0334,0.227,1
reduction_tree_mult_w64_r8,multiplier,rate4,4.0,deps_only,dependencies only (what T-depth sees),887,700,1.2671,0,0.6086,0.7937,1
reduction_tree_mult_w64_r8,multiplier,rate4,4.0,deps_plus_count,dependencies + T-count,700,700,1.0,0,0.0117,0.0453,0
reduction_tree_mult_w64_r8,multiplier,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,700,700,1.0,0,0.0025,0.0166,0
reduction_tree_mult_w64_r8,multiplier,rate4,4.0,sccp,dependencies + arrival timing + buffer,700,700,1.0,0,0.0025,0.0166,0
reduction_tree_mult_w64_r8,multiplier,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,700,700,1.0,0,0.0025,0.0166,0
reduction_tree_mult_w64_r8,multiplier,rate4,4.0,t_count_only,T-count and average supply rate,964,700,1.3771,0,0.0866,0.5322,0
reduction_tree_mult_w64_r8,multiplier,rate8,8.0,deps_only,dependencies only (what T-depth sees),461,460,1.0022,0,0.4157,0.603,0
reduction_tree_mult_w64_r8,multiplier,rate8,8.0,deps_plus_count,dependencies + T-count,524,460,1.1391,0,0.0676,0.1639,0
reduction_tree_mult_w64_r8,multiplier,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,524,460,1.1391,0,0.0204,0.0832,0
reduction_tree_mult_w64_r8,multiplier,rate8,8.0,sccp,dependencies + arrival timing + buffer,461,460,1.0022,0,0.0204,0.0832,0
reduction_tree_mult_w64_r8,multiplier,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,461,460,1.0022,0,0.0204,0.0832,0
reduction_tree_mult_w64_r8,multiplier,rate8,8.0,t_count_only,T-count and average supply rate,963,460,2.0935,0,0.1868,0.7606,0
schoolbook_mult_w16_r3,multiplier,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),3483,1803,1.9318,1,0.9449,0.9681,0
schoolbook_mult_w16_r3,multiplier,rate0.1,0.1,deps_plus_count,dependencies + T-count,1803,1803,1.0,1,0.0024,0.0039,1
schoolbook_mult_w16_r3,multiplier,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,1803,1803,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,1803,1803,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,1803,1803,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate0.1,0.1,t_count_only,T-count and average supply rate,1803,1803,1.0,1,0.0024,0.0039,1
schoolbook_mult_w16_r3,multiplier,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),1748,908,1.9251,1,0.8905,0.9365,0
schoolbook_mult_w16_r3,multiplier,rate0.2,0.2,deps_plus_count,dependencies + T-count,908,908,1.0,1,0.0014,0.0022,1
schoolbook_mult_w16_r3,multiplier,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,908,908,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,908,908,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,908,908,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate0.2,0.2,t_count_only,T-count and average supply rate,908,908,1.0,1,0.0014,0.0022,1
schoolbook_mult_w16_r3,multiplier,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),707,371,1.9057,1,0.7305,0.843,0
schoolbook_mult_w16_r3,multiplier,rate0.5,0.5,deps_plus_count,dependencies + T-count,371,371,1.0,1,0.0017,0.0027,1
schoolbook_mult_w16_r3,multiplier,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,371,371,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,371,371,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,371,371,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate0.5,0.5,t_count_only,T-count and average supply rate,371,371,1.0,1,0.0017,0.0027,1
schoolbook_mult_w16_r3,multiplier,rate1,1.0,deps_only,dependencies only (what T-depth sees),360,244,1.4754,1,0.5274,0.6917,0
schoolbook_mult_w16_r3,multiplier,rate1,1.0,deps_plus_count,dependencies + T-count,244,244,1.0,1,0.0102,0.0287,1
schoolbook_mult_w16_r3,multiplier,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,244,244,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate1,1.0,sccp,dependencies + arrival timing + buffer,244,244,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,244,244,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate1,1.0,t_count_only,T-count and average supply rate,244,244,1.0,1,0.0487,0.2213,1
schoolbook_mult_w16_r3,multiplier,rate2,2.0,deps_only,dependencies only (what T-depth sees),186,186,1.0,1,0.2662,0.4032,1
schoolbook_mult_w16_r3,multiplier,rate2,2.0,deps_plus_count,dependencies + T-count,192,186,1.0323,1,0.0135,0.0247,1
schoolbook_mult_w16_r3,multiplier,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,192,186,1.0323,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate2,2.0,sccp,dependencies + arrival timing + buffer,192,186,1.0323,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,192,186,1.0323,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate2,2.0,t_count_only,T-count and average supply rate,243,186,1.3065,1,0.1263,0.5885,0
schoolbook_mult_w16_r3,multiplier,rate4,4.0,deps_only,dependencies only (what T-depth sees),120,120,1.0,1,0.0686,0.1333,1
schoolbook_mult_w16_r3,multiplier,rate4,4.0,deps_plus_count,dependencies + T-count,120,120,1.0,1,0.0686,0.1333,1
schoolbook_mult_w16_r3,multiplier,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,120,120,1.0,1,0.0137,0.0519,1
schoolbook_mult_w16_r3,multiplier,rate4,4.0,sccp,dependencies + arrival timing + buffer,120,120,1.0,1,0.0137,0.0519,1
schoolbook_mult_w16_r3,multiplier,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,120,120,1.0,1,0.0137,0.0519,1
schoolbook_mult_w16_r3,multiplier,rate4,4.0,t_count_only,T-count and average supply rate,243,120,2.025,1,0.3807,0.7737,0
schoolbook_mult_w16_r3,multiplier,rate8,8.0,deps_only,dependencies only (what T-depth sees),117,117,1.0,1,0.0433,0.0565,1
schoolbook_mult_w16_r3,multiplier,rate8,8.0,deps_plus_count,dependencies + T-count,117,117,1.0,1,0.0433,0.0565,1
schoolbook_mult_w16_r3,multiplier,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,117,117,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate8,8.0,sccp,dependencies + arrival timing + buffer,117,117,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,117,117,1.0,1,0.0,0.0,1
schoolbook_mult_w16_r3,multiplier,rate8,8.0,t_count_only,T-count and average supply rate,243,117,2.0769,1,0.6453,0.8663,0
schoolbook_mult_w32_r3,multiplier,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),7323,3723,1.967,1,0.9582,0.9799,0
schoolbook_mult_w32_r3,multiplier,rate0.1,0.1,deps_plus_count,dependencies + T-count,3723,3723,1.0,1,0.0011,0.0019,1
schoolbook_mult_w32_r3,multiplier,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,3723,3723,1.0,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,3723,3723,1.0,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,3723,3723,1.0,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate0.1,0.1,t_count_only,T-count and average supply rate,3723,3723,1.0,1,0.0011,0.0019,1
schoolbook_mult_w32_r3,multiplier,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),3668,1868,1.9636,1,0.9165,0.9599,0
schoolbook_mult_w32_r3,multiplier,rate0.2,0.2,deps_plus_count,dependencies + T-count,1868,1868,1.0,1,0.0006,0.0011,1
schoolbook_mult_w32_r3,multiplier,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,1868,1868,1.0,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,1868,1868,1.0,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,1868,1868,1.0,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate0.2,0.2,t_count_only,T-count and average supply rate,1868,1868,1.0,1,0.0006,0.0011,1
schoolbook_mult_w32_r3,multiplier,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),1475,755,1.9536,1,0.793,0.9003,0
schoolbook_mult_w32_r3,multiplier,rate0.5,0.5,deps_plus_count,dependencies + T-count,755,755,1.0,1,0.0008,0.0013,1
schoolbook_mult_w32_r3,multiplier,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,755,755,1.0,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,755,755,1.0,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,755,755,1.0,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate0.5,0.5,t_count_only,T-count and average supply rate,755,755,1.0,1,0.0008,0.0013,1
schoolbook_mult_w32_r3,multiplier,rate1,1.0,deps_only,dependencies only (what T-depth sees),744,484,1.5372,1,0.6341,0.8024,0
schoolbook_mult_w32_r3,multiplier,rate1,1.0,deps_plus_count,dependencies + T-count,484,484,1.0,1,0.0047,0.0145,1
schoolbook_mult_w32_r3,multiplier,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,484,484,1.0,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate1,1.0,sccp,dependencies + arrival timing + buffer,484,484,1.0,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,484,484,1.0,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate1,1.0,t_count_only,T-count and average supply rate,484,484,1.0,1,0.0374,0.2107,1
schoolbook_mult_w32_r3,multiplier,rate2,2.0,deps_only,dependencies only (what T-depth sees),378,378,1.0,1,0.4386,0.6111,1
schoolbook_mult_w32_r3,multiplier,rate2,2.0,deps_plus_count,dependencies + T-count,400,378,1.0582,1,0.0065,0.0124,1
schoolbook_mult_w32_r3,multiplier,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,400,378,1.0582,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate2,2.0,sccp,dependencies + arrival timing + buffer,406,378,1.0741,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,406,378,1.0741,1,0.0,0.0,1
schoolbook_mult_w32_r3,multiplier,rate2,2.0,t_count_only,T-count and average supply rate,483,378,1.2778,1,0.1034,0.5942,0
schoolbook_mult_w32_r3,multiplier,rate4,4.0,deps_only,dependencies only (what T-depth sees),195,195,1.0,1,0.1526,0.2564,1
schoolbook_mult_w32_r3,multiplier,rate4,4.0,deps_plus_count,dependencies + T-count,195,195,1.0,1,0.0484,0.1752,0
schoolbook_mult_w32_r3,multiplier,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,195,195,1.0,1,0.0324,0.1453,0
schoolbook_mult_w32_r3,multiplier,rate4,4.0,sccp,dependencies + arrival timing + buffer,195,195,1.0,1,0.0324,0.1453,0
schoolbook_mult_w32_r3,multiplier,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,195,195,1.0,1,0.0324,0.1453,0
schoolbook_mult_w32_r3,multiplier,rate4,4.0,t_count_only,T-count and average supply rate,483,195,2.4769,1,0.217,0.7867,0
schoolbook_mult_w32_r3,multiplier,rate8,8.0,deps_only,dependencies only (what T-depth sees),156,156,1.0,1,0.0576,0.1156,1
schoolbook_mult_w32_r3,multiplier,rate8,8.0,deps_plus_count,dependencies + T-count,156,156,1.0,1,0.0576,0.1156,1
schoolbook_mult_w32_r3,multiplier,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,156,156,1.0,1,0.0194,0.052,1
schoolbook_mult_w32_r3,multiplier,rate8,8.0,sccp,dependencies + arrival timing + buffer,156,156,1.0,1,0.0194,0.052,1
schoolbook_mult_w32_r3,multiplier,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,156,156,1.0,1,0.0194,0.052,1
schoolbook_mult_w32_r3,multiplier,rate8,8.0,t_count_only,T-count and average supply rate,483,156,3.0962,1,0.5267,0.883,0
schoolbook_mult_w64_r3,multiplier,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),15003,7563,1.9837,1,0.9669,0.9878,0
schoolbook_mult_w64_r3,multiplier,rate0.1,0.1,deps_plus_count,dependencies + T-count,7563,7563,1.0,1,0.0005,0.0009,1
schoolbook_mult_w64_r3,multiplier,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,7563,7563,1.0,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,7563,7563,1.0,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,7563,7563,1.0,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate0.1,0.1,t_count_only,T-count and average supply rate,7563,7563,1.0,1,0.0005,0.0009,1
schoolbook_mult_w64_r3,multiplier,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),7508,3788,1.982,1,0.9339,0.9756,0
schoolbook_mult_w64_r3,multiplier,rate0.2,0.2,deps_plus_count,dependencies + T-count,3788,3788,1.0,1,0.0003,0.0005,1
schoolbook_mult_w64_r3,multiplier,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,3788,3788,1.0,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,3788,3788,1.0,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,3788,3788,1.0,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate0.2,0.2,t_count_only,T-count and average supply rate,3788,3788,1.0,1,0.0003,0.0005,1
schoolbook_mult_w64_r3,multiplier,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),3011,1523,1.977,1,0.8355,0.9392,0
schoolbook_mult_w64_r3,multiplier,rate0.5,0.5,deps_plus_count,dependencies + T-count,1523,1523,1.0,1,0.0004,0.0007,1
schoolbook_mult_w64_r3,multiplier,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,1523,1523,1.0,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,1523,1523,1.0,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,1523,1523,1.0,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate0.5,0.5,t_count_only,T-count and average supply rate,1523,1523,1.0,1,0.0004,0.0007,1
schoolbook_mult_w64_r3,multiplier,rate1,1.0,deps_only,dependencies only (what T-depth sees),1512,964,1.5685,1,0.7094,0.879,0
schoolbook_mult_w64_r3,multiplier,rate1,1.0,deps_plus_count,dependencies + T-count,964,964,1.0,1,0.0022,0.0073,1
schoolbook_mult_w64_r3,multiplier,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,964,964,1.0,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate1,1.0,sccp,dependencies + arrival timing + buffer,964,964,1.0,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,964,964,1.0,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate1,1.0,t_count_only,T-count and average supply rate,964,964,1.0,1,0.0305,0.2054,1
schoolbook_mult_w64_r3,multiplier,rate2,2.0,deps_only,dependencies only (what T-depth sees),762,762,1.0,1,0.5628,0.7598,1
schoolbook_mult_w64_r3,multiplier,rate2,2.0,deps_plus_count,dependencies + T-count,816,762,1.0709,1,0.0031,0.0062,1
schoolbook_mult_w64_r3,multiplier,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,816,762,1.0709,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate2,2.0,sccp,dependencies + arrival timing + buffer,822,762,1.0787,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,822,762,1.0787,1,0.0,0.0,1
schoolbook_mult_w64_r3,multiplier,rate2,2.0,t_count_only,T-count and average supply rate,963,762,1.2638,1,0.0875,0.5971,0
schoolbook_mult_w64_r3,multiplier,rate4,4.0,deps_only,dependencies only (what T-depth sees),387,387,1.0,1,0.3256,0.5271,1
schoolbook_mult_w64_r3,multiplier,rate4,4.0,deps_plus_count,dependencies + T-count,387,387,1.0,1,0.0197,0.0962,0
schoolbook_mult_w64_r3,multiplier,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,387,387,1.0,1,0.0134,0.0915,0
schoolbook_mult_w64_r3,multiplier,rate4,4.0,sccp,dependencies + arrival timing + buffer,387,387,1.0,1,0.0134,0.0915,0
schoolbook_mult_w64_r3,multiplier,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,387,387,1.0,1,0.0134,0.0915,0
schoolbook_mult_w64_r3,multiplier,rate4,4.0,t_count_only,T-count and average supply rate,963,387,2.4884,1,0.1635,0.7934,0
schoolbook_mult_w64_r3,multiplier,rate8,8.0,deps_only,dependencies only (what T-depth sees),221,218,1.0138,1,0.1124,0.2759,0
schoolbook_mult_w64_r3,multiplier,rate8,8.0,deps_plus_count,dependencies + T-count,221,218,1.0138,1,0.0982,0.2759,0
schoolbook_mult_w64_r3,multiplier,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,221,218,1.0138,1,0.0686,0.2138,0
schoolbook_mult_w64_r3,multiplier,rate8,8.0,sccp,dependencies + arrival timing + buffer,221,218,1.0138,1,0.0686,0.2138,0
schoolbook_mult_w64_r3,multiplier,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,221,218,1.0138,1,0.0686,0.2138,0
schoolbook_mult_w64_r3,multiplier,rate8,8.0,t_count_only,T-count and average supply rate,963,218,4.4174,1,0.3668,0.8915,0
toffoli_ladder_n3_l2,toffoli,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),423,243,1.7407,1,0.9243,0.9504,0
toffoli_ladder_n3_l2,toffoli,rate0.1,0.1,deps_plus_count,dependencies + T-count,243,243,1.0,1,0.0196,0.0288,1
toffoli_ladder_n3_l2,toffoli,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,243,243,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,243,243,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,243,243,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate0.1,0.1,t_count_only,T-count and average supply rate,243,243,1.0,1,0.0196,0.0288,1
toffoli_ladder_n3_l2,toffoli,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),218,128,1.7031,1,0.8544,0.9037,0
toffoli_ladder_n3_l2,toffoli,rate0.2,0.2,deps_plus_count,dependencies + T-count,128,128,1.0,1,0.0108,0.0156,1
toffoli_ladder_n3_l2,toffoli,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,128,128,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,128,128,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,128,128,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate0.2,0.2,t_count_only,T-count and average supply rate,128,128,1.0,1,0.0108,0.0156,1
toffoli_ladder_n3_l2,toffoli,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),95,59,1.6102,1,0.6724,0.7789,0
toffoli_ladder_n3_l2,toffoli,rate0.5,0.5,deps_plus_count,dependencies + T-count,59,59,1.0,1,0.0121,0.0169,1
toffoli_ladder_n3_l2,toffoli,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,59,59,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,59,59,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate0.5,0.5,sccp_plus,full model with the fluid buffer-loss term,59,59,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate0.5,0.5,t_count_only,T-count and average supply rate,59,59,1.0,1,0.0121,0.0169,1
toffoli_ladder_n3_l2,toffoli,rate1,1.0,deps_only,dependencies only (what T-depth sees),54,38,1.4211,1,0.4474,0.6111,0
toffoli_ladder_n3_l2,toffoli,rate1,1.0,deps_plus_count,dependencies + T-count,38,38,1.0,1,0.0541,0.1053,1
toffoli_ladder_n3_l2,toffoli,rate1,1.0,deps_plus_throughput,dependencies + arrival timing,38,38,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate1,1.0,sccp,dependencies + arrival timing + buffer,38,38,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate1,1.0,sccp_plus,full model with the fluid buffer-loss term,38,38,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate1,1.0,t_count_only,T-count and average supply rate,38,38,1.0,1,0.0541,0.1053,1
toffoli_ladder_n3_l2,toffoli,rate2,2.0,deps_only,dependencies only (what T-depth sees),33,30,1.1,1,0.2635,0.3636,1
toffoli_ladder_n3_l2,toffoli,rate2,2.0,deps_plus_count,dependencies + T-count,32,30,1.0667,1,0.1607,0.2143,0
toffoli_ladder_n3_l2,toffoli,rate2,2.0,deps_plus_throughput,dependencies + arrival timing,30,30,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate2,2.0,sccp,dependencies + arrival timing + buffer,30,30,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate2,2.0,sccp_plus,full model with the fluid buffer-loss term,30,30,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate2,2.0,t_count_only,T-count and average supply rate,34,30,1.1333,1,0.2094,0.3529,0
toffoli_ladder_n3_l2,toffoli,rate4,4.0,deps_only,dependencies only (what T-depth sees),30,29,1.0345,1,0.2157,0.3,1
toffoli_ladder_n3_l2,toffoli,rate4,4.0,deps_plus_count,dependencies + T-count,30,29,1.0345,1,0.2157,0.3,1
toffoli_ladder_n3_l2,toffoli,rate4,4.0,deps_plus_throughput,dependencies + arrival timing,29,29,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate4,4.0,sccp,dependencies + arrival timing + buffer,29,29,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate4,4.0,sccp_plus,full model with the fluid buffer-loss term,29,29,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate4,4.0,t_count_only,T-count and average supply rate,33,29,1.1379,1,0.4291,0.5152,0
toffoli_ladder_n3_l2,toffoli,rate8,8.0,deps_only,dependencies only (what T-depth sees),28,28,1.0,1,0.1919,0.25,1
toffoli_ladder_n3_l2,toffoli,rate8,8.0,deps_plus_count,dependencies + T-count,28,28,1.0,1,0.1919,0.25,1
toffoli_ladder_n3_l2,toffoli,rate8,8.0,deps_plus_throughput,dependencies + arrival timing,28,28,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate8,8.0,sccp,dependencies + arrival timing + buffer,28,28,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate8,8.0,sccp_plus,full model with the fluid buffer-loss term,28,28,1.0,1,0.0,0.0,1
toffoli_ladder_n3_l2,toffoli,rate8,8.0,t_count_only,T-count and average supply rate,33,28,1.1786,1,0.5521,0.609,0
toffoli_ladder_n3_l4,toffoli,rate0.1,0.1,deps_only,dependencies only (what T-depth sees),843,483,1.7453,0,0.962,0.9751,0
toffoli_ladder_n3_l4,toffoli,rate0.1,0.1,deps_plus_count,dependencies + T-count,483,483,1.0,0,0.0099,0.0145,1
toffoli_ladder_n3_l4,toffoli,rate0.1,0.1,deps_plus_throughput,dependencies + arrival timing,483,483,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate0.1,0.1,sccp,dependencies + arrival timing + buffer,483,483,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate0.1,0.1,sccp_plus,full model with the fluid buffer-loss term,483,483,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate0.1,0.1,t_count_only,T-count and average supply rate,483,483,1.0,0,0.0099,0.0145,1
toffoli_ladder_n3_l4,toffoli,rate0.2,0.2,deps_only,dependencies only (what T-depth sees),428,248,1.7258,0,0.9255,0.9509,0
toffoli_ladder_n3_l4,toffoli,rate0.2,0.2,deps_plus_count,dependencies + T-count,248,248,1.0,0,0.0055,0.0081,1
toffoli_ladder_n3_l4,toffoli,rate0.2,0.2,deps_plus_throughput,dependencies + arrival timing,248,248,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate0.2,0.2,sccp,dependencies + arrival timing + buffer,248,248,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate0.2,0.2,sccp_plus,full model with the fluid buffer-loss term,248,248,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate0.2,0.2,t_count_only,T-count and average supply rate,248,248,1.0,0,0.0055,0.0081,1
toffoli_ladder_n3_l4,toffoli,rate0.5,0.5,deps_only,dependencies only (what T-depth sees),179,107,1.6729,0,0.8238,0.8827,0
toffoli_ladder_n3_l4,toffoli,rate0.5,0.5,deps_plus_count,dependencies + T-count,107,107,1.0,0,0.0065,0.0093,1
toffoli_ladder_n3_l4,toffoli,rate0.5,0.5,deps_plus_throughput,dependencies + arrival timing,107,107,1.0,0,0.0,0.0,1
toffoli_ladder_n3_l4,toffoli,rate0.5,0.5,sccp,dependencies + arrival timing + buffer,107,107,1.0,0,0.0,0.0,1
