program,kernel,concurrency,regime,rate,clifford_weight,num_candidates,t_depth_choice,best_choice,t_depth_makespan,t_count_makespan,best_makespan,regret_t_depth,regret_t_count,selection_reversal,pairs_compared,pairs_reversed,pair_reversal_rate,min_t_depth,best_candidate_t_depth,t_depth_ratio_of_best
trotter_t4_l2_b32,trotter,4,rate1,1.0,1,5,width16x8,width1x8,523,267,267,1.9588,1.0,1,10,10,1.0,8,64,8.0
trotter_t4_l2_b32,trotter,4,rate2,2.0,1,5,width16x8,width1x8,267,143,143,1.8671,1.0,1,10,10,1.0,8,64,8.0
trotter_t4_l2_b32,trotter,4,rate4,4.0,1,5,width16x8,width2x8,139,142,95,1.4632,1.4947,1,10,6,0.6,8,40,5.0
trotter_t4_l2_b32,trotter,4,rate8,8.0,1,5,width16x8,width4x8,77,142,63,1.2222,2.254,1,10,3,0.3,8,24,3.0
trotter_t4_l2_b32,trotter,4,unconstrained,256.0,1,5,width16x8,width16x8,24,136,24,1.0,5.6667,0,10,0,0.0,8,8,1.0
trotter_t4_l2_b32,trotter,4,rate0.1,0.1,0,5,width16x8,width1x8,5120,2560,2560,2.0,1.0,1,10,10,1.0,8,64,8.0
trotter_t4_l2_b32,trotter,4,rate0.2,0.2,0,5,width16x8,width1x8,2565,1285,1285,1.9961,1.0,1,10,10,1.0,8,64,8.0
trotter_t4_l2_b32,trotter,4,rate0.5,0.5,0,5,width16x8,width1x8,1032,520,520,1.9846,1.0,1,10,10,1.0,8,64,8.0
trotter_t4_l2_b32,trotter,4,rate1,1.0,0,5,width16x8,width1x8,521,265,265,1.966,1.0,1,10,10,1.0,8,64,8.0
trotter_t4_l2_b32,trotter,4,rate2,2.0,0,5,width16x8,width1x8,265,137,137,1.9343,1.0,1,10,10,1.0,8,64,8.0
trotter_t4_l2_b32,trotter,4,rate4,4.0,0,5,width16x8,width1x8,137,73,73,1.8767,1.0,1,10,10,1.0,8,64,8.0
trotter_t4_l2_b32,trotter,4,rate8,8.0,0,5,width16x8,width2x8,73,73,49,1.4898,1.4898,1,10,6,0.6,8,40,5.0
trotter_t4_l2_b32,trotter,4,unconstrained,256.0,0,5,width16x8,width16x8,8,64,8,1.0,8.0,0,10,0,0.0,8,8,1.0
trotter_t8_l2_b32,trotter,8,rate0.1,0.1,1,5,width16x16,width1x16,10242,5122,5122,1.9996,1.0,1,10,10,1.0,8,64,8.0
trotter_t8_l2_b32,trotter,8,rate0.2,0.2,1,5,width16x16,width1x16,5127,2567,2567,1.9973,1.0,1,10,10,1.0,8,64,8.0
trotter_t8_l2_b32,trotter,8,rate0.5,0.5,1,5,width16x16,width1x16,2058,1034,1034,1.9903,1.0,1,10,10,1.0,8,64,8.0
trotter_t8_l2_b32,trotter,8,rate1,1.0,1,5,width16x16,width1x16,1035,523,523,1.979,1.0,1,10,10,1.0,8,64,8.0
trotter_t8_l2_b32,trotter,8,rate2,2.0,1,5,width16x16,width1x16,523,267,267,1.9588,1.0,1,10,10,1.0,8,64,8.0
trotter_t8_l2_b32,trotter,8,rate4,4.0,1,5,width16x16,width1x16,267,143,143,1.8671,1.0,1,10,10,1.0,8,64,8.0
trotter_t8_l2_b32,trotter,8,rate8,8.0,1,5,width16x16,width2x16,141,142,95,1.4842,1.4947,1,10,6,0.6,8,40,5.0
trotter_t8_l2_b32,trotter,8,unconstrained,512.0,1,5,width16x16,width16x16,24,136,24,1.0,5.6667,0,10,0,0.0,8,8,1.0
trotter_t8_l2_b32,trotter,8,rate0.1,0.1,0,5,width16x16,width1x16,10240,5120,5120,2.0,1.0,1,10,10,1.0,8,64,8.0
trotter_t8_l2_b32,trotter,8,rate0.2,0.2,0,5,width16x16,width1x16,5125,2565,2565,1.9981,1.0,1,10,10,1.0,8,64,8.0
trotter_t8_l2_b32,trotter,8,rate0.5,0.5,0,5,width16x16,width1x16,2056,1032,1032,1.9922,1.0,1,10,10,1.0,8,64,8.0
trotter_t8_l2_b32,trotter,8,rate1,1.0,0,5,width16x16,width1x16,1033,521,521,1.9827,1.0,1,10,10,1.0,8,64,8.0
trotter_t8_l2_b32,trotter,8,rate2,2.0,0,5,width16x16,width1x16,521,265,265,1.966,1.0,1,10,10,1.0,8,64,8.0
trotter_t8_l2_b32,trotter,8,rate4,4.0,0,5,width16x16,width1x16,265,137,137,1.9343,1.0,1,10,10,1.0,8,64,8.0
trotter_t8_l2_b32,trotter,8,rate8,8.0,0,5,width16x16,width1x16,137,73,73,1.8767,1.0,1,10,10,1.0,8,64,8.0
trotter_t8_l2_b32,trotter,8,unconstrained,512.0,0,5,width16x16,width16x16,8,64,8,1.0,8.0,0,10,0,0.0,8,8,1.0
mixed_w32_c16_l1,mixed,1,rate0.1,0.1,1,60,"blocked4x1,treex1,width16x1","linearx1,ripplex1,width1x1",3682,2162,2162,1.7031,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l1,mixed,1,rate0.2,0.2,1,60,"blocked4x1,treex1,width16x1","linearx1,ripplex1,width1x1",1847,1087,1087,1.6992,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l1,mixed,1,rate0.5,0.5,1,60,"blocked4x1,treex1,width16x1","linearx1,ripplex1,width1x1",746,447,447,1.6689,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l1,mixed,1,rate1,1.0,1,60,"blocked4x1,treex1,width16x1","ripplex1,treex1,width2x1",379,272,248,1.5282,1.0968,1,1746,829,0.4748,28,90,3.2143
mixed_w32_c16_l1,mixed,1,rate2,2.0,1,60,"blocked4x1,treex1,width16x1","blocked16x1,treex1,width8x1",195,261,191,1.0209,1.3665,1,1746,223,0.1277,28,47,1.6786
mixed_w32_c16_l1,mixed,1,rate4,4.0,1,60,"blocked4x1,treex1,width16x1","blocked4x1,treex1,width16x1",115,261,115,1.0,2.2696,0,1746,92,0.0527,28,28,1.0
mixed_w32_c16_l1,mixed,1,rate8,8.0,1,60,"blocked4x1,treex1,width16x1","blocked4x1,treex1,width16x1",96,261,96,1.0,2.7188,0,1746,54,0.0309,28,28,1.0
mixed_w32_c16_l1,mixed,1,unconstrained,216.0,1,60,"blocked4x1,treex1,width16x1","blocked4x1,treex1,width16x1",89,255,89,1.0,2.8652,0,1746,39,0.0223,28,28,1.0
mixed_w32_c16_l1,mixed,1,rate0.1,0.1,0,60,"blocked4x1,treex1,width16x1","linearx1,ripplex1,width1x1",3680,2160,2160,1.7037,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l1,mixed,1,rate0.2,0.2,0,60,"blocked4x1,treex1,width16x1","linearx1,ripplex1,width1x1",1845,1085,1085,1.7005,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l1,mixed,1,rate0.5,0.5,0,60,"blocked4x1,treex1,width16x1","linearx1,ripplex1,width1x1",744,440,440,1.6909,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l1,mixed,1,rate1,1.0,0,60,"blocked4x1,treex1,width16x1","linearx1,ripplex1,width1x1",377,225,225,1.6756,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l1,mixed,1,rate2,2.0,0,60,"blocked4x1,treex1,width16x1","linearx1,ripplex1,width2x1",193,133,121,1.595,1.0992,1,1746,968,0.5544,28,112,4.0
mixed_w32_c16_l1,mixed,1,rate4,4.0,0,60,"blocked4x1,treex1,width16x1","ripplex1,treex1,width4x1",101,112,92,1.0978,1.2174,1,1746,407,0.2331,28,82,2.9286
mixed_w32_c16_l1,mixed,1,rate8,8.0,0,60,"blocked4x1,treex1,width16x1","blocked16x1,treex1,width16x1",55,111,55,1.0,2.0182,0,1746,91,0.0521,28,44,1.5714
mixed_w32_c16_l1,mixed,1,unconstrained,216.0,0,60,"blocked4x1,treex1,width16x1","blocked4x1,treex1,width16x1",28,102,28,1.0,3.6429,0,1746,0,0.0,28,28,1.0
mixed_w32_c16_l2,mixed,2,rate0.1,0.1,1,60,"blocked4x2,treex2,width16x2","linearx2,ripplex2,width1x2",7362,4322,4322,1.7034,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l2,mixed,2,rate0.2,0.2,1,60,"blocked4x2,treex2,width16x2","linearx2,ripplex2,width1x2",3687,2167,2167,1.7014,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l2,mixed,2,rate0.5,0.5,1,60,"blocked4x2,treex2,width16x2","linearx2,ripplex2,width1x2",1482,874,874,1.6957,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l2,mixed,2,rate1,1.0,1,60,"blocked4x2,treex2,width16x2","linearx2,ripplex2,width1x2",747,448,448,1.6674,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l2,mixed,2,rate2,2.0,1,60,"blocked4x2,treex2,width16x2","ripplex2,treex2,width2x2",379,288,264,1.4356,1.0909,1,1746,841,0.4817,28,90,3.2143
mixed_w32_c16_l2,mixed,2,rate4,4.0,1,60,"blocked4x2,treex2,width16x2","blocked16x2,treex2,width8x2",200,269,196,1.0204,1.3724,1,1746,291,0.1667,28,47,1.6786
mixed_w32_c16_l2,mixed,2,rate8,8.0,1,60,"blocked4x2,treex2,width16x2","blocked4x2,treex2,width8x2",121,263,121,1.0,2.1736,0,1746,74,0.0424,28,31,1.1071
mixed_w32_c16_l2,mixed,2,unconstrained,432.0,1,60,"blocked4x2,treex2,width16x2","blocked4x2,treex2,width16x2",89,255,89,1.0,2.8652,0,1746,39,0.0223,28,28,1.0
mixed_w32_c16_l2,mixed,2,rate0.1,0.1,0,60,"blocked4x2,treex2,width16x2","linearx2,ripplex2,width1x2",7360,4320,4320,1.7037,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l2,mixed,2,rate0.2,0.2,0,60,"blocked4x2,treex2,width16x2","linearx2,ripplex2,width1x2",3685,2165,2165,1.7021,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l2,mixed,2,rate0.5,0.5,0,60,"blocked4x2,treex2,width16x2","linearx2,ripplex2,width1x2",1480,872,872,1.6972,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l2,mixed,2,rate1,1.0,0,60,"blocked4x2,treex2,width16x2","linearx2,ripplex2,width1x2",745,441,441,1.6893,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l2,mixed,2,rate2,2.0,0,60,"blocked4x2,treex2,width16x2","linearx2,ripplex2,width1x2",377,225,225,1.6756,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l2,mixed,2,rate4,4.0,0,60,"blocked4x2,treex2,width16x2","linearx2,ripplex2,width2x2",193,133,121,1.595,1.0992,1,1746,968,0.5544,28,112,4.0
mixed_w32_c16_l2,mixed,2,rate8,8.0,0,60,"blocked4x2,treex2,width16x2","ripplex2,treex2,width4x2",101,116,96,1.0521,1.2083,1,1746,401,0.2297,28,82,2.9286
mixed_w32_c16_l2,mixed,2,unconstrained,432.0,0,60,"blocked4x2,treex2,width16x2","blocked4x2,treex2,width16x2",28,102,28,1.0,3.6429,0,1746,0,0.0,28,28,1.0
mixed_w32_c16_l4,mixed,4,rate0.1,0.1,1,60,"blocked4x4,treex4,width16x4","linearx4,ripplex4,width1x4",14722,8642,8642,1.7035,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l4,mixed,4,rate0.2,0.2,1,60,"blocked4x4,treex4,width16x4","linearx4,ripplex4,width1x4",7367,4327,4327,1.7026,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l4,mixed,4,rate0.5,0.5,1,60,"blocked4x4,treex4,width16x4","linearx4,ripplex4,width1x4",2954,1738,1738,1.6997,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l4,mixed,4,rate1,1.0,1,60,"blocked4x4,treex4,width16x4","linearx4,ripplex4,width1x4",1483,875,875,1.6949,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l4,mixed,4,rate2,2.0,1,60,"blocked4x4,treex4,width16x4","linearx4,ripplex4,width1x4",747,448,448,1.6674,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l4,mixed,4,rate4,4.0,1,60,"blocked4x4,treex4,width16x4","ripplex4,treex4,width2x4",380,296,272,1.3971,1.0882,1,1746,874,0.5006,28,90,3.2143
mixed_w32_c16_l4,mixed,4,rate8,8.0,1,60,"blocked4x4,treex4,width16x4","blocked16x4,treex4,width4x4",208,273,202,1.0297,1.3515,1,1746,333,0.1907,28,52,1.8571
mixed_w32_c16_l4,mixed,4,unconstrained,864.0,1,60,"blocked4x4,treex4,width16x4","blocked4x4,treex4,width16x4",89,255,89,1.0,2.8652,0,1746,39,0.0223,28,28,1.0
mixed_w32_c16_l4,mixed,4,rate0.1,0.1,0,60,"blocked4x4,treex4,width16x4","linearx4,ripplex4,width1x4",14720,8640,8640,1.7037,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l4,mixed,4,rate0.2,0.2,0,60,"blocked4x4,treex4,width16x4","linearx4,ripplex4,width1x4",7365,4325,4325,1.7029,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l4,mixed,4,rate0.5,0.5,0,60,"blocked4x4,treex4,width16x4","linearx4,ripplex4,width1x4",2952,1736,1736,1.7005,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l4,mixed,4,rate1,1.0,0,60,"blocked4x4,treex4,width16x4","linearx4,ripplex4,width1x4",1481,873,873,1.6964,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l4,mixed,4,rate2,2.0,0,60,"blocked4x4,treex4,width16x4","linearx4,ripplex4,width1x4",745,441,441,1.6893,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l4,mixed,4,rate4,4.0,0,60,"blocked4x4,treex4,width16x4","linearx4,ripplex4,width1x4",377,225,225,1.6756,1.0,1,1746,1273,0.7291,28,124,4.4286
mixed_w32_c16_l4,mixed,4,rate8,8.0,0,60,"blocked4x4,treex4,width16x4","linearx4,ripplex4,width2x4",193,133,121,1.595,1.0992,1,1746,968,0.5544,28,112,4.0
mixed_w32_c16_l4,mixed,4,unconstrained,864.0,0,60,"blocked4x4,treex4,width16x4","blocked4x4,treex4,width16x4",28,102,28,1.0,3.6429,0,1746,0,0.0,28,28,1.0
toffoli_ladder_n3_l2,toffoli,2,rate0.1,0.1,1,4,toffoli_d1x6,and_gidneyx6,423,243,243,1.7407,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l2,toffoli,2,rate0.2,0.2,1,4,toffoli_d1x6,and_gidneyx6,218,128,128,1.7031,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l2,toffoli,2,rate0.5,0.5,1,4,toffoli_d1x6,and_gidneyx6,95,59,59,1.6102,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l2,toffoli,2,rate1,1.0,1,4,toffoli_d1x6,and_gidneyx6,54,38,38,1.4211,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l2,toffoli,2,rate2,2.0,1,4,toffoli_d1x6,toffoli_d1x6,33,34,33,1.0,1.0303,0,5,0,0.0,3,3,1.0
toffoli_ladder_n3_l2,toffoli,2,rate4,4.0,1,4,toffoli_d1x6,toffoli_d1x6,30,33,30,1.0,1.1,0,5,0,0.0,3,3,1.0
toffoli_ladder_n3_l2,toffoli,2,rate8,8.0,1,4,toffoli_d1x6,toffoli_d1x6,28,33,28,1.0,1.1786,0,5,0,0.0,3,3,1.0
toffoli_ladder_n3_l2,toffoli,2,unconstrained,24.0,1,4,toffoli_d1x6,toffoli_d1x6,21,27,21,1.0,1.2857,0,5,0,0.0,3,3,1.0
toffoli_ladder_n3_l2,toffoli,2,rate0.1,0.1,0,4,toffoli_d1x6,and_gidneyx6,420,240,240,1.75,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l2,toffoli,2,rate0.2,0.2,0,4,toffoli_d1x6,and_gidneyx6,215,125,125,1.72,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l2,toffoli,2,rate0.5,0.5,0,4,toffoli_d1x6,and_gidneyx6,92,56,56,1.6429,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l2,toffoli,2,rate1,1.0,0,4,toffoli_d1x6,and_gidneyx6,51,33,33,1.5455,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l2,toffoli,2,rate2,2.0,0,4,toffoli_d1x6,and_gidneyx6,30,21,21,1.4286,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l2,toffoli,2,rate4,4.0,0,4,toffoli_d1x6,and_gidneyx6,20,15,15,1.3333,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l2,toffoli,2,rate8,8.0,0,4,toffoli_d1x6,and_gidneyx6,15,15,15,1.0,1.0,0,5,0,0.0,3,6,2.0
toffoli_ladder_n3_l2,toffoli,2,unconstrained,24.0,0,4,toffoli_d1x6,toffoli_d1x6,3,6,3,1.0,2.0,0,5,0,0.0,3,3,1.0
toffoli_ladder_n3_l4,toffoli,4,rate0.1,0.1,1,4,toffoli_d1x12,and_gidneyx12,843,483,483,1.7453,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l4,toffoli,4,rate0.2,0.2,1,4,toffoli_d1x12,and_gidneyx12,428,248,248,1.7258,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l4,toffoli,4,rate0.5,0.5,1,4,toffoli_d1x12,and_gidneyx12,179,107,107,1.6729,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l4,toffoli,4,rate1,1.0,1,4,toffoli_d1x12,and_gidneyx12,96,60,60,1.6,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l4,toffoli,4,rate2,2.0,1,4,toffoli_d1x12,and_gidneyx12,54,38,38,1.4211,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l4,toffoli,4,rate4,4.0,1,4,toffoli_d1x12,toffoli_d1x12,33,34,33,1.0,1.0303,0,5,0,0.0,3,3,1.0
toffoli_ladder_n3_l4,toffoli,4,rate8,8.0,1,4,toffoli_d1x12,toffoli_d1x12,30,33,30,1.0,1.1,0,5,0,0.0,3,3,1.0
toffoli_ladder_n3_l4,toffoli,4,unconstrained,48.0,1,4,toffoli_d1x12,toffoli_d1x12,21,27,21,1.0,1.2857,0,5,0,0.0,3,3,1.0
toffoli_ladder_n3_l4,toffoli,4,rate0.1,0.1,0,4,toffoli_d1x12,and_gidneyx12,840,480,480,1.75,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l4,toffoli,4,rate0.2,0.2,0,4,toffoli_d1x12,and_gidneyx12,425,245,245,1.7347,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l4,toffoli,4,rate0.5,0.5,0,4,toffoli_d1x12,and_gidneyx12,176,104,104,1.6923,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l4,toffoli,4,rate1,1.0,0,4,toffoli_d1x12,and_gidneyx12,93,57,57,1.6316,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l4,toffoli,4,rate2,2.0,0,4,toffoli_d1x12,and_gidneyx12,51,33,33,1.5455,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l4,toffoli,4,rate4,4.0,0,4,toffoli_d1x12,and_gidneyx12,30,21,21,1.4286,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l4,toffoli,4,rate8,8.0,0,4,toffoli_d1x12,and_gidneyx12,20,15,15,1.3333,1.0,1,5,1,0.2,3,6,2.0
toffoli_ladder_n3_l4,toffoli,4,unconstrained,48.0,0,4,toffoli_d1x12,toffoli_d1x12,3,6,3,1.0,2.0,0,5,0,0.0,3,3,1.0
