workload,family,seed,n,schedule,B,epsilon,C_star,achieved_slowdown,T_static_at_C_star,T_exe_at_C_star
exact_qft_n8,semi_real_qft,0,8,static,4,0.1,2,1.0,26,26
exact_qft_n8,semi_real_qft,0,8,capacity_aware,4,0.1,1,1.0,41,41
exact_qft_n8,semi_real_qft,0,8,smooth,4,0.1,1,1.0606060606060606,33,35
exact_qft_n8,semi_real_qft,0,8,delivery_aware,4,0.1,1,1.0606060606060606,33,35
exact_qft_n8,semi_real_qft,0,8,static,8,0.05,2,1.0,26,26
exact_qft_n8,semi_real_qft,0,8,capacity_aware,8,0.05,1,1.0,41,41
exact_qft_n8,semi_real_qft,0,8,smooth,8,0.05,1,1.0,33,33
exact_qft_n8,semi_real_qft,0,8,delivery_aware,8,0.05,1,1.0333333333333334,30,31
exact_qft_n8,semi_real_qft,0,8,static,8,0.1,2,1.0,26,26
exact_qft_n8,semi_real_qft,0,8,capacity_aware,8,0.1,1,1.0,41,41
exact_qft_n8,semi_real_qft,0,8,smooth,8,0.1,1,1.0,33,33
exact_qft_n8,semi_real_qft,0,8,delivery_aware,8,0.1,1,1.0333333333333334,30,31
exact_qft_n8,semi_real_qft,0,8,static,12,0.05,2,1.0,26,26
exact_qft_n8,semi_real_qft,0,8,capacity_aware,12,0.05,1,1.0,41,41
exact_qft_n8,semi_real_qft,0,8,smooth,12,0.05,1,1.0,33,33
exact_qft_n8,semi_real_qft,0,8,delivery_aware,12,0.05,1,1.0384615384615385,26,27
exact_qft_n8,semi_real_qft,0,8,static,12,0.1,2,1.0,26,26
exact_qft_n8,semi_real_qft,0,8,capacity_aware,12,0.1,1,1.0,41,41
exact_qft_n8,semi_real_qft,0,8,smooth,12,0.1,1,1.0,33,33
exact_qft_n8,semi_real_qft,0,8,delivery_aware,12,0.1,1,1.0384615384615385,26,27
approx_qft_n12,semi_real_qft,0,12,static,0,0.05,4,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,capacity_aware,0,0.05,1,1.0,66,66
approx_qft_n12,semi_real_qft,0,12,smooth,0,0.05,3,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,delivery_aware,0,0.05,3,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,static,0,0.1,3,1.0789473684210527,38,41
approx_qft_n12,semi_real_qft,0,12,capacity_aware,0,0.1,1,1.0,66,66
approx_qft_n12,semi_real_qft,0,12,smooth,0,0.1,3,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,delivery_aware,0,0.1,3,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,static,4,0.05,4,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,capacity_aware,4,0.05,1,1.0,66,66
approx_qft_n12,semi_real_qft,0,12,smooth,4,0.05,3,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,delivery_aware,4,0.05,3,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,static,4,0.1,3,1.0526315789473684,38,40
approx_qft_n12,semi_real_qft,0,12,capacity_aware,4,0.1,1,1.0,66,66
approx_qft_n12,semi_real_qft,0,12,smooth,4,0.1,3,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,delivery_aware,4,0.1,3,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,static,8,0.05,3,1.0263157894736843,38,39
approx_qft_n12,semi_real_qft,0,12,capacity_aware,8,0.05,1,1.0,66,66
approx_qft_n12,semi_real_qft,0,12,smooth,8,0.05,3,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,delivery_aware,8,0.05,3,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,static,8,0.1,3,1.0263157894736843,38,39
approx_qft_n12,semi_real_qft,0,12,capacity_aware,8,0.1,1,1.0,66,66
approx_qft_n12,semi_real_qft,0,12,smooth,8,0.1,2,1.0526315789473684,38,40
approx_qft_n12,semi_real_qft,0,12,delivery_aware,8,0.1,2,1.0526315789473684,38,40
approx_qft_n12,semi_real_qft,0,12,static,12,0.05,3,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,capacity_aware,12,0.05,1,1.0,66,66
approx_qft_n12,semi_real_qft,0,12,smooth,12,0.05,2,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,delivery_aware,12,0.05,2,1.0263157894736843,38,39
approx_qft_n12,semi_real_qft,0,12,static,12,0.1,3,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,capacity_aware,12,0.1,1,1.0,66,66
approx_qft_n12,semi_real_qft,0,12,smooth,12,0.1,2,1.0,38,38
approx_qft_n12,semi_real_qft,0,12,delivery_aware,12,0.1,2,1.0263157894736843,38,39
