trial,match_rate,mean_regret,median_regret,p95_regret,nontrivial_match_rate,nontrivial_mean_regret,nontrivial_median_regret,nontrivial_p95_regret,excluding_ties_match_rate,excluding_ties_mean_regret,excluding_ties_median_regret,excluding_ties_p95_regret,num_cases,num_nontrivial_cases,num_unique_best_cases
339,0.8564560439560439,0.6858731095683784,0.0,2.557894736842105,0.5740740740740741,2.053688860068102,0.0,8.736341463414634,0.06756756756756757,7.660251486327177,1.5019354838709678,40.7690243902439,1456,486,74
340,0.8516483516483516,0.6721791613970669,0.0,2.6054794520547944,0.5576131687242798,2.0132173420265405,0.0,8.65,0.05405405405405406,7.6124604076778075,1.4838709677419355,45.19806451612903,1456,486,74
341,0.8475274725274725,0.8689066328283778,0.0,3.168780487804878,0.5432098765432098,2.6031441510249342,0.0,11.915263157894737,0.04054054054054054,10.322299770562587,1.6346774193548388,48.65560975609756,1456,486,74
342,0.8434065934065934,0.8124474638599825,0.0,2.7115789473684213,0.5308641975308642,2.4339989863788776,0.0,9.859480519480519,0.08108108108108109,9.700487029708995,1.4838709677419355,47.70258064516129,1456,486,74
343,0.8475274725274725,0.9971262278412681,0.0,2.605,0.5452674897119342,2.986632279294005,0.0,10.47857142857143,0.06756756756756757,14.175373439378678,1.5019354838709678,83.2,1456,486,74
344,0.8475274725274725,0.9233460045659058,0.0,3.244634146341463,0.5473251028806584,2.7650412590097284,0.0,10.481463414634147,0.05405405405405406,11.530286520625719,1.4929881154499152,72.01463414634148,1456,486,74
345,0.853021978021978,0.6536941595305712,0.0,2.268292682926829,0.5637860082304527,1.9572844336173871,0.0,6.401052631578947,0.12162162162162163,7.822791354743997,1.4838709677419355,47.70258064516129,1456,486,74
346,0.8543956043956044,0.9782661176539268,0.0,2.8769230769230774,0.5679012345679012,2.929575589577956,0.0,10.42,0.013513513513513514,13.990856956180934,2.268292682926829,78.31341463414635,1456,486,74
347,0.8516483516483516,0.9844278692672542,0.0,2.9625000000000004,0.5555555555555556,2.949232464306836,0.0,10.47857142857143,0.05405405405405406,13.608622995904948,2.090212224108659,65.95585365853658,1456,486,74
348,0.8495879120879121,0.8033371649899077,0.0,2.8769230769230774,0.5534979423868313,2.4055976351581156,0.0,8.309677419354838,0.06756756756756757,9.89437683331742,1.4929881154499152,47.04341463414634,1456,486,74
349,0.8406593406593407,0.8675541279517102,0.0,2.721578947368421,0.522633744855967,2.5990922022586216,0.0,8.65,0.06756756756756757,10.791753918805506,1.1286585365853659,75.1290243902439,1456,486,74
350,0.8592032967032966,0.5589355557593187,0.0,2.4170731707317072,0.5781893004115226,1.6745065209579593,0.0,6.395584415584416,0.06756756756756757,6.22657648142852,1.3455069124423964,37.94451612903226,1456,486,74
351,0.8523351648351648,0.7780514981797636,0.0,2.449178082191781,0.5637860082304527,2.3292016868544736,0.0,7.419677419354839,0.04054054054054054,9.668371912389574,1.4838709677419355,81.56780487804878,1456,486,74
352,0.8461538461538461,0.7718891742300911,0.0,2.966842105263158,0.5432098765432098,2.3113830784785003,0.0,10.47857142857143,0.02702702702702703,9.97681499859002,2.047195121951219,43.86121951219513,1456,486,74
353,0.8523351648351648,0.8747883344667743,0.0,2.862876712328767,0.5617283950617284,2.6196571058542424,0.0,8.736341463414634,0.06756756756756757,11.326256720063709,1.4838709677419355,65.95585365853658,1456,486,74
354,0.8413461538461539,0.6227608411246657,0.0,3.0580952380952375,0.5288065843621399,1.8645227446672477,0.0,7.422439024390243,0.06756756756756757,5.797291766037263,1.4838709677419355,22.134516129032257,1456,486,74
355,0.8543956043956044,0.9138675182741821,0.0,3.0374999999999996,0.5699588477366255,2.736090833474789,0.0,9.386493506493508,0.06756756756756757,12.4443415337317,1.7697379032258067,75.1290243902439,1456,486,74
356,0.8475274725274725,0.717652210431482,0.0,2.966842105263158,0.5432098765432098,2.15000333001695,0.0,11.348441558441559,0.0945945945945946,7.939773300888202,1.0073170731707317,37.94451612903226,1456,486,74
357,0.8523351648351648,0.5851132027543766,0.0,3.1031578947368423,0.5596707818930041,1.7523777622245709,0.0,8.0475,0.08108108108108109,5.4694248360104085,1.5413157894736844,25.752903225806453,1456,486,74
358,0.8592032967032966,0.7740559870551214,0.0,2.475483870967742,0.5823045267489712,2.317785568689354,0.0,7.5875,0.04054054054054054,9.895056336466205,1.4838709677419355,50.28780487804878,1456,486,74
359,0.842032967032967,0.875524605605475,0.0,3.164878048780488,0.5308641975308642,2.6217738580089316,0.0,8.994736842105263,0.013513513513513514,11.13843768029961,2.5894736842105264,50.28780487804878,1456,486,74
360,0.8543956043956044,0.9600845574686669,0.0,2.475483870967742,0.5679012345679012,2.875105730257507,0.0,9.255806451612903,0.04054054054054054,13.5144588453439,1.4838709677419355,101.13707317073171,1456,486,74
361,0.853021978021978,0.805796741310338,0.0,2.7358536585365854,0.565843621399177,2.412323238290927,0.0,8.35064935064935,0.06756756756756757,10.194878348470604,1.642928692699491,72.01463414634148,1456,486,74
362,0.8509615384615384,0.8123844487420946,0.0,3.164878048780488,0.5576131687242798,2.4327022547942962,0.0,9.255806451612903,0.013513513513513514,10.791293506521338,2.9503658536585364,47.70258064516129,1456,486,74
363,0.8550824175824175,0.6472283752306119,0.0,2.721578947368421,0.5699588477366255,1.9378246575443214,0.0,5.8152380952380955,0.06756756756756757,7.249402899108995,1.069849012775842,40.7690243902439,1456,486,74
364,0.8372252747252747,0.6970574778759301,0.0,2.8769230769230774,0.5164609053497943,2.0871959387837298,0.0,8.0475,0.0,7.502327963163686,1.761935483870968,33.435483870967744,1456,486,74
365,0.8523351648351648,0.8206325039037409,0.0,2.492857142857143,0.5617283950617284,2.4573234463263707,0.0,7.757662337662337,0.08108108108108109,10.519293967571897,1.4838709677419355,65.95585365853658,1456,486,74
366,0.8537087912087912,0.9300093595389631,0.0,2.7073684210526316,0.5679012345679012,2.784449929938825,0.0,9.866315789473685,0.06756756756756757,13.259037457924395,1.8068610421836229,78.31341463414635,1456,486,74
367,0.8557692307692307,1.0873160970279154,0.0,3.164878048780488,0.5699588477366255,3.256830735128899,0.0,12.667894736842104,0.12162162162162163,15.065087523870005,1.6603225806451614,84.83219512195123,1456,486,74
368,0.8495879120879121,0.6861286384895426,0.0,2.492857142857143,0.551440329218107,2.055008368048443,0.0,6.140810810810811,0.04054054054054054,8.190697819373902,1.4838709677419355,43.86121951219513,1456,486,74
369,0.8482142857142857,0.86399142538254,0.0,3.0374999999999996,0.5493827160493827,2.5872217789871343,0.0,7.579473684210527,0.06756756756756757,12.288601934650064,2.090212224108659,65.95585365853658,1456,486,74
370,0.845467032967033,0.6868073710283185,0.0,2.7115789473684213,0.5432098765432098,2.0558447956353296,0.0,8.843333333333334,0.08108108108108109,7.304245841764216,1.4929881154499152,31.990243902439026,1456,486,74
371,0.845467032967033,0.9046445888785827,0.0,3.195161290322581,0.5411522633744856,2.709103003845175,0.0,9.866315789473685,0.04054054054054054,11.63046451849099,2.268292682926829,72.01463414634148,1456,486,74
372,0.845467032967033,0.9831514187022561,0.0,3.168780487804878,0.5411522633744856,2.9442113886034034,0.0,11.871428571428572,0.04054054054054054,13.69610458945636,2.268292682926829,78.31341463414635,1456,486,74
373,0.8489010989010989,0.8640910517715004,0.0,2.7128571428571426,0.551440329218107,2.587520248168876,0.0,11.915263157894737,0.0,11.213028840980725,1.613993855606759,46.450322580645164,1456,486,74
